N	2gram	Voloshinov_1	Komedia
1	и в	38	22
2	том что	3	12
3	в г	1	11
4	но и	13	11
5	в том	2	11
6	не только	27	10
7	в то	9	10
8	из них	3	10
9	как и	10	9
10	может быть	13	9
11	таким образом	7	8
12	должны были	2	8
13	о том	4	8
14	и его	7	8
15	в одном	3	8
16	и не	14	8
17	в этой	6	7
18	то же	14	6
19	тому же	2	6
20	не в	6	6
21	в отношении	2	6
22	ни в	1	6
23	в конце	6	6
24	одного из	1	6
25	что он	2	6
26	к тому	4	6
27	а в	5	6
28	в которой	7	6
29	что в	1	6
30	в истории	1	5
31	как в	2	5
32	на его	5	5
33	при этом	9	5
34	потому что	5	5
35	так и	6	5
36	еще в	1	5
37	и даже	3	5
38	между тем	3	5
39	один из	4	5
40	уже в	5	5
41	в его	6	5
42	прежде всего	21	5
43	с другой	1	5
44	все это	4	5
45	другой стороны	1	5
46	но в	5	4
47	в нем	4	4
48	и вот	3	4
49	в другом	1	4
50	на протяжении	1	4
51	несмотря на	2	4
52	точки зрения	10	4
53	в котором	3	4
54	в их	1	4
55	так как	7	4
56	как мы	9	4
57	на него	4	4
58	же время	7	4
59	ли не	2	4
60	ясно что	2	4
61	что и	3	4
62	действующих лиц	1	4
63	в качестве	4	4
64	мы можем	7	4
65	тем что	2	4
66	именно в	1	4
67	в результате	1	4
68	конце концов	3	4
69	же в	1	4
70	к этому	2	4
71	же как	1	3
72	в тех	3	3
73	перед лицом	1	3
74	мы не	9	3
75	и о	1	3
76	х годов	1	3
77	и на	6	3
78	в чем	1	3
79	в этом	10	3
80	все же	7	3
81	хотя и	3	3
82	и как	9	3
83	можно сделать	1	3
84	в целом	4	3
85	на то	1	3
86	главным образом	3	3
87	да и	4	3
88	он не	2	3
89	здесь мы	3	3
90	и с	5	3
91	его в	4	3
92	чаще всего	3	3
93	место в	2	3
94	вопрос о	2	3
95	не менее	1	3
96	однако в	2	3
97	того как	1	3
98	ничего не	8	3
99	в сознании	3	3
100	этом отношении	2	3
101	у нас	4	3
102	и сам	2	3
103	во второй	3	3
104	в частности	3	3
105	и одновременно	1	3
106	тот же	2	3
107	одной из	2	3
108	только в	6	3
109	в виде	1	3
110	в начале	3	3
111	отношение к	2	3
112	у него	1	3
113	каждый из	2	3
114	как раз	1	3
115	к которому	1	3
116	так же	4	3
117	как это	5	3
118	по своему	3	3
119	в течение	1	3
120	в любом	1	3
121	не мог	3	3
122	здесь в	1	3
123	всего в	3	3
124	в более	1	3
125	и все	4	3
126	к людям	1	2
127	того же	1	2
128	на две	1	2
129	такой прием	2	2
130	из всех	1	2
131	в сущности	1	2
132	принадлежит к	1	2
133	на себя	1	2
134	слова о	3	2
135	которые он	1	2
136	на кого	1	2
137	столь же	1	2
138	тем как	1	2
139	за пределы	1	2
140	к сожалению	1	2
141	относится к	2	2
142	наряду с	1	2
143	независимо от	5	2
144	в противоположность	1	2
145	со своей	1	2
146	в самом	4	2
147	и чаще	1	2
148	из нескольких	1	2
149	в себе	9	2
150	только один	1	2
151	время и	1	2
152	в первой	2	2
153	не к	3	2
154	в силу	1	2
155	на этом	1	2
156	связанные с	2	2
157	на все	1	2
158	было бы	7	2
159	и тем	6	2
160	для них	2	2
161	как видно	1	2
162	мы видели	5	2
163	или менее	1	2
164	в следующем	1	2
165	и без	4	2
166	тем не	1	2
167	одна из	1	2
168	это еще	1	2
169	при всем	2	2
170	на те	1	2
171	по своей	2	2
172	ему и	1	2
173	и теперь	1	2
174	как будто	1	2
175	в области	5	2
176	одному из	1	2
177	же самое	5	2
178	в себя	1	2
179	что у	3	2
180	поэтому мы	1	2
181	времени и	2	2
182	из всего	2	2
183	мог бы	1	2
184	для этого	1	2
185	собой и	1	2
186	именно потому	1	2
187	и здесь	3	2
188	и во	1	2
189	путь к	1	2
190	в форме	6	2
191	еще не	3	2
192	даже если	1	2
193	в эти	1	2
194	для всех	2	2
195	из которых	3	2
196	вовсе не	2	2
197	со стороны	1	2
198	даже не	1	2
199	точек зрения	4	2
200	до сих	1	2
201	вслед за	1	2
202	еще и	2	2
203	которых мы	1	2
204	должна была	2	2
205	не может	12	2
206	вместе с	5	2
207	но не	2	2
208	говоря уже	1	2
209	в состоянии	1	2
210	к нему	2	2
211	сих пор	2	2
212	но это	2	2
213	мы найдем	2	2
214	или в	2	2
215	а к	2	2
