N	2gram	Propp_Isto_4	Myslijsy
1	потому что	6	33
2	то что	16	29
3	может быть	14	26
4	таким образом	10	24
5	в этом	7	23
6	в том	3	23
7	и в	26	23
8	и не	9	18
9	что в	14	17
10	в языке	2	16
11	при этом	3	15
12	только в	3	15
13	то же	8	14
14	в себе	2	14
15	как и	7	14
16	того что	2	14
17	так как	9	14
18	для нас	3	14
19	если бы	2	13
20	не было	1	12
21	а не	6	12
22	том что	3	12
23	что я	2	11
24	не в	5	11
25	по себе	2	11
26	но и	12	11
27	не может	6	11
28	не только	15	10
29	мы можем	6	10
30	тем что	5	10
31	что мы	3	10
32	не есть	2	9
33	мы не	1	8
34	то это	5	8
35	в своем	2	8
36	но в	5	8
37	было бы	2	8
38	тогда когда	1	8
39	о том	4	8
40	другими словами	2	8
41	сказать что	2	8
42	и т	27	7
43	очевидно что	1	7
44	как в	7	7
45	с этим	2	7
46	что это	2	7
47	на то	3	7
48	в нем	2	7
49	в силу	5	7
50	это не	5	7
51	по мере	1	7
52	и что	5	7
53	что и	9	7
54	вовсе не	4	7
55	с тем	2	7
56	могут быть	6	7
57	этого слова	2	7
58	что если	1	6
59	независимо от	1	6
60	и к	1	6
61	в лес	3	6
62	известно что	2	6
63	того как	4	6
64	когда мы	1	6
65	так и	10	6
66	что не	1	6
67	заметить что	1	6
68	вместе с	6	6
69	и то	6	5
70	есть нечто	1	5
71	хотя и	2	5
72	как бы	3	5
73	и мы	1	5
74	не менее	2	5
75	с ним	1	5
76	не имеет	3	5
77	есть только	3	5
78	внимание на	1	5
79	к нему	6	5
80	так что	2	5
81	есть в	2	5
82	не можем	1	5
83	уже в	2	5
84	только тогда	3	5
85	в его	5	5
86	не из	1	5
87	что же	1	5
88	этом случае	3	5
89	все это	2	5
90	тем более	1	5
91	а в	8	5
92	таким же	6	5
93	есть не	1	4
94	предположить что	6	4
95	в истории	2	4
96	что как	1	4
97	думать что	1	4
98	для человека	1	4
99	и с	5	4
100	его в	9	4
101	и тем	2	4
102	мы имеем	7	4
103	точки зрения	1	4
104	в котором	1	4
105	сих пор	5	4
106	тем не	2	4
107	видно что	1	4
108	и более	3	4
109	в то	1	4
110	на котором	3	4
111	это слово	1	4
112	со своим	1	4
113	же самое	2	4
114	мере того	1	4
115	и может	1	4
116	на вопрос	3	4
117	можно сказать	1	4
118	что он	10	4
119	хотя бы	2	4
120	то и	1	4
121	в одном	5	4
122	тогда как	4	4
123	от того	2	4
124	только на	1	4
125	до сих	5	4
126	а именно	3	4
127	как же	1	4
128	но есть	2	4
129	так же	18	4
130	в данном	3	4
131	и все	2	4
132	между ними	3	4
133	только как	1	4
134	по поводу	1	4
135	тем самым	1	4
136	например в	3	3
137	переход от	1	3
138	и есть	2	3
139	что эти	1	3
140	мы уже	5	3
141	той же	1	3
142	что между	1	3
143	ответить на	1	3
144	еще не	6	3
145	и на	2	3
146	или от	2	3
147	то мы	2	3
148	там где	3	3
149	и хотя	1	3
150	все эти	3	3
151	так в	4	3
152	и тот	2	3
153	и если	3	3
154	на его	3	3
155	т д	24	3
156	и по	5	3
157	образа и	1	3
158	в нее	1	3
159	на нее	1	3
160	лишь в	2	3
161	но уже	1	3
162	в них	1	3
163	к которым	5	3
164	не всегда	6	3
165	но это	3	3
166	не от	1	3
167	в которых	4	3
168	их в	7	3
169	что есть	2	3
170	никогда не	2	3
171	связи с	3	3
172	до того	1	3
173	должны быть	1	3
174	к тому	1	3
175	что у	3	3
176	те же	3	3
177	в виду	1	3
178	образом мы	1	3
179	связь между	2	3
180	и только	5	3
181	и следовательно	1	3
182	с ними	5	3
183	этот вопрос	2	3
184	и так	1	3
185	уже не	5	3
186	при помощи	10	3
187	и других	3	3
188	и их	2	3
189	даже и	2	3
190	со стороны	1	3
191	нельзя сказать	1	3
192	именно в	1	3
193	до этого	1	3
194	между прочим	2	3
195	в этих	7	3
196	только что	3	3
197	и вместе	1	3
198	выражения как	1	2
199	такое же	4	2
200	а как	2	2
201	как мы	5	2
202	что иное	3	2
203	не вполне	1	2
204	но даже	1	2
205	мы и	1	2
206	в ней	1	2
207	иное как	3	2
208	в различных	1	2
209	этих случаях	8	2
210	общих чертах	2	2
211	то он	1	2
212	к ним	2	2
213	и я	1	2
214	эта связь	5	2
215	что по	1	2
216	его к	3	2
217	имеет в	1	2
218	из этих	3	2
219	что так	1	2
220	что она	3	2
221	не следует	1	2
222	он все	1	2
223	он не	7	2
224	не как	1	2
225	из него	1	2
226	подобно тому	1	2
227	человека в	1	2
228	бы они	1	2
229	здесь мы	2	2
230	об этом	7	2
231	и огня	1	2
232	этом мы	1	2
233	она и	1	2
234	можно считать	2	2
235	в других	2	2
236	и при	3	2
237	представить себе	1	2
238	на ступени	1	2
239	от его	1	2
240	вопрос о	4	2
241	выше мы	2	2
242	даже в	4	2
243	тому что	1	2
244	она не	3	2
245	что только	1	2
246	что происходит	1	2
247	в таких	2	2
248	и другое	1	2
249	что представление	1	2
250	дело не	2	2
251	в общих	1	2
252	к ней	1	2
253	к представлению	1	2
254	и его	10	2
255	мы бы	1	2
256	в более	1	2
257	более позднее	4	2
258	что на	2	2
259	в области	2	2
260	его свойства	1	2
261	у нас	2	2
262	не могут	2	2
263	указывает на	4	2
264	в греческом	2	2
265	и это	1	2
266	данном случае	3	2
267	духа и	1	2
268	на том	2	2
269	в образе	3	2
270	к первому	1	2
271	и здесь	5	2
272	но мы	3	2
273	после того	2	2
274	нас в	1	2
275	как нет	1	2
276	которые мы	1	2
277	когда оно	1	2
278	но нет	1	2
279	бы в	1	2
280	в другой	3	2
281	еще более	1	2
282	но так	1	2
283	происходит в	2	2
284	быть и	1	2
285	один из	1	2
286	мы видим	6	2
287	тот же	1	2
288	что даже	1	2
289	позднее явление	2	2
290	конечно не	2	2
291	и у	5	2
292	если мы	1	2
293	в большинстве	1	2
294	и они	2	2
295	в виде	2	2
296	большинстве случаев	1	2
297	пока не	1	2
298	в старину	1	2
299	отношение к	2	2
300	друг друга	1	2
301	и даже	4	2
302	с другой	4	2
303	или иначе	1	2
304	на этот	2	2
305	и др	5	2
306	превращается в	7	2
307	которые не	1	2
308	с которым	1	2
309	на который	1	2
310	к его	1	2
311	из которых	5	2
312	огня в	1	2
313	тому как	1	2
314	не стало	1	2
315	такая форма	1	2
316	никем не	1	2
317	в это	1	2
318	что делает	1	2
319	а что	1	2
320	от него	2	2
321	виде в	1	2
322	и как	5	2
323	мы должны	5	2
324	ни к	1	2
325	во время	7	2
326	но эта	4	2
327	не что	3	2
328	есть и	2	2
329	в голову	1	2
330	точно так	5	2
331	все что	4	2
332	в своих	1	2
333	вряд ли	1	1
334	одним из	1	1
335	с образом	1	1
336	обращается в	1	1
337	предполагает что	1	1
338	начинается с	2	1
339	не видим	1	1
340	связана с	2	1
341	он может	2	1
342	будет если	1	1
343	к своей	3	1
344	показать что	1	1
345	к другому	1	1
346	вопрос мы	1	1
347	представление об	3	1
348	выражается в	1	1
349	др в	1	1
350	должна быть	2	1
351	сослаться на	1	1
352	огня с	1	1
353	отношений которые	1	1
354	и за	2	1
355	полагает что	1	1
356	бы уже	1	1
357	также имеет	1	1
358	если я	1	1
359	отсюда видно	1	1
360	впрочем эта	1	1
361	это совершенно	1	1
362	уже более	1	1
363	не была	1	1
364	быть выяснена	1	1
365	орудия и	1	1
366	природы то	1	1
367	ему в	2	1
368	в некотором	2	1
369	с нашими	1	1
370	хочет есть	1	1
371	зависимости от	1	1
372	частный случай	4	1
373	себе что	1	1
374	меньшей степени	1	1
375	на них	1	1
376	он сам	1	1
377	в чем	1	1
378	и связь	1	1
379	во всех	1	1
380	только после	1	1
381	ними в	1	1
382	сказать и	1	1
383	землю и	1	1
384	видели что	3	1
385	но не	5	1
386	могло быть	1	1
387	но как	1	1
388	же она	1	1
389	не все	1	1
390	вообще как	1	1
391	этой категории	1	1
392	относится к	3	1
393	есть период	1	1
394	как говорит	1	1
395	его на	4	1
396	дает нам	4	1
397	бы при	1	1
398	же название	1	1
399	что нет	1	1
400	что охотник	1	1
401	перед нами	3	1
402	ничего и	1	1
403	к предметам	2	1
404	волос и	1	1
405	та же	1	1
406	он в	4	1
407	прибавляет к	1	1
408	в этой	2	1
409	еще один	2	1
410	им в	1	1
411	образом при	1	1
412	не годится	4	1
413	говорят о	1	1
414	имеем в	2	1
415	и те	1	1
416	дальше и	1	1
417	но на	1	1
418	мы получим	1	1
419	быть только	1	1
420	вообще не	1	1
421	например как	1	1
422	говорит эта	1	1
423	и дошли	1	1
424	и стало	1	1
425	уже тогда	1	1
426	на двор	1	1
427	вера в	1	1
428	перестает быть	1	1
429	слова а	1	1
430	на одну	1	1
431	ему при	1	1
432	том чтобы	1	1
433	с представлением	3	1
434	чтобы на	1	1
435	лица производящего	1	1
436	на этом	2	1
437	если животное	1	1
438	и наоборот	2	1
439	но все	5	1
440	что этот	4	1
441	часть его	1	1
442	несоответствие между	1	1
443	главным образом	2	1
444	них не	1	1
445	а по	4	1
446	а его	1	1
447	на все	1	1
448	с целью	2	1
449	или какая-нибудь	1	1
450	может стать	1	1
451	он есть	1	1
452	должен был	3	1
453	стоит на	2	1
454	еще одно	1	1
455	им самим	1	1
456	останавливаться на	1	1
457	же образом	1	1
458	случае мы	2	1
459	он из	1	1
460	показывает что	10	1
461	мы видели	6	1
462	здесь можно	2	1
463	и такая	1	1
464	что такого	1	1
465	в развитии	1	1
466	происхождения как	1	1
467	бога и	1	1
468	и тогда	1	1
469	не мог	3	1
470	в связь	3	1
471	дошли до	1	1
472	от своего	3	1
473	племени и	1	1
474	в своей	4	1
475	этой связи	1	1
476	то для	1	1
477	а от	1	1
478	других племен	1	1
479	и животным	3	1
480	своего рода	1	1
481	как предмет	1	1
482	бы мы	2	1
483	но он	4	1
484	друг другу	1	1
485	должны признать	1	1
486	и первоначально	1	1
487	о значении	1	1
488	можно указать	2	1
489	что эта	3	1
490	но для	2	1
491	на два	1	1
492	ее с	1	1
493	к этим	2	1
494	не по	2	1
495	быть решен	1	1
496	но вместе	1	1
497	и имеет	1	1
498	можем предположить	1	1
499	точно таким	2	1
500	о природе	3	1
501	ничего не	5	1
502	под этим	1	1
503	находятся в	1	1
504	этих двух	1	1
505	чтобы их	1	1
506	видим что	2	1
507	какой же	1	1
508	во всем	3	1
509	поэтому совершенно	1	1
510	эти три	1	1
511	на которой	2	1
512	только с	2	1
513	доказать что	1	1
514	как будто	1	1
515	не потому	1	1
516	у меня	1	1
517	если у	1	1
518	и другой	1	1
519	он имел	1	1
520	основаны на	1	1
521	его с	2	1
522	никакого сомнения	2	1
523	что при	1	1
524	утверждать что	1	1
525	на предмет	1	1
526	предметов а	1	1
527	правда не	1	1
528	период когда	1	1
529	совершенно правильно	1	1
530	как не	1	1
531	меня в	1	1
532	слилось с	1	1
533	то время	1	1
534	ясно что	1	1
535	всей своей	1	1
536	в пределах	1	1
537	имеет никакого	1	1
538	роль в	1	1
539	как с	1	1
540	образом я	1	1
541	в другом	5	1
542	котором нет	1	1
543	которых нельзя	1	1
544	видоизменение уже	1	1
545	во второй	1	1
546	том как	2	1
547	это только	1	1
548	и трудно	1	1
549	с ног	1	1
550	является в	1	1
551	основана на	2	1
552	как у	1	1
553	всегда имеет	1	1
554	смысле и	1	1
555	замечать что	1	1
556	предметы для	1	1
557	о нем	1	1
558	назвать его	1	1
559	это происходит	2	1
560	на что	1	1
561	все его	1	1
562	а также	3	1
563	другого предмета	1	1
564	как эта	2	1
565	на следующее	1	1
566	на основе	1	1
567	и откуда	1	1
568	доходит до	1	1
569	этих предметов	2	1
570	а у	2	1
571	это в	1	1
572	от них	2	1
573	и во	2	1
574	ее так	1	1
575	то явление	1	1
576	в форме	2	1
577	предмета который	2	1
578	поле на	3	1
579	с превращением	1	1
580	что здесь	7	1
581	показывают что	2	1
582	но с	1	1
583	горы и	2	1
584	одной из	1	1
585	пришел к	1	1
586	как нечто	3	1
587	в человека	1	1
588	которые свойственны	1	1
589	по мнению	1	1
590	от нас	1	1
591	или же	3	1
592	их не	2	1
593	более древние	1	1
594	у царя	1	1
