N	3gram	Vygotskiy__2	VerxiiNi
1	с одной стороны	7	7
2	с точки зрения	18	6
3	во всяком случае	6	6
4	более или менее	2	5
5	в том числе	3	5
6	до сих пор	1	5
7	друг с другом	2	5
8	а с другой	4	5
9	для того чтобы	10	5
10	о том что	4	4
11	том числе и	3	4
12	к тому же	1	4
13	точно так же	1	3
14	так же как	1	3
15	в связи с	6	3
16	в том что	21	3
17	и потому что	1	2
18	то же самое	2	2
19	но все это	1	2
20	друг на друга	1	2
21	в этом отношении	3	2
22	то ни было	1	2
23	по сравнению с	5	2
24	то что он	2	2
25	бы то ни	1	2
26	но вместе с	1	2
27	ничего общего с	1	2
28	этой точки зрения	1	2
29	с самого начала	1	2
30	той или иной	1	2
31	можно сказать что	1	2
32	на то что	6	2
33	каждая из этих	1	1
34	и все же	1	1
35	не может не	1	1
36	что в этом	1	1
37	в силу этой	1	1
38	в силу этого	1	1
39	состоит в том	3	1
40	иметь в виду	1	1
41	по отношению к	5	1
42	в которых он	1	1
43	имеем в виду	1	1
44	в самом деле	4	1
45	ибо он не	1	1
46	о том как	1	1
47	исследований в области	1	1
48	вместе с другими	1	1
49	точки зрения то	1	1
50	и т.д то	1	1
51	сами по себе	1	1
52	никогда не могут	1	1
53	но для этого	1	1
54	а вместе с	1	1
55	с тем что	1	1
56	что мы знаем	6	1
57	совершенно так же	1	1
58	на каждом шагу	1	1
59	точки зрения того	1	1
60	лишь постольку поскольку	1	1
61	дела не могло	1	1
62	только в силу	1	1
63	человека и в	1	1
64	в данном случае	3	1
65	причиной и следствием	1	1
66	не потому что	2	1
67	на этот раз	1	1
68	тот факт что	1	1
69	смысле этого слова	3	1
70	и не могут	1	1
71	в отличие от	3	1
72	мы видели выше	1	1
73	точки зрения а	1	1
74	указывает на то	1	1
75	не в том	1	1
76	представление о мире	1	1
77	все более и	1	1
78	мы уже говорили	3	1
79	все что мы	4	1
80	не только от	1	1
81	друг к другу	1	1
82	не имеет никакого	1	1
83	мы знаем о	2	1
84	с другой стороны	1	1
85	речь идет о	2	1
86	мы видели что	3	1
87	один и тот	1	1
88	только то что	1	1
89	у него в	1	1
90	не может быть	6	1
91	что даже в	1	1
92	с другой с	1	1
93	вернуться к этому	1	1
94	в этом последнем	1	1
95	в качестве таких	1	1
96	не только не	1	1
97	более и более	1	1
98	что это есть	1	1
99	но и от	1	1
100	несмотря на все	1	1
101	мы имеем в	1	1
102	после того как	1	1
103	этого в самом	1	1
104	самом деле если	1	1
105	только тогда когда	2	1
106	и только в	1	1
107	в этом процессе	1	1
108	именно потому что	1	1
109	и тот же	1	1
