N	2gram	Vygotskiy__1	EvropaiC
1	таким образом	26	32
2	в том	24	31
3	и в	23	24
4	том что	21	20
5	все эти	4	19
6	не может	12	18
7	то что	17	17
8	может быть	14	15
9	все же	3	15
10	точки зрения	26	13
11	самом деле	3	12
12	в своем	3	12
13	до сих	4	12
14	в этом	17	12
15	сих пор	4	12
16	с этим	6	11
17	между тем	9	11
18	все это	6	11
19	во всех	3	10
20	по отношению	7	10
21	так и	5	10
22	мы знаем	1	10
23	как бы	11	10
24	отношению к	7	10
25	все что	1	10
26	на то	5	9
27	при этом	4	9
28	как и	14	9
29	с другом	4	9
30	друг с	4	9
31	в результате	4	9
32	что в	14	9
33	в самом	7	8
34	чем у	1	8
35	с точки	18	8
36	мы говорили	3	8
37	знаем что	1	8
38	не в	4	8
39	ясно что	2	8
40	если бы	5	8
41	так же	16	8
42	и все	5	8
43	на самом	1	7
44	из этих	3	7
45	в силу	6	7
46	о которых	1	7
47	не менее	1	7
48	по существу	4	7
49	того чтобы	17	7
50	по своей	5	7
51	к тому	4	7
52	для этого	5	7
53	о том	6	7
54	и что	5	7
55	что он	7	7
56	для того	15	7
57	но и	14	7
58	и не	9	7
59	о котором	2	7
60	из этого	5	7
61	еще не	1	6
62	и на	8	6
63	в общем	3	6
64	что касается	1	6
65	в этой	7	6
66	в сознании	1	6
67	несмотря на	2	6
68	и при	2	6
69	от друга	3	6
70	что и	1	6
71	того что	15	6
72	говорили выше	2	6
73	только в	6	6
74	так что	1	6
75	так как	7	6
76	мы можем	6	6
77	друг от	3	6
78	с другой	10	6
79	вместе с	9	6
80	отличается от	1	6
81	у них	1	6
82	как на	4	6
83	между двумя	2	5
84	из всех	2	5
85	столь же	6	5
86	как к	1	5
87	и к	4	5
88	но в	5	5
89	в которой	3	5
90	ступени развития	2	5
91	что это	3	5
92	в целом	20	5
93	в себе	6	5
94	не только	16	5
95	и если	3	5
96	но все	2	5
97	что все	4	5
98	и с	9	5
99	на все	3	5
100	лишь в	6	5
101	и без	1	5
102	что с	2	5
103	в то	7	5
104	как будто	1	5
105	что при	1	5
106	по сравнению	6	5
107	в пользу	4	5
108	в его	14	5
109	потому что	6	5
110	у него	1	5
111	именно в	6	5
112	ничем не	1	5
113	другой стороны	9	5
114	по своему	1	5
115	сравнению с	5	5
116	и для	1	5
117	и от	3	5
118	к этому	4	5
119	одним из	1	4
120	в такой	3	4
121	и то	3	4
122	то же	8	4
123	мы уже	1	4
124	та же	1	4
125	из того	5	4
126	между собой	5	4
127	что его	2	4
128	что как	2	4
129	хотя и	2	4
130	значительная часть	1	4
131	он не	5	4
132	всех этих	2	4
133	факт что	3	4
134	из них	1	4
135	должно быть	2	4
136	иначе говоря	2	4
137	в их	3	4
138	оказывается что	1	4
139	выше мы	1	4
140	тем не	1	4
141	том же	2	4
142	поэтому что	1	4
143	этой области	1	4
144	из которых	3	4
145	что эта	2	4
146	что та	1	4
147	связи с	3	4
148	и сейчас	1	4
149	в дальнейшем	1	4
150	никогда не	2	4
151	и т.д	5	4
152	на вопрос	2	4
153	все прочие	2	4
154	выше и	2	4
155	и у	1	4
156	если мы	2	4
157	в виде	2	4
158	в конце	2	4
159	в области	3	4
160	а с	4	4
161	социальной жизни	1	4
162	которых мы	2	4
163	конце концов	1	4
164	тот факт	1	4
165	как сказано	1	4
166	в течение	2	4
167	в состоянии	2	4
168	мы должны	5	4
169	хотя бы	4	4
170	совершенно не	1	4
171	в таком	1	4
172	как известно	3	3
173	же как	6	3
174	двух разнородных	2	3
175	с в	1	3
176	вопрос о	7	3
177	не вполне	1	3
178	но даже	1	3
179	то очевидно	1	3
180	в данном	2	3
181	мы будем	1	3
182	очевидно что	1	3
183	на вершине	1	3
184	которые не	3	3
185	в истории	1	3
186	целый ряд	4	3
187	и наконец	2	3
188	в нашем	2	3
189	в тех	1	3
190	в нем	1	3
191	самой сущности	1	3
192	в совершенно	1	3
193	на этой	1	3
194	заключается в	8	3
195	это не	1	3
196	в жизни	1	3
197	с тем	7	3
198	в этих	2	3
199	что если	2	3
200	таким же	1	3
201	представление о	2	3
202	даже в	2	3
203	во всем	3	3
204	от того	6	3
205	всему этому	1	3
206	должны быть	1	3
207	что оно	3	3
208	и это	3	3
209	данном случае	2	3
210	сказано выше	1	3
211	с одной	8	3
212	может не	3	3
213	отличаются друг	1	3
214	в эти	1	3
215	и других	3	3
216	может служить	1	3
217	отличие от	1	3
218	прежде всего	10	3
219	ко всем	3	3
220	и потому	2	3
