N	3gram	Vinokur_St_2	FransuaR
1	то же время	1	8
2	в то же	1	8
3	в конце концов	1	4
4	более или менее	2	3
5	в том числе	1	3
6	для того чтобы	5	3
7	с другой стороны	3	3
8	с самого начала	3	3
9	таким образом в	1	3
10	существенно связан с	1	2
11	в своем романе	1	2
12	с точки зрения	2	2
13	в то время	1	2
14	о том что	11	2
15	нужно сказать что	1	2
16	как мы видели	1	2
17	но как раз	1	1
18	да и в	1	1
19	дело в том	4	1
20	между прочим и	1	1
21	на смертном одре	1	1
22	еще и до	1	1
23	в одной из	2	1
24	но все это	2	1
25	до сих пор	5	1
26	в той же	1	1
27	в этом отношении	9	1
28	за то что	2	1
29	и в тех	1	1
30	одно и то	1	1
31	в это время	2	1
32	как раз в	2	1
33	в данном случае	1	1
34	ни в одном	2	1
35	с тех пор	1	1
36	и то же	1	1
37	в отличие от	2	1
38	в этом споре	1	1
39	к одному из	1	1
40	как своего рода	2	1
41	на нее так	1	1
42	в связи с	1	1
43	в виду что	1	1
44	о чем он	1	1
45	большую роль в	1	1
46	при этом и	1	1
47	так и в	2	1
48	не обходилось без	1	1
49	к участию в	1	1
50	сих пор в	1	1
51	в свою очередь	1	1
52	и в отдельных	1	1
53	прежде всего к	1	1
54	с того что	1	1
55	потому что это	2	1
56	на самом деле	1	1
57	в результате с	1	1
58	в том что	16	1
59	к тому же	2	1
60	в том же	2	1
