N	2gram	Bakhtin_Pr_3	VLabPisa
1	таким образом	5	27
2	в этом	16	26
3	и в	34	25
4	и т	8	24
5	не только	10	22
6	может быть	19	21
7	хотя бы	5	20
8	и не	29	19
9	не может	19	17
10	т е	12	17
11	т д	2	15
12	в его	22	15
13	в процессе	1	14
14	в письме	1	14
15	этом отношении	1	13
16	в том	3	13
17	прежде всего	15	13
18	все это	16	12
19	с другой	4	11
20	из них	5	11
21	не могут	1	10
22	о том	2	10
23	то же	14	9
24	что в	7	9
25	об этом	1	9
26	для него	13	9
27	т п	6	9
28	но и	12	9
29	в своем	2	8
30	ни один	1	8
31	все эти	4	8
32	другой стороны	3	8
33	говорит и	1	8
34	во всех	2	7
35	по отношению	5	7
36	было бы	2	7
37	как и	18	7
38	том что	3	7
39	говорит о	2	7
40	не было	2	7
41	а не	9	7
42	вместе с	4	7
43	отношению к	6	7
44	это и	2	6
45	в себе	6	6
46	в нем	19	6
47	главным образом	1	6
48	идеи и	1	6
49	это не	5	6
50	их в	3	6
51	том же	1	6
52	и его	16	6
53	в то	12	6
54	так и	6	6
55	между тем	3	6
56	бы и	4	6
57	у него	4	6
58	в основном	1	6
59	то что	11	6
60	одним из	1	5
61	в их	1	5
62	зависимости от	1	5
63	все же	7	5
64	в пределах	6	5
65	в плане	6	5
66	и при	1	5
67	не в	9	5
68	тому что	2	5
69	же время	12	5
70	связи с	1	5
71	образы и	1	5
72	на основе	1	5
73	приводит к	1	5
74	один из	2	5
75	действующих лиц	1	5
76	как бы	27	5
77	не является	2	5
78	сказать что	2	5
79	только в	6	5
80	и сводится	1	4
81	с его	6	4
82	в этой	1	4
83	чем же	1	4
84	вот как	3	4
85	перед нами	1	4
86	когда он	2	4
87	в самом	8	4
88	в целом	5	4
89	в статье	1	4
90	что все	4	4
91	них не	1	4
92	в них	2	4
93	даже в	5	4
94	одна из	1	4
95	никогда не	8	4
96	к тому	5	4
97	для его	2	4
98	должен быть	1	4
99	в ее	3	4
100	можно сказать	1	4
101	с ними	6	4
102	что он	23	4
103	в одном	5	4
104	как раз	4	4
105	художественное произведение	1	4
106	всего произведения	1	4
107	в романе	1	4
108	в своей	3	4
109	например в	2	3
110	человека и	1	3
111	в котором	3	3
112	из его	4	3
113	и он	2	3
114	в которых	2	3
115	видели что	1	3
116	но как	4	3
117	нет и	3	3
118	что они	6	3
119	с этим	2	3
120	и как	3	3
121	и к	12	3
122	всех этих	2	3
123	и по	1	3
124	его в	4	3
125	далеко не	3	3
126	что не	7	3
127	с тем	5	3
128	в слове	5	3
129	мы видели	3	3
130	во время	2	3
131	точки зрения	8	3
132	и ее	2	3
133	это мы	1	3
134	со своим	1	3
135	плана и	1	3
136	сводится к	3	3
137	она не	1	3
138	образом в	1	3
139	в виду	3	3
140	никак не	1	3
141	в значительной	1	3
142	что и	5	3
143	и мир	2	3
144	того что	5	3
145	большей или	1	3
146	или меньшей	1	3
147	и их	1	3
148	даже и	4	3
149	момент в	1	3
150	из приведенных	1	3
151	в конце	5	3
152	мы знаем	2	3
153	в творчестве	3	3
154	него в	1	3
155	так же	8	3
156	всех других	1	3
157	и от	5	3
158	или в	1	3
159	бы в	3	3
160	действительной жизни	1	3
161	только что	3	3
162	жизни и	3	3
163	как на	2	3
164	ту же	1	2
165	также и	1	2
166	чтобы не	1	2
167	без них	1	2
168	он может	2	2
