N	3gram	Losev_Vlad_3	slovoVRo
1	то же время	2	12
2	в то же	3	12
3	той или иной	1	9
4	с точки зрения	6	8
5	не может не	1	5
6	и в то	2	5
7	во всяком случае	3	5
8	с одной стороны	3	4
9	с другой стороны	2	4
10	хотя бы и	3	3
11	но и здесь	1	3
12	в данном случае	2	3
13	или иные моменты	1	3
14	более или менее	5	3
15	не выходит за	1	3
16	те или иные	2	3
17	выходит за пределы	1	3
18	при всем различии	1	3
19	в смысле системы	1	3
20	но оно не	1	2
21	в том и	1	2
22	в этом случае	1	2
23	до сих пор	1	2
24	одно и то	1	2
25	то время как	2	2
26	не только в	1	2
27	в то время	4	2
28	и то же	1	2
29	в известном смысле	1	2
30	и в этом	5	2
31	не только на	1	2
32	к тому что	2	2
33	можно было бы	1	2
34	и в том	2	2
35	а не к	1	1
36	а следовательно и	1	1
37	в сторону и	1	1
38	все дело в	1	1
39	как раз на	1	1
40	дело в том	5	1
41	это было бы	1	1
42	перед нами здесь	1	1
43	и так сказать	1	1
44	оно не может	2	1
45	и не в	1	1
46	находится в состоянии	1	1
47	в отличие от	3	1
48	бы то ни	3	1
49	на самом же	2	1
50	такие слова и	1	1
51	в этом отношении	2	1
52	в противном случае	1	1
53	с этой точки	1	1
54	у него нет	1	1
55	и тем и	1	1
56	он никогда не	2	1
57	ни в какой	1	1
58	может быть и	1	1
59	не могло быть	1	1
60	эти категории и	1	1
61	сам же он	1	1
62	то ни было	1	1
63	в один ряд	1	1
64	а также и	6	1
65	и в отношении	3	1
66	так или иначе	2	1
67	одной из самых	1	1
68	потому не может	1	1
69	о которых мы	1	1
70	не может быть	6	1
71	и др не	1	1
72	здесь перед нами	1	1
73	такая точка зрения	1	1
74	тем не менее	9	1
75	о том что	8	1
76	не был бы	1	1
77	тем и другим	1	1
78	если бы мы	1	1
79	этой точки зрения	1	1
80	с самого начала	1	1
81	не только не	1	1
82	здесь у него	2	1
83	он еще не	1	1
84	включает в себя	1	1
85	и потому не	1	1
86	уже не только	1	1
87	мы видим что	1	1
88	самом же деле	2	1
89	важны прежде всего	1	1
90	для того чтобы	1	1
91	в том что	10	1
92	как мы видели	3	1
