N	3gram	Medvedev_F_3	Narrotol
1	в данном случае	4	8
2	не только в	1	6
3	в том что	3	5
4	то же время	7	4
5	той или иной	1	4
6	в то же	7	4
7	не может быть	14	4
8	по отношению к	3	3
9	подобно тому как	4	3
10	в этом отношении	3	3
11	для того чтобы	4	3
12	тем не менее	2	3
13	о том что	1	2
14	в самом деле	4	2
15	то же самое	3	2
16	так и не	1	2
17	с установкой на	2	2
18	до сих пор	1	2
19	сами по себе	2	2
20	в отличие от	2	2
21	друг на друга	1	2
22	в зависимости от	5	2
23	не сводится к	1	2
24	в связи с	4	2
25	событие самого рассказывания	1	2
26	дело в том	2	2
27	и все же	1	2
28	во всяком случае	6	2
29	не только на	1	2
30	можно сказать что	1	2
31	на то что	1	2
32	и того же	1	1
33	и в жизни	1	1
34	не два а	1	1
35	и столь же	1	1
36	мере того как	1	1
37	какой бы то	1	1
38	в том числе	1	1
39	по мере того	1	1
40	один и тот	1	1
41	с другой стороны	5	1
42	с точки зрения	14	1
43	и не может	4	1
44	как и все	2	1
45	того чтобы создать	1	1
46	и в то	2	1
47	до известной степени	2	1
48	и со стороны	2	1
49	сам по себе	1	1
50	в той же	1	1
51	но в данном	1	1
52	бы то ни	4	1
53	он и не	1	1
54	с той или	1	1
55	только то что	2	1
56	из того что	1	1
57	но и здесь	1	1
58	одна из них	1	1
59	как со стороны	2	1
60	именно в этом	1	1
61	мы еще вернемся	1	1
62	в предыдущей главе	1	1
63	той же мере	1	1
64	первого и второго	1	1
65	как и в	1	1
66	между ними не	1	1
67	то ни было	4	1
68	с одной стороны	1	1
69	и тот же	1	1
70	вопроса о том	1	1
71	но при этом	1	1
72	в значительной степени	1	1
73	так и со	2	1
74	в частности в	1	1
75	друг с другом	1	1
76	связаны между собой	1	1
77	так сказать изнутри	1	1
78	а не в	3	1
79	в следующей главе	2	1
80	слова с его	1	1
81	иной идеологической сферой	1	1
82	мы не можем	2	1
83	так и его	1	1
84	входит в жизнь	1	1
85	и в самом	1	1
86	в литературе же	1	1
87	оно не только	1	1
88	том числе и	1	1
89	но все же	1	1
90	одного и того	1	1
91	или иной идеологической	1	1
92	в этих случаях	1	1
93	в окружающей действительности	2	1
94	к тому что	2	1
95	становится очевидным что	1	1
96	на самом деле	12	1
97	мы уже знаем	2	1
98	внешнего и внутреннего	2	1
99	и т д	6	1
100	как мы видели	2	1
