N	2gram	Bakhtin_Pr_1	Problema
1	и в	38	44
2	вовсе не	2	37
3	и не	42	35
4	не есть	6	35
5	то есть	46	34
6	может быть	26	28
7	по себе	1	25
8	не просто	1	23
9	то что	8	23
10	в том	8	21
11	только в	13	19
12	а не	5	18
13	в этом	15	17
14	также и	3	16
15	даже и	1	16
16	для нас	1	16
17	сказать что	4	16
18	художественного произведения	11	14
19	не только	9	14
20	и даже	3	14
21	и т	14	13
22	то же	5	13
23	т д	1	13
24	не в	7	13
25	но в	4	12
26	том что	3	12
27	той или	2	12
28	не является	3	11
29	отнюдь не	19	10
30	так и	5	10
31	как и	7	10
32	тем не	3	10
33	не менее	4	10
34	у нас	2	10
35	в виду	4	10
36	но и	9	10
37	не имеет	9	9
38	в нем	15	9
39	и с	17	9
40	художественный образ	1	9
41	это не	5	9
42	и тем	3	9
43	в то	4	9
44	и это	3	9
45	в его	43	9
46	что и	2	9
47	что он	2	9
48	как нечто	3	9
49	в данном	4	9
50	как бы	22	9
51	же самое	2	9
52	таким образом	10	9
53	и от	3	9
54	смысле слова	2	8
55	в себе	4	8
56	он не	3	8
57	было бы	8	8
58	ни в	11	8
59	но это	3	8
60	и вообще	2	8
61	связи с	2	8
62	как мы	7	8
63	здесь не	4	8
64	того что	2	8
65	или иной	2	8
66	художественное произведение	8	8
67	что мы	1	8
68	что в	7	8
69	это и	1	7
70	в связи	2	7
71	на самом	4	7
72	все эти	5	7
73	мы должны	2	7
74	данном случае	4	7
75	с ним	5	7
76	и что	2	7
77	с другой	7	7
78	уже не	1	7
79	не может	27	7
80	и потому	4	7
81	в целом	3	6
82	все же	6	6
83	и к	3	6
84	о том	4	6
85	и если	1	6
86	то ни	3	6
87	ясно что	3	6
88	того или	2	6
89	но если	1	6
90	никогда не	5	6
91	другими словами	2	6
92	можно сказать	2	6
93	и только	4	6
94	сами по	1	6
95	мы можем	6	6
96	в виде	2	6
97	жизни и	1	6
98	и есть	2	5
99	едва ли	3	5
100	есть не	2	5
101	еще не	7	5
102	а только	2	5
103	значение и	1	5
104	за пределы	12	5
105	в своем	5	5
106	хотя и	3	5
107	в нашем	4	5
108	с тем	1	5
109	есть именно	1	5
110	от художественного	1	5
111	точки зрения	8	5
112	в своей	7	5
113	является только	1	5
114	тем самым	4	5
115	как о	1	5
116	и его	16	5
117	и о	5	5
118	в ней	4	5
119	и здесь	2	5
120	что здесь	1	5
121	только на	1	5
122	или даже	1	5
123	не было	2	5
124	так же	1	5
125	как в	4	5
126	да и	3	5
127	этого слова	1	5
128	все это	3	5
129	а в	6	5
130	другой стороны	4	5
131	в таком	3	5
132	не что	1	4
133	не имеют	2	4
134	мы уже	1	4
135	время как	1	4
136	что иное	1	4
137	иное как	1	4
138	бы то	3	4
139	в чем	2	4
140	но как	2	4
141	только при	2	4
142	могли бы	1	4
143	то время	1	4
144	при этом	5	4
145	образа и	1	4
146	на первый	2	4
147	и без	1	4
148	тому что	1	4
149	раз и	2	4
150	можно ли	1	4
151	дело в	2	4
152	и является	1	4
153	только с	1	4
154	есть только	2	4
155	отличается от	2	4
156	в ее	4	4
157	языка и	1	4
158	можно было	4	4
159	имеется в	1	4
160	мы в	3	4
161	об его	1	4
162	ни с	2	4
163	тем что	2	4
164	же деле	1	4
165	нас в	1	4
166	на этот	1	4
167	мы говорим	1	4
168	ни от	1	4
169	самом же	1	4
170	или в	2	4
171	а также	1	4
172	совершенно не	7	4
173	метафоры и	1	4
174	в искусстве	12	4
175	художественном произведении	5	3
176	отношения к	6	3
177	то в	1	3
178	и значение	2	3
179	говорить о	3	3
180	и ее	2	3
181	но не	12	3
182	в художественном	20	3
183	кроме того	3	3
184	и как	8	3
185	с понятием	1	3
186	в самом	7	3
187	что это	2	3
188	в этой	1	3
189	на то	2	3
190	как оно	1	3
191	что у	1	3
192	значение в	1	3
193	его в	9	3
194	с другими	3	3
195	том смысле	1	3
196	он является	1	3
197	о которых	2	3
198	все равно	1	3
199	себе а	1	3
200	в которых	1	3
201	но эта	1	3
202	бы быть	1	3
203	в таких	2	3
204	человека но	1	3
205	иной раз	1	3
206	чем не	2	3
207	та или	1	3
208	ничего не	6	3
209	находятся в	1	3
210	или иная	1	3
211	на которую	1	3
212	как только	3	3
213	для его	1	3
214	она не	2	3
215	без всякого	1	3
216	от художественной	1	3
217	то или	2	3
218	идет речь	1	3
219	на что-то	1	3
220	с самим	2	3
221	если бы	3	3
222	виде и	1	3
223	каждый раз	1	3
224	или как	3	3
225	во всей	1	3
226	может иметь	5	3
227	быть и	1	3
228	этот вопрос	1	3
229	есть ни	1	3
230	вся эта	1	3
231	самом деле	6	3
232	есть в	1	3
233	в мифе	1	3
234	для него	1	3
235	случае не	2	3
236	отличие от	5	3
237	жизни а	1	3
238	здесь в	2	3
239	прежде всего	13	3
240	его как	3	3
241	но оно	1	3
242	с первого	1	3
243	в той	1	3
244	в тех	3	3
245	образ и	1	3
246	слова и	3	3
247	это уже	1	3
248	формы и	5	3
249	и все	3	3
250	ни к	2	3
251	хотя бы	4	3
252	ни было	3	3
253	есть уже	1	3
254	или иного	2	3
255	из этого	1	3
256	есть то	1	3
257	и другие	2	3
258	только путем	1	3
259	к тому	1	3
260	смысле что	1	3
261	к их	1	2
262	относится и	2	2
263	на ступени	1	2
264	значение но	2	2
265	и могут	1	2
266	его не	2	2
267	однако для	1	2
268	мы имеем	2	2
269	во всех	11	2
270	то он	1	2
271	мы будем	3	2
272	или иное	2	2
273	дает нам	2	2
274	себе не	2	2
275	нет здесь	1	2
276	в которой	1	2
277	не будем	3	2
278	нами в	2	2
279	бы только	1	2
280	в наших	1	2
281	а вовсе	1	2
282	сравнению с	1	2
283	но именно	1	2
284	всех этих	1	2
285	эта последняя	1	2
286	широком смысле	1	2
287	что является	1	2
288	что все	2	2
289	и может	1	2
290	в другом	2	2
291	зрения на	1	2
292	а как	3	2
293	ведь в	1	2
294	для них	1	2
295	чего бы	1	2
296	нашего исследования	1	2
297	метафора и	2	2
298	в слове	3	2
299	нисколько не	1	2
300	в этих	2	2
301	и при	2	2
302	первый план	2	2
303	в котором	2	2
304	с точки	6	2
305	по сравнению	1	2
306	в их	10	2
307	еще нет	1	2
308	что вся	1	2
