N	2gram	Bakhtin_Pr_2	RusskieA
1	и в	43	29
2	т е	26	24
3	том что	2	22
4	в том	6	22
5	что в	4	22
6	как бы	22	18
7	в других	1	15
8	и другие	1	14
9	так как	4	13
10	может быть	23	13
11	во время	4	12
12	п в	1	12
13	в этом	13	11
14	как и	14	11
15	одна из	2	11
16	не только	11	10
17	и с	5	10
18	е в	1	10
19	все это	5	10
20	о том	5	9
21	а в	5	9
22	его в	3	8
23	но и	14	8
24	ее в	2	8
25	как в	2	7
26	или в	8	7
27	мы не	4	6
28	еще не	9	6
29	и на	10	6
30	при этом	6	6
31	таким образом	5	6
32	того чтобы	1	6
33	на нее	1	6
34	для нас	2	6
35	вместе с	1	6
36	же в	1	6
37	и т	13	5
38	но не	5	5
39	но в	10	5
40	это не	3	5
41	т д	4	5
42	не может	18	5
43	к вам	1	5
44	для этого	2	5
45	и что	5	5
46	то что	7	5
47	к этому	1	5
48	же как	1	4
49	то же	8	4
50	вопрос о	2	4
51	на них	1	4
52	уже не	3	4
53	в другие	1	4
54	их в	4	4
55	том же	4	4
56	а затем	2	4
57	в них	4	4
58	далеко не	4	4
59	а за	3	4
60	в которых	2	4
61	не в	11	4
62	тогда когда	1	4
63	у нас	2	4
64	мы рассмотрим	1	4
65	к нему	5	4
66	так что	5	4
67	то и	2	4
68	в виде	3	4
69	из них	2	4
70	а не	7	4
71	о чем	1	4
72	так же	2	4
73	как это	1	4
74	этих случаях	2	4
75	по существу	3	4
76	и все	6	4
77	в таком	2	4
78	и через	1	3
79	и о	2	3
80	в ее	1	3
81	что это	2	3
82	все эти	5	3
83	в этой	1	3
84	что она	1	3
85	и по	1	3
86	на этом	1	3
87	с другими	1	3
88	живет в	1	3
89	должен был	1	3
90	не всегда	1	3
91	в эту	3	3
92	в этих	6	3
93	в котором	6	3
94	в отличие	4	3
95	но он	4	3
96	она не	3	3
97	в таких	1	3
98	не имеет	1	3
99	и после	1	3
100	их по	1	3
101	такие же	1	3
102	и другой	1	3
103	как мы	10	3
104	во всех	4	3
105	а именно	1	3
106	того что	2	3
107	что здесь	1	3
108	между тем	3	3
109	в качестве	1	3
110	в последний	1	3
111	или даже	1	3
112	за ним	1	3
113	друг друга	1	3
114	отличие от	4	3
115	где есть	1	3
116	тем что	3	3
117	что для	1	3
118	до конца	4	3
119	и от	1	3
120	было бы	5	3
121	одним из	1	2
122	мы здесь	2	2
123	и то	2	2
124	на самом	1	2
125	в стороне	2	2
126	это и	1	2
127	так чтобы	4	2
128	но она	1	2
129	на себя	2	2
130	между собой	2	2
131	не был	2	2
132	это имеет	1	2
133	с одной	1	2
134	а он	3	2
135	с этим	2	2
136	она как	1	2
137	ней в	1	2
138	все же	3	2
139	и как	2	2
140	не было	1	2
141	в руках	2	2
142	та же	2	2
143	из этих	2	2
144	не к	1	2
145	характер в	1	2
146	в образе	2	2
147	здесь мы	2	2
148	об этом	2	2
149	и иногда	1	2
150	из нее	1	2
151	должно быть	4	2
152	и еще	2	2
153	так в	1	2
154	в своей	4	2
155	в их	3	2
156	силу и	1	2
157	тем не	2	2
158	не менее	3	2
159	что с	1	2
160	в то	7	2
161	того как	2	2
162	когда они	1	2
163	о них	1	2
164	никогда не	9	2
165	во всем	3	2
166	связи с	1	2
167	кроме того	3	2
168	что на	2	2
169	все то	1	2
170	говорит о	1	2
171	в виду	3	2
172	за пределами	1	2
173	то время	2	2
174	можно было	3	2
175	не с	1	2
176	мы приведем	1	2
177	еще в	1	2
178	жизнь и	1	2
179	а к	1	2
180	с другим	2	2
181	в глаза	2	2
182	после того	1	2
183	с другой	4	2
184	что и	3	2
185	в форме	2	2
186	в г	1	2
187	в него	7	2
188	в самый	2	2
189	он есть	2	2
190	один из	1	2
191	этот вопрос	4	2
192	и ее	3	2
193	где они	1	2
194	есть в	3	2
195	связано с	1	2
196	каждый из	2	2
197	чем в	1	2
198	сюда же	1	2
199	здесь в	3	2
200	человека а	1	2
201	а с	2	2
202	прежде всего	10	2
203	и пр	2	2
204	одной стороны	1	2
205	там где	4	2
206	совершенно очевидно	1	2
207	но можно	1	2
208	совершенно не	4	2
209	в европе	1	2
210	из которых	1	2
211	могут быть	3	2
212	человека который	1	2
213	и для	3	2
214	следующий за	1	2
215	за этим	1	2
216	и при	2	2
217	из этого	1	2
218	в своих	2	2
219	это в	1	2
220	а между	2	1
221	ту же	2	1
222	вопрос мы	1	1
223	принимает форму	4	1
224	отношение к	2	1
225	человека и	2	1
226	е как	1	1
227	в приведенном	3	1
228	и есть	1	1
229	и приведенных	1	1
230	и до	4	1
231	в нашу	2	1
232	очень много	1	1
233	тут в	3	1
234	сливается с	2	1
235	мы уже	3	1
236	например в	2	1
237	она в	1	1
238	собой как	1	1
239	необходимо указать	1	1
240	что если	3	1
241	не во	2	1
242	этом не	1	1
243	не была	3	1
244	так именно	1	1
245	их с	2	1
246	один пример	1	1
247	мы и	2	1
248	то это	2	1
249	относится и	1	1
250	в различных	3	1
251	тем как	1	1
252	местах как	1	1
253	землю и	1	1
254	шли в	1	1
255	же на	1	1
256	не входит	2	1
257	если в	1	1
258	к слову	1	1
259	он пишет	2	1
260	нет и	1	1
261	большое значение	1	1
262	к сожалению	1	1
263	стороны и	3	1
264	в своем	4	1
265	в различные	1	1
266	в одних	1	1
267	перед нами	7	1
268	хотя и	5	1
269	когда он	3	1
270	и наконец	6	1
271	что этим	1	1
272	всего как	1	1
273	более или	3	1
274	увидим что	1	1
275	от этого	1	1
276	можно в	1	1
277	в самом	7	1
278	вопрос почему	1	1
279	уже в	2	1
280	что так	3	1
281	оставалась в	1	1
282	только один	1	1
283	тому же	3	1
284	ее как	1	1
285	как он	2	1
286	на то	5	1
287	но на	2	1
288	не могла	1	1
289	же но	1	1
290	и если	1	1
291	вообще не	1	1
292	не следует	1	1
293	в нем	12	1
294	так сказать	6	1
295	он должен	1	1
296	только в	4	1
297	человек с	2	1
298	но все	2	1
299	от нее	1	1
300	что все	1	1
301	почти каждый	1	1
302	значение в	2	1
303	в другом	7	1
304	связанных с	1	1
305	имеет с	1	1
306	а как	4	1
307	знает что	2	1
308	входит в	2	1
309	от одного	2	1
310	любом месте	1	1
311	известно что	2	1
312	за ней	1	1
313	выходя из	1	1
314	нет в	1	1
315	их как	1	1
316	всею его	3	1
317	для чего	2	1
318	домой и	1	1
319	такой же	3	1
320	в научной	1	1
321	остается в	1	1
322	или менее	3	1
323	или точнее	1	1
324	как все	1	1
325	в такой	2	1
326	это только	1	1
327	в которые	2	1
328	не удастся	2	1
329	не от	1	1
330	но эта	2	1
331	п с	1	1
332	но они	1	1
333	однако в	1	1
334	отсюда возникает	1	1
335	что этот	2	1
336	общего не	1	1
337	из одного	4	1
338	их одна	1	1
339	и очень	2	1
340	что есть	1	1
341	стоит в	1	1
342	при всех	1	1
343	виду что	1	1
344	дело в	2	1
345	ее с	1	1
346	на него	3	1
347	в основе	1	1
348	это еще	1	1
349	следовательно и	1	1
350	примерно в	1	1
351	есть уже	1	1
352	ничего не	3	1
353	по своей	1	1
354	и его	8	1
355	же он	1	1
356	до того	1	1
357	как будто	1	1
358	и здесь	3	1
359	в духе	1	1
360	на того	1	1
361	чтобы сделать	2	1
362	для его	1	1
363	кто же	1	1
364	ничего общего	1	1
365	здесь еще	1	1
366	и это	4	1
367	некоторой степени	1	1
368	иметь в	1	1
369	и сами	2	1
370	всем этим	2	1
371	здесь не	6	1
372	не могу	2	1
373	без всякого	2	1
374	затем его	1	1
375	и этим	3	1
376	через три	1	1
377	в пределах	16	1
378	приводит к	6	1
379	идет речь	1	1
380	что у	2	1
381	достаточно чтобы	1	1
382	поэтому мы	1	1
383	е что	1	1
384	с собой	4	1
385	так и	3	1
386	здесь нет	3	1
387	мог бы	1	1
388	том как	1	1
389	он был	3	1
390	но иногда	1	1
391	если бы	3	1
392	и вообще	1	1
393	с ним	3	1
394	но может	1	1
395	говорят что	3	1
396	у кого-нибудь	1	1
397	на этой	1	1
398	и поэтому	1	1
399	настоящее время	2	1
400	совершенно иной	1	1
401	можно сказать	1	1
402	может не	1	1
403	и во	1	1
404	нас в	1	1
405	в его	10	1
406	во всей	1	1
407	все время	1	1
408	и мир	1	1
409	одно место	1	1
410	быть и	2	1
411	но так	2	1
412	на которой	1	1
413	но с	1	1
414	к различным	2	1
415	тот же	3	1
416	в основном	1	1
417	с ними	2	1
418	что он	13	1
419	мы увидим	5	1
420	в какой	1	1
421	и является	2	1
422	к их	1	1
423	и действительно	1	1
424	и так	2	1
425	они могут	2	1
426	меняют свой	2	1
427	от них	2	1
428	в эти	1	1
429	сильнее чем	1	1
430	человека с	1	1
431	из которого	1	1
432	же и	4	1
433	с нею	1	1
434	вопроса о	1	1
435	в большинстве	9	1
436	только на	3	1
437	еще очень	1	1
438	в данной	1	1
439	и обратно	1	1
440	который без	1	1
441	но есть	1	1
442	ни с	1	1
443	мир в	1	1
444	для него	8	1
445	всяком случае	1	1
446	в одном	12	1
447	в конце	2	1
448	до некоторой	1	1
449	как его	4	1
450	последний раз	1	1
451	как раз	4	1
452	указание на	1	1
453	они становятся	1	1
454	рядом с	5	1
455	из своих	1	1
456	время как	2	1
457	в другой	1	1
458	в это	1	1
459	и даже	3	1
460	почвой на	1	1
461	по своим	3	1
462	и др	2	1
463	на ней	1	1
464	превращается в	2	1
465	смысла и	1	1
466	ей не	1	1
467	не на	4	1
468	человек но	1	1
469	нужно иметь	1	1
470	него не	2	1
471	и следовательно	3	1
472	на которые	1	1
473	в одно	3	1
474	может иметь	1	1
475	эти слова	1	1
476	в одной	3	1
477	и потому	1	1
478	к себе	7	1
479	а так	1	1
480	по своему	2	1
481	смысле этого	1	1
482	он может	1	1
483	есть одна	1	1
484	был в	1	1
485	по ним	1	1
486	этого слова	2	1
487	и не	29	1
488	на другое	1	1
489	но это	4	1
490	и тогда	1	1
491	при всем	1	1
492	она может	1	1
493	место для	1	1
494	в настоящее	2	1
495	в двух	1	1
496	от него	1	1
497	по одной	1	1
498	а может	1	1
499	тем более	1	1
500	его уже	1	1
501	его жизнь	1	1
502	которые в	1	1
503	очень хорошо	2	1
504	не я	1	1
505	его к	2	1
506	несмотря на	1	1
507	только с	1	1
508	все еще	1	1
509	две стороны	1	1
510	сказать что	2	1
511	другой стороны	3	1
512	они как	1	1
513	ему но	1	1
514	же относится	1	1
515	же они	1	1
516	нет но	2	1
517	него в	3	1
518	есть и	3	1
519	из своей	1	1
520	время не	1	1
521	во всяком	2	1
522	и эта	2	1
523	как на	1	1
524	и особенно	2	1
525	все что	1	1
