N	3gram	Bakhtin_KF_1	FransuaR
1	то же время	2	10
2	в то же	2	10
3	в большинстве случаев	1	6
4	в том что	2	6
5	и в то	1	5
6	в настоящее время	1	3
7	не подлежит сомнению	1	3
8	образом и в	1	2
9	проникает во все	1	2
10	в средние века	1	2
11	с точки зрения	9	2
12	бы то ни	2	2
13	но в то	1	2
14	дело в том	1	2
15	в нем и	3	2
16	для того чтобы	1	2
17	не может быть	11	2
18	это уже не	1	1
19	а следовательно и	1	1
20	несравненно шире и	1	1
21	потому что в	1	1
22	по отношению к	22	1
23	в каком бы	1	1
24	на самом деле	3	1
25	а не к	1	1
26	вместе с тем	1	1
27	жизни и смерти	1	1
28	во всей его	2	1
29	и т.п но	1	1
30	может быть и	1	1
31	и то что	1	1
32	в непосредственной близости	1	1
33	всех этих моментов	1	1
34	в едином акте	1	1
35	не потому что	1	1
36	в себя момент	1	1
37	то ни было	2	1
38	не было он	1	1
39	все остальное в	1	1
40	и не быть	2	1
41	в известном смысле	1	1
42	и в этом	3	1
43	себя в своих	1	1
44	в едином и	4	1
45	не в том	1	1
46	бы оно ни	1	1
47	тем или иным	1	1
48	к которой мы	1	1
49	вместо того чтобы	1	1
50	во всех этих	2	1
51	оно ни было	1	1
52	мы не можем	1	1
53	и как бы	1	1
54	может быть таким	1	1
55	той или другой	1	1
56	никогда не может	1	1
57	в ее целом	2	1
58	включает в себя	2	1
59	вопрос о том	2	1
60	не было ни	1	1
61	как бы ни	1	1
62	в этом смысле	3	1
63	конечно не в	1	1
64	существенно проникает во	1	1
65	события так и	2	1
66	то же самое	1	1
67	той или иной	2	1
68	и только в	2	1
