N	4gram	Losev_Prob_1	Vladivir
1	дело в том что	3	4
2	еще и потому что	1	2
3	и в то же	1	2
4	как мы увидим ниже	2	2
5	как мы уже сказали	1	2
6	на самом же деле	1	1
7	так как он будет	1	1
8	указывает на то что	3	1
9	ни в каком случае	3	1
10	самом же деле это	1	1
11	одно и то же	1	1
12	не что иное как	2	1
13	не говоря уже о	1	1
14	везде в таких случаях	1	1
15	в то время как	1	1
16	в каком случае не	2	1
17	новое качество в котором	1	1
18	мы должны сказать что	1	1
19	в истории философии и	2	1
20	каком случае не может	2	1
21	есть не что иное	2	1
22	по этому поводу с	1	1
23	но в то же	1	1
24	мы уже видели что	1	1
