N	2gram	Bakhtin_Fr_4	VrazhdaK
1	в году	3	18
2	не только	10	9
3	в этом	11	8
4	и в	29	8
5	и что	1	8
6	но и	9	7
7	и все	13	7
8	то что	4	7
9	что в	1	7
10	все же	3	6
11	но в	12	6
12	в нем	5	6
13	как и	12	6
14	в котором	2	6
15	и с	9	6
16	и даже	3	6
17	в романе	10	6
18	то же	10	5
19	об этом	1	5
20	в то	10	5
21	же время	8	5
22	у него	5	5
23	в россии	1	5
24	и не	16	5
25	в ней	3	4
26	что он	4	4
27	целый ряд	1	4
28	при этом	3	4
29	это не	5	4
30	все это	4	4
31	в виду	2	4
32	с ним	2	4
33	о том	2	4
34	для нас	1	4
35	и детей	2	4
36	уже в	2	4
37	может быть	2	4
38	как бы	8	4
39	в своих	2	4
40	так же	7	4
41	он был	2	3
42	в чем	3	3
43	с его	4	3
44	в своем	3	3
45	и как	3	3
46	в этот	1	3
47	раз в	2	3
48	на то	1	3
49	его в	9	3
50	он не	3	3
51	в париже	1	3
52	далеко не	5	3
53	том что	3	3
54	но он	6	3
55	и его	8	3
56	связи с	2	3
57	и о	5	3
58	что у	3	3
59	и во	1	3
60	в его	8	3
61	в том	7	3
62	и у	2	3
63	в конце	9	3
64	тем что	4	3
65	в связи	1	3
66	эти слова	1	3
67	к этому	2	3
68	отношения к	1	2
69	же как	1	2
70	и то	2	2
71	на место	1	2
72	и он	1	2
73	он сам	1	2
74	но как	3	2
75	в той	2	2
76	его на	1	2
77	в этой	13	2
78	в себе	3	2
79	время и	2	2
80	после этого	2	2
81	о которой	1	2
82	их в	2	2
83	таким образом	20	2
84	в мире	1	2
85	об этой	1	2
86	в них	7	2
87	рядом с	5	2
88	а с	1	2
89	мы знаем	1	2
90	не мог	2	2
91	на первый	2	2
92	в эту	3	2
93	во время	10	2
94	точки зрения	4	2
95	в своей	5	2
96	и ее	1	2
97	с точки	2	2
98	место в	2	2
99	том же	2	2
100	никогда не	2	2
101	на это	1	2
102	и это	2	2
103	же не	2	2
104	так в	1	2
105	еще не	4	2
106	а также	2	2
107	там же	3	2
108	и образы	9	2
109	что ж	1	2
110	уже не	2	2
111	при помощи	1	2
112	из них	6	2
113	его и	2	2
114	для него	1	2
115	отношение к	1	2
116	как раз	2	2
117	и т.п	12	2
118	и стал	1	2
119	с которым	1	2
120	о чем	2	2
121	не может	2	2
122	в него	1	2
123	в это	1	2
124	но это	4	2
125	что я	2	2
126	в свою	1	2
127	это в	2	2
128	себя как	1	1
129	как известно	2	1
130	вряд ли	1	1
131	также и	4	1
132	обращается в	1	1
133	человека и	1	1
134	что образ	3	1
135	того же	5	1
136	не имел	1	1
137	в миниатюре	1	1
138	это и	5	1
139	запрещенные в	1	1
140	и есть	4	1
141	что слово	1	1
142	не хочет	1	1
143	по преимуществу	3	1
144	романе не	2	1
145	в их	2	1
146	той же	3	1
147	ж он	1	1
148	он как	1	1
149	равно как	1	1
150	говорить о	1	1
151	в полной	1	1
152	это отношение	1	1
153	ему в	1	1
154	был еще	2	1
155	всего романа	2	1
156	к брату	1	1
157	в числе	2	1
158	и был	1	1
159	это время	1	1
160	собой в	1	1
161	на них	2	1
162	первый план	1	1
163	ту эпоху	2	1
164	влияния на	1	1
165	по своему	4	1
166	а следовательно	1	1
167	и всего	1	1
168	но не	2	1
169	а тем	1	1
170	не все	1	1
171	если в	2	1
172	тут же	1	1
173	что они	2	1
174	к сожалению	1	1
175	как по	1	1
176	первый взгляд	1	1
177	ответил что	1	1
178	независимо от	1	1
179	как в	2	1
180	с этим	1	1
181	дает нам	2	1
182	для всех	1	1
183	как к	3	1
184	и наконец	2	1
185	них он	1	1
186	роль играет	1	1
187	то в	3	1
188	поэтому он	1	1
189	в самом	1	1
190	что это	5	1
191	в целом	1	1
192	за это	1	1
193	рассказ о	1	1
194	тому же	1	1
195	как он	2	1
196	их отношения	1	1
197	в плен	1	1
198	да и	2	1
199	одному из	2	1
200	в первой	1	1
201	всех этих	3	1
202	ведь не	1	1
203	прочим и	1	1
204	в силу	1	1
205	этот процесс	6	1
206	эпизоду в	1	1
207	в плане	4	1
208	и этот	1	1
209	людей и	1	1
210	одно и	1	1
211	называя его	1	1
212	это конечно	2	1
213	не будет	1	1
214	из-за этого	2	1
215	этом он	2	1
216	конечно в	1	1
217	обратился к	1	1
218	этой традиции	3	1
219	это было	1	1
220	на пиру	1	1
221	эпохи он	1	1
222	в итоге	1	1
223	был очень	1	1
224	в жизни	2	1
225	этого старого	1	1
226	соответствии с	2	1
227	а за	1	1
228	он и	5	1
229	с большою	1	1
230	свою книгу	1	1
231	их общий	1	1
232	года и	2	1
233	такой же	3	1
234	одного и	1	1
235	которую он	4	1
236	в этих	2	1
237	и их	3	1
238	и пошел	1	1
239	его современников	2	1
240	на свою	1	1
241	году когда	1	1
242	и наступление	1	1
243	своего рода	6	1
244	большой резонанс	1	1
245	тут его	1	1
246	времени а	1	1
247	раз и	1	1
248	так он	1	1
249	на три	1	1
250	вплоть до	1	1
251	но они	4	1
252	что эта	1	1
253	правда в	1	1
254	следовательно и	1	1
255	ничего не	1	1
256	ему было	1	1
257	он хочет	1	1
258	эпизода с	1	1
259	левую руку	1	1
260	по своей	3	1
261	ему и	1	1
262	потому что	1	1
263	в эпизоде	2	1
264	хочет быть	1	1
265	в девяти	1	1
266	этом отношении	1	1
267	вот в	1	1
268	в мировой	1	1
269	легенда о	1	1
270	была на	1	1
271	в духе	1	1
272	похож на	1	1
273	сходство с	1	1
274	преимуществу на	1	1
275	правда не	1	1
276	эти не	1	1
277	с ее	3	1
278	и образ	1	1
279	свою очередь	1	1
280	в ее	3	1
281	но мы	2	1
282	идет не	1	1
283	и дон-кихот	1	1
284	то время	2	1
285	роль в	3	1
286	и сам	3	1
287	так и	11	1
288	на нее	1	1
289	было в	2	1
290	еще в	1	1
291	во второй	2	1
292	жизнь и	4	1
293	быть может	2	1
294	и вообще	1	1
295	год в	1	1
296	ему нужно	1	1
297	до сих	1	1
298	нас в	1	1
