N	2gram	Bakhtin_Fr_8	NovoeSre
1	а не	2	17
2	и в	56	16
3	не может	2	16
4	совсем не	2	12
5	нового времени	2	12
6	и не	9	11
7	в эпоху	10	9
8	что в	5	9
9	в том	13	8
10	жизни и	1	8
11	он не	5	8
12	культуры и	2	7
13	в этом	14	7
14	в новой	1	7
15	может быть	3	7
16	как и	5	7
17	средние века	2	7
18	с его	5	6
19	не в	3	6
20	ни в	2	6
21	никогда не	5	6
22	лишь в	1	6
23	но это	2	6
24	не знает	1	6
25	с ее	5	5
26	в ней	4	5
27	культуры в	2	5
28	и к	4	5
29	не только	8	5
30	xix века	1	5
31	все это	8	5
32	в нем	8	5
33	новое время	2	4
34	не во	1	4
35	большую роль	1	4
36	о том	4	4
37	жизни к	1	4
38	эпохи и	6	4
39	в них	11	4
40	то что	3	4
41	это не	2	4
42	прежде всего	6	4
43	не было	5	4
44	и потому	4	4
45	по своему	8	4
46	и для	2	4
47	не имеет	1	4
48	и все	6	4
49	потому что	6	4
50	наши дни	1	3
51	с другой	2	3
52	смысле слова	1	3
53	в ее	6	3
54	в средние	2	3
55	вопрос о	1	3
56	человека и	2	3
57	на власть	1	3
58	еще не	10	3
59	во всех	8	3
60	за пределы	4	3
61	как в	1	3
62	конечно не	4	3
63	всех сферах	1	3
64	к ним	2	3
65	возвращение к	1	3
66	подобно тому	1	3
67	в мире	2	3
68	но и	9	3
69	это было	1	3
70	с тем	2	3
71	уносит в	1	3
72	в своей	2	3
73	в новое	1	3
74	тому как	1	3
75	в прошлом	1	3
76	эти формы	1	3
77	в основе	4	3
78	в духе	4	3
79	к тому	1	3
80	в наши	1	3
81	дня и	1	3
82	сказать что	3	3
83	и это	1	2
84	время как	1	2
85	роль в	5	2
86	для нового	1	2
87	можно было	1	2
88	так и	13	2
89	времени и	4	2
90	мы не	2	2
91	мира и	2	2
92	и с	8	2
93	для этого	1	2
94	что народные	1	2
95	и что	1	2
96	и на	7	2
97	времени в	3	2
98	должно было	1	2
99	на протяжении	1	2
100	но не	5	2
101	в новом	1	2
102	века и	1	2
103	в центре	2	2
104	хотя и	2	2
105	но в	6	2
106	все эти	15	2
107	с одной	4	2
108	себя в	1	2
109	с их	2	2
110	в себе	4	2
111	уже не	3	2
112	стремиться к	1	2
113	не к	1	2
114	приобщиться к	1	2
115	у него	7	2
116	что она	2	2
117	что все	4	2
118	и даже	8	2
119	и т.п	11	2
120	связаны с	6	2
121	этом смысле	1	2
122	том что	8	2
123	вместе с	2	2
124	так же	2	2
125	я уже	1	2
126	место в	1	2
127	мысли и	1	2
128	одной стороны	2	2
129	мир и	2	2
130	другой стороны	2	2
131	не могли	2	2
132	как будто	1	2
133	возвращается к	1	2
134	войны и	1	2
135	этот мир	1	2
136	такой же	5	2
137	равно как	1	2
138	в то	12	2
139	одна из	4	2
140	того чтобы	4	2
141	и от	1	2
142	и весь	1	2
143	все они	6	2
144	а в	2	2
145	могут быть	1	2
146	в категориях	1	2
147	из ее	1	2
148	ночь не	1	1
149	лишь там	2	1
150	становится в	1	1
151	характер и	3	1
152	перед лицом	1	1
153	по преимуществу	2	1
154	и до	10	1
155	можно лишь	1	1
156	культуре и	1	1
157	был и	2	1
158	времени он	1	1
159	в образе	3	1
160	с собой	2	1
161	мы уже	10	1
162	из духовной	1	1
163	очень долго	1	1
164	и которые	4	1
165	во многом	2	1
166	он также	1	1
167	еще в	1	1
168	с ним	2	1
169	был понят	1	1
170	можно сказать	2	1
171	смысле и	1	1
172	эпохи в	9	1
173	и другая	1	1
174	то это	1	1
175	не был	4	1
176	в виду	1	1
177	жизни это	1	1
178	и явления	2	1
179	эпох и	1	1
180	вопрос об	2	1
181	на нем	1	1
182	силы но	1	1
183	на них	3	1
184	материального труда	1	1
185	что его	1	1
186	в чем	1	1
187	и мира	1	1
188	это была	3	1
189	и во	2	1
190	и научной	1	1
191	на всех	1	1
192	все в	1	1
193	не могут	1	1
194	своего рода	5	1
195	в которую	1	1
196	обоснования и	1	1
197	к нему	2	1
198	то он	1	1
199	значение и	2	1
200	в его	18	1
201	в эти	1	1
202	себе и	2	1
203	отличие от	1	1
204	и только	1	1
205	основу их	1	1
206	культур и	1	1
207	значение для	1	1
208	но внутри	1	1
209	и она	1	1
210	не стоят	1	1
211	в значительной	2	1
212	к которому	3	1
213	в своем	3	1
214	приходили к	1	1
215	как например	3	1
216	известном смысле	1	1
217	в формах	1	1
218	что нет	1	1
219	на человека	1	1
220	новый мир	1	1
221	глубже чем	1	1
222	время когда	1	1
223	возможно было	1	1
224	связанный с	2	1
225	к последнему	1	1
226	что он	2	1
227	только в	9	1
228	во всем	4	1
229	по своей	4	1
230	в этот	1	1
231	и элементы	1	1
232	в самом	9	1
233	мира эти	1	1
234	то время	2	1
235	он в	1	1
236	из этих	1	1
237	техникой и	1	1
238	в известном	2	1
239	этой системе	1	1
240	для всех	1	1
241	но во	1	1
242	и у	1	1
243	уже в	2	1
244	вопроса о	1	1
245	в большинстве	7	1
246	быть таким	1	1
247	вообще не	1	1
248	него и	1	1
249	большинстве случаев	6	1
250	из них	2	1
251	смены эпох	1	1
252	к своим	1	1
253	для того	2	1
254	земли и	1	1
255	и их	8	1
256	к одному	1	1
257	т.п по	1	1
258	слова в	1	1
259	жизнью и	1	1
260	но ведь	1	1
261	людей и	2	1
