N	2gram	Medvedev_U_1	Istorich
1	что он	2	24
2	не только	10	18
3	может быть	6	17
4	мы имеем	1	15
5	и в	14	15
6	никогда не	1	15
7	но и	4	14
8	что в	1	12
9	то что	7	12
10	в этом	7	11
11	об этом	1	11
12	и не	8	11
13	то же	5	10
14	все же	3	9
15	с тем	1	9
16	он не	1	8
17	мы можем	1	8
18	в нем	1	7
19	таким образом	2	7
20	том что	2	7
21	не в	2	7
22	ничего не	2	7
23	сих пор	2	7
24	но в	3	6
25	и что	1	6
26	в его	2	6
27	что и	2	6
28	до сих	2	6
29	в том	2	6
30	только в	2	6
31	же как	1	5
32	имеем в	1	5
33	что она	2	5
34	было бы	3	5
35	этого не	1	5
36	в котором	1	5
37	что при	1	5
38	так и	1	5
39	она не	1	5
40	прежде всего	8	5
41	а не	10	5
42	не может	7	5
43	этом случае	1	5
44	в ней	1	4
45	в себе	2	4
46	в этой	4	4
47	и с	2	4
48	но он	1	4
49	того как	1	4
50	очень часто	1	4
51	о нем	1	4
52	с одной	1	4
53	его и	2	4
54	у него	1	4
55	тем что	2	4
56	и др	1	4
57	но это	2	4
58	мы не	2	3
59	он был	1	3
60	он в	1	3
61	на то	1	3
62	всех этих	2	3
63	как живой	1	3
64	он и	1	3
65	в их	4	3
66	что этот	1	3
67	и это	1	3
68	но по	1	3
69	о том	1	3
70	того что	1	3
71	в качестве	1	3
72	одной стороны	1	3
73	что мы	2	3
74	все это	5	3
75	но если	1	3
76	не обладает	1	3
77	самом деле	2	2
78	и для	2	2
79	хотя бы	5	2
80	и то	3	2
81	в которых	1	2
82	но не	2	2
83	учителя и	1	2
84	не все	2	2
85	его на	1	2
86	есть ли	1	2
87	в которой	1	2
88	на его	1	2
89	той же	1	2
90	это не	3	2
91	как и	3	2
92	не столько	2	2
93	их в	1	2
94	другой стороны	3	2
95	могут быть	2	2
96	в виду	1	2
97	приводит к	1	2
98	что под	1	2
99	одно из	1	2
100	с другой	4	2
101	на звук	1	2
102	и так	1	2
103	и только	5	2
104	не было	1	2
105	в некоторых	2	2
106	превращается в	2	2
107	где же	1	2
108	смысле этого	2	2
109	по существу	2	2
110	много но	1	2
111	в системе	2	2
112	сказать что	1	2
113	ее в	1	2
114	сам по	1	1
115	он может	1	1
116	почти не	1	1
117	или по	1	1
118	она все	1	1
119	по его	1	1
120	их и	2	1
121	а как	2	1
122	имеет свою	1	1
123	с его	2	1
124	должна была	2	1
125	у других	1	1
126	не то	1	1
127	к которой	1	1
128	только при	1	1
129	в сторону	2	1
130	отнюдь не	1	1
131	в течение	1	1
132	изучение этого	1	1
133	как нам	1	1
134	этого сложного	1	1
135	что по	1	1
136	на своем	1	1
137	в этот	1	1
138	так или	1	1
139	еще один	1	1
140	же автор	1	1
141	же остается	1	1
142	такой момент	1	1
143	связанные с	1	1
144	что такой	1	1
145	связанных с	1	1
146	входит в	1	1
147	это было	2	1
148	а это	1	1
149	далеко не	1	1
150	это впечатление	1	1
151	и вне	1	1
152	в своей	3	1
153	что такое	4	1
154	что было	1	1
155	доказывает что	1	1
156	по себе	2	1
157	в то	3	1
158	часто бывает	1	1
159	в процессе	1	1
160	так то	1	1
161	не вполне	1	1
162	с другом	1	1
163	у нас	3	1
164	не могут	2	1
165	почему все	1	1
166	он прежде	1	1
167	не делает	1	1
168	бывает что	1	1
169	в пределах	1	1
170	живого человека	1	1
171	пройти мимо	1	1
172	является в	2	1
173	о котором	1	1
174	сводится к	2	1
175	вот почему	7	1
176	это доказывается	1	1
177	все в	1	1
178	или иначе	1	1
179	сложного и	1	1
180	так возникает	1	1
181	говорит он	1	1
182	иначе в	1	1
183	в частности	3	1
184	себе еще	1	1
185	тот же	1	1
186	и действительно	1	1
187	с которыми	1	1
188	для всех	2	1
189	переходит в	1	1
190	уже не	1	1
191	вводится в	1	1
192	они до	1	1
193	и приемы	1	1
194	это верно	1	1
195	но что	1	1
196	именно как	2	1
197	в исторической	1	1
198	и прежде	1	1
199	до конца	1	1
200	место и	1	1
201	о чем	2	1
202	и потому	1	1
203	в той	1	1
204	друг с	1	1
205	что же	1	1
206	остается в	1	1
207	отдельности и	1	1
208	это значит	1	1
209	делает и	1	1
210	к следующему	1	1
211	быть не	1	1
212	материал для	2	1
213	только для	1	1
214	при таком	2	1
215	думается что	2	1
216	в точном	1	1
217	то о	1	1
218	его еще	1	1
219	стороны в	1	1
220	на одно	1	1
221	все они	2	1
222	же в	1	1
223	пример у	1	1
224	материал и	1	1
225	слагается из	1	1
226	в отдельности	1	1
227	в самом	2	1
228	самое что	1	1
229	существу то	1	1
230	и эта	1	1
231	часто встречается	1	1
232	к этому	1	1
233	в таком	1	1
