N	2gram	Medvedev_F_2	PoTuStor
1	может быть	23	17
2	и в	38	16
3	и пр	21	12
4	в этом	27	9
5	таким образом	20	9
6	и только	5	9
7	прежде всего	15	9
8	и с	9	8
9	точки зрения	8	8
10	и его	21	8
11	не может	14	8
12	совершенно не	4	8
13	с его	11	7
14	не только	9	7
15	сказать что	2	7
16	самом деле	8	6
17	конечно не	1	6
18	при этом	9	6
19	с точки	7	6
20	и это	2	6
21	для него	7	6
22	и к	4	6
23	в чем	2	5
24	отношение к	2	5
25	все эти	6	5
26	ни в	2	5
27	как бы	4	5
28	на самом	3	4
29	и ее	6	4
30	и на	3	4
31	отнюдь не	8	4
32	и наконец	4	4
33	но в	4	4
34	в этой	6	4
35	в нем	13	4
36	и может	3	4
37	его в	3	4
38	все это	3	4
39	самого начала	2	4
40	как мы	7	4
41	с самого	2	4
42	так и	8	4
43	можно сказать	1	4
44	в его	10	4
45	с ними	2	4
46	только в	6	4
47	для всех	1	4
48	и их	3	4
49	так как	4	4
50	и даже	4	4
51	но и	13	4
52	и не	20	4
53	и все	3	4
54	хотя бы	6	4
55	едва ли	2	3
56	во всех	5	3
57	в общем	5	3
58	и есть	1	3
59	и как	3	3
60	с их	1	3
61	и теперь	4	3
62	мы полагаем	1	3
63	их в	2	3
64	на этом	2	3
65	этом смысле	2	3
66	том что	2	3
67	сих пор	1	3
68	по крайней	1	3
69	и притом	1	3
70	в основе	5	3
71	до сих	1	3
72	чем не	1	3
73	и оно	1	3
74	те же	1	3
75	представлений и	1	3
76	на язык	2	3
77	с другими	10	3
78	крайней мере	1	3
79	в том	11	3
80	в большинстве	4	3
81	только на	3	3
82	большинстве случаев	3	3
83	мы знаем	3	3
84	всяком случае	5	3
85	полагаем что	1	3
86	даже не	2	3
87	в области	3	3
88	и др	3	3
89	пр и	4	3
90	но оно	1	3
91	вместе с	6	3
92	как это	2	3
93	могут быть	6	3
94	что в	7	3
95	в этих	2	3
96	а в	6	3
97	то что	6	3
98	между ними	2	3
99	только как	1	3
100	жизни и	3	3
101	во всяком	5	3
102	же как	3	2
103	нам кажется	1	2
104	в самом	16	2
105	и этот	1	2
106	мы не	3	2
107	и о	2	2
108	говорить о	5	2
109	того же	1	2
110	на них	1	2
111	из этих	3	2
112	совсем не	2	2
113	но как	2	2
114	за пределы	1	2
115	с этим	5	2
116	в этот	1	2
117	что это	3	2
118	и через	1	2
119	но ведь	3	2
120	он не	6	2
121	и по	2	2
122	то же	6	2
123	связанные с	1	2
124	связанных с	1	2
125	и мы	1	2
126	было бы	6	2
127	кажется что	1	2
128	в них	1	2
129	как и	9	2
130	на первый	2	2
131	в своей	7	2
132	знаем что	1	2
133	и вся	1	2
134	не менее	1	2
135	его целом	1	2
136	никогда не	2	2
137	только и	3	2
138	и лишь	2	2
139	таким путем	1	2
140	сводится к	5	2
141	здесь же	1	2
142	так называемый	1	2
143	что на	2	2
144	в каком	1	2
145	он склонен	1	2
146	не могут	7	2
147	что оно	4	2
148	не будет	2	2
149	как не	1	2
150	организме и	1	2
151	и этим	2	2
152	только то	1	2
153	в пределах	12	2
154	по аналогии	2	2
155	для этого	2	2
156	с ним	2	2
157	находится в	2	2
158	является по	1	2
159	о том	1	2
160	аналогии с	1	2
161	для нас	1	2
162	организма и	1	2
163	что и	8	2
164	во всей	2	2
165	может иметь	1	2
166	один из	2	2
167	что он	5	2
168	и действительно	1	2
169	и так	1	2
170	поэтому и	1	2
171	с нею	2	2
172	не можем	1	2
173	если мы	5	2
174	можно определить	1	2
175	за счет	4	2
176	на этих	1	2
177	и других	2	2
178	к ним	1	2
179	момент в	1	2
180	характерно для	1	2
181	оно не	4	2
182	что не	4	2
183	а на	1	2
184	не на	1	2
185	остается и	1	2
186	в развитии	2	2
187	с помощью	10	2
188	так же	1	2
189	в историю	1	2
190	в систему	2	2
191	с историей	1	2
192	но это	2	2
193	к другим	2	2
194	и для	5	2
195	не существует	1	2
196	не есть	3	2
197	из тех	1	2
198	все остальные	2	2
199	ее в	2	2
200	к этому	4	2
201	можно назвать	1	2
202	они не	4	2
203	говоря о	1	1
204	все остальное	4	1
205	и то	2	1
206	дело обстоит	2	1
207	науки о	2	1
208	это и	5	1
209	органическое единство	1	1
210	самый предмет	2	1
211	явления и	2	1
212	высшей степени	4	1
213	социальных отношений	1	1
214	его не	2	1
215	всей ее	1	1
216	полагает что	1	1
217	мы имеем	1	1
218	и входит	1	1
219	что если	1	1
220	теперь мы	1	1
221	вопрос о	1	1
222	на место	1	1
223	пока только	1	1
224	нам в	1	1
225	так чтобы	1	1
226	почти исключительно	1	1
227	из того	1	1
228	но даже	1	1
229	конечно и	1	1
230	человеческого организма	1	1
231	же что	1	1
232	зависимости от	3	1
233	в ней	6	1
234	социальное явление	1	1
235	он был	2	1
236	как один	1	1
237	первый план	2	1
238	иное как	1	1
239	объясняется сходством	1	1
240	столь же	2	1
241	его отношение	1	1
242	бы то	1	1
243	что его	1	1
244	где же	1	1
245	одним словом	4	1
246	чем это	1	1
247	но не	2	1
248	отказ от	1	1
249	не входит	3	1
250	с сыном	2	1
251	значение и	3	1
252	менее всего	3	1
253	вступают в	1	1
254	с духом	1	1
255	иногда и	1	1
256	ориентироваться в	1	1
257	что они	4	1
258	к сожалению	2	1
259	нашего сознания	1	1
260	отвлечемся от	1	1
261	общего с	1	1
262	дает нам	1	1
263	все же	8	1
264	однако не	3	1
265	всей этой	1	1
266	образом с	1	1
267	хотя и	3	1
268	его специфической	1	1
269	проблема истории	1	1
270	его к	1	1
271	может допустить	1	1
272	всего как	1	1
273	увидим что	1	1
274	от этого	3	1
275	уже не	7	1
276	та же	2	1
277	всех социальных	1	1
278	притом еще	1	1
279	в нашем	1	1
280	или во	1	1
281	то я	1	1
282	знаем в	1	1
283	как он	1	1
284	имеем в	1	1
285	как основа	1	1
286	всей его	1	1
287	методы познания	1	1
288	мотив и	1	1
289	не следует	4	1
290	быть поняты	1	1
291	главным образом	3	1
292	по самому	1	1
293	кое-что из	1	1
294	роковую роль	1	1
295	время и	3	1
296	было с	1	1
297	но именно	3	1
298	именно и	1	1
299	в корне	7	1
300	борьбу с	1	1
301	и связанные	1	1
302	практически он	1	1
303	идеологического творчества	1	1
304	из него	2	1
305	приходим к	2	1
306	и основоположений	1	1
307	без исключения	2	1
308	от нее	4	1
309	то ни	2	1
310	как они	4	1
311	вывести из	1	1
312	той же	1	1
313	общем можно	1	1
314	собой идеологическую	1	1
315	где оно	1	1
316	лишь в	7	1
317	тот материал	1	1
318	входит в	4	1
319	это было	3	1
320	на почве	9	1
321	и определение	1	1
322	за ней	1	1
323	не чем	1	1
324	для них	3	1
325	он является	1	1
326	были в	1	1
327	он действительно	1	1
328	в самую	1	1
329	с тем	11	1
330	несмотря на	1	1
331	форма и	1	1
332	смысл и	2	1
333	лучше всего	2	1
334	язык но	1	1
335	и еще	1	1
336	метода в	2	1
337	но если	1	1
338	и материальным	1	1
339	при попытках	1	1
340	к предмету	3	1
341	не будем	1	1
342	этой плоскости	1	1
343	которые в	1	1
344	включая сюда	2	1
345	каждое из	1	1
346	творчества и	1	1
347	друг другу	1	1
348	иным как	1	1
349	любовь к	1	1
350	так называемого	1	1
351	же мы	1	1
352	на один	2	1
353	иной раз	1	1
354	с теми	2	1
355	только здесь	1	1
356	в смысле	1	1
357	в эпоху	2	1
358	и форму	1	1
359	дело в	1	1
360	только из	1	1
361	в сущности	4	1
362	к изучению	1	1
363	родился в	1	1
364	что иное	1	1
365	того чтобы	3	1
366	тесно примыкают	1	1
367	для всего	2	1
368	работы но	1	1
369	вытекает из	1	1
370	не имеет	2	1
371	не их	1	1
372	не лучше	1	1
373	ничего не	4	1
374	очень важен	1	1
375	этих двух	2	1
376	всего на	1	1
377	в русском	1	1
378	за которой	1	1
379	во всем	1	1
380	к этим	1	1
381	связи с	13	1
382	языка который	3	1
383	в виду	2	1
384	следует что	3	1
385	разложения и	1	1
386	один шаг	2	1
387	и со	1	1
388	эту конструкцию	1	1
389	мы узнаем	1	1
390	и такие	1	1
391	похож на	1	1
392	отличается от	1	1
393	должны быть	1	1
394	к тому	4	1
395	той или	1	1
396	для его	1	1
397	она не	2	1
398	как известно	1	1
399	ничего общего	1	1
400	в применении	2	1
401	же совершенно	1	1
402	бы по	1	1
403	из всего	3	1
404	своего развития	3	1
405	без всякого	1	1
406	данном случае	1	1
407	удалось нащупать	1	1
408	только при	1	1
409	характер и	1	1
410	отвлечься от	3	1
411	приводит к	2	1
412	роль в	3	1
413	например о	1	1
414	и сам	1	1
415	в другом	1	1
416	можно было	1	1
417	и отрицаний	1	1
418	материал должен	1	1
419	времени и	2	1
420	каждого из	1	1
421	именно этот	1	1
422	это только	1	1
423	если бы	5	1
424	с тенденцией	1	1
425	связанная с	1	1
426	о нем	1	1
427	и здесь	3	1
428	в порядке	1	1
429	и та	1	1
430	как ее	3	1
431	пр в	1	1
432	плохо если	1	1
433	значение имеют	1	1
434	события его	1	1
435	почти полное	1	1
436	другими областями	1	1
437	тяжести в	1	1
438	работе мы	1	1
439	борьба с	2	1
440	отметить что	2	1
441	быть даже	2	1
442	из одних	1	1
443	все время	6	1
444	некоторых отношениях	1	1
445	и были	1	1
446	имеет места	1	1
447	это приводит	3	1
448	его наличности	1	1
449	конечно при	1	1
450	к нему	3	1
451	быть при	1	1
452	законы которые	1	1
453	тот же	1	1
454	переносят в	1	1
455	мы увидим	1	1
456	к их	1	1
457	ее требований	1	1
458	бы непосредственно	1	1
459	никак нельзя	1	1
460	с одной	1	1
461	в качестве	2	1
462	определения и	1	1
463	же и	2	1
464	события и	1	1
465	цель которых	1	1
466	не пытается	1	1
467	уже в	2	1
468	др но	1	1
469	то и	3	1
470	в конкретной	1	1
471	сделать и	1	1
472	смысла в	3	1
473	не дает	1	1
474	человека на	1	1
475	предмет является	1	1
476	центр тяжести	2	1
477	пока не	1	1
478	ведь это	1	1
479	в известной	2	1
480	наука о	1	1
481	в конце	2	1
482	вовсе не	11	1
483	с этими	1	1
484	ее не	1	1
485	как его	2	1
486	как раз	6	1
487	этом отношении	7	1
488	даже и	4	1
489	перейти к	1	1
490	для того	3	1
491	она начинает	1	1
492	настолько велико	1	1
493	со всем	1	1
494	без всякой	3	1
495	со стороны	2	1
496	в высшей	4	1
497	имеет и	1	1
498	с другой	3	1
499	дальнейшей жизни	1	1
500	здесь в	1	1
501	в каких	2	1
502	являются только	2	1
503	и прежде	3	1
504	в свою	1	1
505	впервые становится	1	1
506	в высшую	1	1
507	в объекте	1	1
508	что для	2	1
509	основные тенденции	2	1
510	говорит о	1	1
511	были выдвинуты	1	1
512	ее сами	1	1
513	в некоторых	4	1
514	у нас	1	1
515	одной стороны	1	1
516	материал в	1	1
517	на этот	1	1
518	а наоборот	3	1
519	и самый	1	1
520	зависит от	1	1
521	а не	6	1
522	именно так	1	1
523	в руках	1	1
524	из моментов	1	1
525	ведь именно	2	1
526	в связи	10	1
527	обработке и	2	1
528	связь с	1	1
529	же делает	1	1
530	утверждение что	1	1
531	в м	1	1
532	и особенно	1	1
533	но особенно	1	1
534	в ранний	1	1
535	влияния на	1	1
536	в данном	1	1
537	применении к	2	1
538	что же	5	1
539	остановимся прежде	1	1
540	том смысле	3	1
541	составленных из	1	1
542	о его	1	1
543	этого метода	1	1
544	имеет значение	2	1
545	развития именно	1	1
546	это отличие	1	1
547	примыкают к	1	1
548	в более	1	1
549	только одна	1	1
550	известной степени	4	1
551	мышления в	1	1
552	при таком	1	1
553	формы и	2	1
554	ли они	1	1
555	по принципу	3	1
556	отца с	2	1
557	совершенно аналогичны	1	1
558	особого рода	1	1
559	это может	1	1
560	в эту	1	1
561	было на	1	1
562	еще более	5	1
563	и ни	1	1
564	мы должны	1	1
565	его помощью	2	1
566	же в	1	1
567	хотя в	1	1
568	и начинается	1	1
569	ее только	1	1
570	схемой для	2	1
571	противоречий и	1	1
572	а ведь	1	1
573	от всех	2	1
574	является и	1	1
575	пр это	1	1
576	выводы в	1	1
577	по которой	1	1
578	не что	1	1
579	чем иным	1	1
580	основные определяющие	1	1
581	на своем	1	1
582	тенденции является	1	1
583	в своих	1	1
584	именно здесь	2	1
585	и эта	1	1
586	как на	1	1
