N	3gram	Potebnia_M_4	Psycholo
1	для того чтобы	4	19
2	в том что	7	12
3	все то что	1	11
4	о том что	5	10
5	то же самое	4	6
6	на то что	4	6
7	что в нем	1	5
8	к тому что	1	5
9	на самом деле	3	5
10	с самого начала	1	5
11	с точки зрения	3	4
12	сами по себе	2	3
13	то что в	2	3
14	к тому чтобы	1	3
15	точно так же	1	3
16	не то что	3	3
17	в том чтобы	1	3
18	в первый раз	1	3
19	смысле этого слова	1	3
20	и в этом	4	3
21	во всяком случае	3	3
22	заключается в том	1	3
23	и т п	4	3
24	до сих пор	4	3
25	с одной стороны	1	3
26	таким образом что	2	2
27	тех пор пока	2	2
28	сказать что в	1	2
29	да и не	1	2
30	внимание на то	3	2
31	о том как	1	2
32	обратите внимание на	1	2
33	по поводу этой	1	2
34	сам по себе	4	2
35	все это совершенно	1	2
36	вместе с тем	3	2
37	в это время	1	2
38	если бы мы	1	2
39	же самое что	1	2
40	так как мы	1	2
41	одна и та	1	2
42	с другой стороны	1	2
43	и той же	1	2
44	именно в том	1	2
45	таким образом в	1	2
46	что может быть	1	2
47	в то время	1	2
48	не только не	3	2
49	и в самом	1	2
50	речь идет о	1	2
51	что это не	1	2
52	до тех пор	6	2
53	одной и той	1	2
54	и та же	1	2
55	но если бы	1	2
56	и т д	3	2
57	в сущности есть	1	1
58	что иное как	2	1
59	в высокой степени	2	1
60	а не в	1	1
61	то следовало бы	1	1
62	по отношению к	8	1
63	ответить на этот	1	1
64	равно как и	2	1
65	подобно тому как	2	1
66	он может быть	1	1
67	в том и	2	1
68	потому что не	1	1
69	мы не можем	3	1
70	допустим что в	1	1
71	что речь идет	1	1
72	имеет в виду	1	1
73	в таком случае	2	1
74	переходя от одного	1	1
75	в той же	1	1
76	мы должны признать	1	1
77	при этом мы	1	1
78	что все эти	1	1
79	мы могли бы	2	1
80	не было бы	1	1
81	и таким образом	3	1
82	с тем что	4	1
83	человеческой природы и	1	1
84	том и другом	1	1
85	по поводу этого	1	1
86	та и другая	1	1
87	то же время	3	1
88	и не может	1	1
89	на этот вопрос	2	1
90	и здесь мы	1	1
91	одно с другим	1	1
92	что все это	1	1
93	по себе может	1	1
94	со всех сторон	1	1
95	этот вопрос можно	1	1
96	и что это	1	1
97	в своем развитии	2	1
98	то есть что	1	1
99	а нечто совсем	1	1
100	и из этого	1	1
101	или как говорит	1	1
102	то что она	2	1
103	чтобы ответить на	1	1
104	на первый взгляд	1	1
105	вовсе не то	1	1
106	и без него	1	1
107	и к тому	1	1
108	это не так	1	1
109	в себе всю	1	1
110	в свою очередь	1	1
111	то что все	1	1
112	дело в том	1	1
113	друг к другу	1	1
114	и так как	1	1
115	бы не было	2	1
116	а может быть	1	1
117	с психологической стороны	1	1
118	из которых для	1	1
119	очевидно что в	2	1
120	не может быть	5	1
121	что в сущности	1	1
122	на наших глазах	1	1
123	не что иное	2	1
124	и вместе с	1	1
125	бы это было	1	1
126	всего того что	1	1
127	ничего общего с	1	1
128	тем и другим	3	1
129	то есть в	2	1
130	да и мы	1	1
131	между тем и	3	1
132	надо было бы	1	1
133	можно сказать что	4	1
134	с тем и	2	1
135	новый и глубокий	1	1
136	как во сне	1	1
137	в то же	3	1
138	тем самым мы	1	1
139	в каком отношении	1	1
140	что этот образ	1	1
141	быть не может	1	1
142	мы тем самым	1	1
143	что и в	2	1
144	так или иначе	2	1
145	как бы он	1	1
146	на одном из	1	1
