N	3gram	Losev_Vlad_1	Problemy
1	не может быть	3	8
2	и не может	1	7
3	то же время	4	5
4	в то же	4	5
5	в самом деле	1	4
6	более или менее	3	3
7	как раз и	2	3
8	как мы увидим	2	3
9	ведь и сам	1	3
10	с другой стороны	3	3
11	нам кажется что	1	3
12	а следовательно и	1	2
13	нет и не	1	2
14	дело в том	4	2
15	мы уже сказали	2	2
16	в этом смысле	4	2
17	ту же тему	1	2
18	в том что	7	2
19	но в то	1	2
20	в одной плоскости	1	2
21	о том что	7	2
22	в свое время	5	2
23	можно сказать что	2	2
24	на этом мы	1	2
25	как мы уже	3	2
26	жизни и мысли	1	2
27	выходят за пределы	1	2
28	и в конце	1	1
29	а не к	1	1
30	но как раз	1	1
31	в известной степени	1	1
32	вовсе не был	2	1
33	в котором он	1	1
34	также и в	1	1
35	том что он	2	1
36	в том же	1	1
37	себя в известной	1	1
38	мы не будем	1	1
39	и в то	2	1
40	на самом же	1	1
41	в письме к	8	1
42	мысли и слова	1	1
43	так что и	1	1
44	одно и то	1	1
45	его жизнь в	1	1
46	но во всем	1	1
47	с одной стороны	1	1
48	в конце концов	3	1
49	и то же	1	1
50	который как мы	1	1
51	так или иначе	1	1
52	в связи с	1	1
53	потому что она	1	1
54	это конечно не	1	1
55	к тому же	2	1
56	во всяком случае	2	1
57	же деле это	1	1
58	но только в	1	1
59	до настоящего времени	1	1
60	о нем в	1	1
61	самом же деле	1	1
62	не в одном	1	1
63	одной плоскости с	1	1
64	что как раз	1	1
65	у него в	1	1
66	важное место и	1	1
67	так и в	1	1
68	и вместе с	1	1
69	другой стороны мы	1	1
70	но нас здесь	1	1
71	не только в	2	1
72	он никогда не	1	1
73	не в этом	1	1
74	и к своему	1	1
75	в его доме	1	1
76	к тому что	1	1
77	дело не в	1	1
78	лицом к лицу	1	1
79	в жизни и	1	1
