N	3gram	Potebnia_M_1	Narrotol
1	не только в	3	6
2	в том что	13	5
3	то же время	3	4
4	и тем самым	1	4
5	в то же	3	4
6	не может быть	9	4
7	по отношению к	13	3
8	подобно тому как	3	3
9	в этом отношении	1	3
10	для того чтобы	2	3
11	в первом случае	1	3
12	тем не менее	6	3
13	о том что	1	2
14	до сих пор	1	2
15	сами по себе	1	2
16	друг на друга	1	2
17	но и в	4	2
18	заключает в себе	2	2
19	как если бы	1	2
20	в этом месте	1	2
21	может быть не	1	2
22	в связи с	1	2
23	дело в том	2	2
24	и все же	1	2
25	во всяком случае	1	2
26	в свою очередь	4	2
27	на то что	1	2
28	и того же	2	1
29	что иное как	2	1
30	это могло бы	1	1
31	сменяющие друг друга	1	1
32	и в жизни	1	1
33	только потому что	2	1
34	нам только в	1	1
35	мере того как	3	1
36	более или менее	1	1
37	имеют для них	1	1
38	в ответ на	1	1
39	по мере того	3	1
40	не могла бы	2	1
41	с другой стороны	5	1
42	с точки зрения	3	1
43	и не только	1	1
44	в разные времена	2	1
45	потому что на	3	1
46	сам по себе	1	1
47	в его душе	1	1
48	бы то ни	2	1
49	только то что	1	1
50	том что именно	1	1
51	что не только	2	1
52	из того что	1	1
53	но и самого	1	1
54	точно так же	1	1
55	она может быть	1	1
56	по крайней мере	2	1
57	в ней не	1	1
58	жизни но и	1	1
59	только в слове	1	1
60	как и в	2	1
61	то ни было	1	1
62	рода но и	1	1
63	с одной стороны	3	1
64	точки зрения но	1	1
65	но при этом	1	1
66	и потому что	2	1
67	том как именно	1	1
68	и совершенно не	1	1
69	и как бы	3	1
70	потому что в	4	1
71	еще и потому	1	1
72	столь же мало	1	1
73	лишь в том	1	1
74	а не в	1	1
75	на рубеже двух	1	1
76	останется для нас	1	1
77	не мог бы	1	1
78	мы не можем	1	1
79	то что мы	1	1
80	свою очередь не	1	1
81	имея в виду	1	1
82	само по себе	4	1
83	это все равно	1	1
84	но все же	1	1
85	одного и того	2	1
86	друг от друга	2	1
87	если бы не	2	1
88	к тому что	2	1
89	на самом деле	1	1
90	по себе а	1	1
91	и не могло	1	1
92	стало быть не	1	1
93	и т д	4	1
94	как мы видели	1	1
95	никак не могло	1	1
