N	3gram	Vygotskiy__2	Literetu
1	в этом отношении	3	5
2	в отличие от	3	5
3	к тому же	1	5
4	по отношению к	5	4
5	в данном случае	3	4
6	с одной стороны	7	4
7	о том что	4	4
8	в том что	21	4
9	я и ты	1	3
10	в том числе	3	3
11	с точки зрения	18	3
12	не может быть	6	3
13	состоит в том	3	2
14	в самом деле	4	2
15	подобно тому как	2	2
16	какого бы то	1	2
17	то же самое	2	2
18	одной стороны и	2	2
19	не в одном	1	2
20	бы то ни	1	2
21	из того что	4	2
22	том числе и	3	2
23	и в частности	1	2
24	в целом и	1	2
25	в том чтобы	4	2
26	то ни было	1	2
27	с другой стороны	1	2
28	и тем самым	1	2
29	и в самом	2	2
30	той или иной	1	2
31	на то что	6	2
32	в другом месте	2	1
33	того же самого	1	1
34	в той или	1	1
35	здесь может быть	1	1
36	может быть вообще	1	1
37	на самом деле	2	1
38	речевого общения между	1	1
39	о том как	1	1
40	и к тому	1	1
41	друг от друга	2	1
42	только в том	1	1
43	хотя бы и	2	1
44	а также в	1	1
45	вместе с ней	1	1
46	того что автор	1	1
47	то что в	1	1
48	именно в этом	1	1
49	с ней в	1	1
50	и то что	1	1
51	в процессе своего	1	1
52	в истинном смысле	2	1
53	как раз в	2	1
54	который может быть	1	1
55	то что для	1	1
56	решающее значение для	1	1
57	и только в	1	1
58	в связи с	6	1
59	вопрос о том	2	1
60	ее возникновения и	1	1
61	мы все время	1	1
62	для того чтобы	10	1
63	этой точки зрения	1	1
64	более или менее	2	1
65	только на то	1	1
66	по существу это	1	1
67	и т.д но	1	1
68	от жизни а	1	1
69	ничего общего с	1	1
70	по аналогии со	1	1
71	не только не	1	1
72	в конечном счете	4	1
73	до какой степени	1	1
74	или иной мере	1	1
75	сама по себе	2	1
76	это не только	1	1
77	данном случае не	1	1
78	в целом как	1	1
