N	2gram	Voloshinov_1	Hudozhes
1	том что	3	16
2	и в	38	14
3	так и	6	13
4	не только	27	12
5	при этом	9	12
6	о том	4	12
7	в том	2	12
8	а не	6	12
9	в себе	9	11
10	в этом	10	11
11	прежде всего	21	11
12	в своей	2	10
13	для него	3	10
14	то же	14	9
15	как и	10	9
16	что он	2	9
17	в качестве	4	9
18	у него	1	9
19	в этой	6	8
20	как в	2	8
21	то что	8	8
22	же время	7	8
23	ничего не	8	8
24	в его	6	8
25	между тем	3	8
26	в то	9	8
27	еще не	3	7
28	это не	3	7
29	не в	6	7
30	к тому	4	7
31	быть может	3	7
32	уже не	4	7
33	именно в	1	7
34	не может	12	7
35	как бы	28	7
36	а в	5	7
37	в первой	2	6
38	человека в	2	6
39	было бы	7	6
40	никогда не	7	6
41	что в	1	6
42	самом деле	4	5
43	с его	7	5
44	перед нами	3	5
45	но в	5	5
46	об этом	3	5
47	ни в	1	5
48	точки зрения	10	5
49	не менее	1	5
50	и его	7	5
51	потому что	5	5
52	и он	2	5
53	можно было	4	5
54	во второй	3	5
55	только в	6	5
56	друг друга	2	5
57	может быть	13	5
58	но и	13	5
59	в частности	3	5
60	в этих	2	5
61	жизни и	3	5
62	мы уже	10	4
63	он уже	1	4
64	и о	1	4
65	в ней	8	4
66	столь же	1	4
67	в своем	1	4
68	и к	4	4
69	в действительности	1	4
70	то в	1	4
71	в самом	4	4
72	та же	3	4
73	на то	1	4
74	он не	2	4
75	и с	5	4
76	несмотря на	2	4
77	тем не	1	4
78	тому что	5	4
79	с ним	2	4
80	она не	1	4
81	в русской	1	4
82	по своей	2	4
83	связи с	3	4
84	как будто	1	4
85	и это	7	4
86	можно сказать	4	4
87	того что	4	4
88	один из	4	4
89	себя в	4	4
90	из них	3	4
91	в конце	6	4
92	как раз	1	4
93	не было	2	4
94	и все	4	4
95	и от	7	4
96	с точки	5	3
97	не имеют	1	3
98	говорить о	1	3
99	в мире	2	3
100	и на	6	3
101	в ее	3	3
102	отнюдь не	10	3
103	как к	1	3
104	все же	7	3
105	в нем	4	3
106	на этом	1	3
107	лишь в	4	3
108	его в	4	3
109	в предыдущей	2	3
110	с этим	2	3
111	в своих	2	3
112	ничем не	1	3
113	все эти	2	3
114	та или	1	3
115	или иная	1	3
116	тем что	2	3
117	этом отношении	2	3
118	что при	1	3
119	как мы	9	3
120	того чтобы	7	3
121	и когда	2	3
122	что у	3	3
123	еще в	1	3
124	если бы	4	3
125	русской литературе	1	3
126	же в	1	3
127	в литературе	1	3
128	но не	2	3
129	будто бы	1	3
130	и даже	3	3
131	со стороны	1	3
132	превращается в	1	3
133	в связи	2	3
134	по своему	3	3
135	и для	3	3
136	или не	1	3
137	может и	1	3
138	в таком	1	3
139	я и	2	2
140	говоря о	1	2
141	например в	1	2
142	же как	1	2
143	на самом	3	2
144	только потому	2	2
145	другому человеку	1	2
146	в их	1	2
147	той же	5	2
148	для своего	1	2
149	мы не	9	2
150	вопрос о	2	2
151	жизни как	1	2
152	слово не	4	2
153	к своему	4	2
154	не нужно	2	2
155	же мере	1	2
156	и личность	1	2
157	но как	2	2
158	если в	1	2
159	конечном счете	1	2
160	себе и	2	2
161	в одной	1	2
162	в художественном	1	2
163	как нам	1	2
164	хотя и	3	2
165	или иную	3	2
166	в литературном	1	2
167	в целом	4	2
168	только на	3	2
169	как он	1	2
170	так сказать	4	2
171	на его	5	2
172	наш взгляд	1	2
173	ключ к	1	2
174	характер в	1	2
175	на наш	2	2
176	заключает в	4	2
177	однако в	2	2
178	под воздействием	2	2
179	значительной степени	2	2
180	речь в	1	2
181	в другом	1	2
182	ясно что	2	2
183	того или	5	2
184	уже знаем	1	2
185	по себе	1	2
186	одной из	2	2
187	все равно	1	2
188	должно быть	2	2
189	ни единого	1	2
190	в следующем	1	2
191	что я	1	2
192	сих пор	2	2
193	все это	4	2
194	как от	1	2
195	каждого отдельного	1	2
196	бы на	1	2
197	не о	1	2
198	одна из	1	2
199	слова как	2	2
200	глядя на	1	2
201	заметить что	2	2
202	на него	4	2
203	внутренней жизни	3	2
204	про себя	2	2
205	не знаем	4	2
206	личность не	1	2
207	все еще	1	2
208	литературного творчества	2	2
209	у себя	2	2
210	здесь не	2	2
211	характер и	1	2
212	в себя	1	2
213	в речи	1	2
214	о своей	4	2
215	на вопрос	1	2
216	и поэтому	3	2
217	никак не	1	2
218	и что	1	2
219	до сих	1	2
220	в значительной	2	2
221	в конечном	1	2
222	и смысловой	1	2
223	в форме	6	2
224	тот момент	1	2
225	в него	1	2
226	с ними	1	2
227	от лица	2	2
228	и потому	2	2
229	и так	6	2
230	человечества с	1	2
231	так что	1	2
232	слова в	5	2
233	в начале	3	2
234	не стал	1	2
235	за ним	1	2
236	ту или	3	2
237	в зеркале	1	2
238	влияние на	4	2
239	это прежде	1	2
240	с той	1	2
241	действующих лиц	1	2
242	а с	5	2
243	в данной	3	2
244	ближе к	1	2
245	эти слова	8	2
246	что же	8	2
247	да и	4	2
248	и не	14	2
249	с этой	1	2
250	еще раз	1	2
251	своей жизни	5	2
252	нет ничего	2	2
253	и ушел	1	2
254	в результате	1	2
255	о котором	1	2
256	ни к	2	2
257	человека не	4	2
258	не знает	3	2
259	или иного	5	2
260	это так	1	2
261	но еще	1	2
262	смысле слова	1	1
263	можно говорить	1	1
264	относится и	1	1
265	человека и	1	1
266	достаточно вспомнить	1	1
267	и то	3	1
268	своей основной	1	1
269	это и	1	1
270	он почувствовал	1	1
271	за собой	1	1
272	и до	1	1
273	на две	1	1
274	жизни ее	1	1
275	ведь и	2	1
276	и творческой	1	1
277	долгое время	3	1
278	также и	2	1
279	его не	2	1
