N	4gram	Losev_Prob_3	Formalny
1	не может быть и	1	3
2	бы она ни была	2	3
3	может быть и речи	1	3
4	и то и другое	1	2
5	в том смысле что	3	2
6	может быть даже и	1	1
7	языка из всего этого	1	1
8	ни в чем не	2	1
9	выдвинуть на первый план	1	1
10	в том или ином	2	1
11	не что иное как	4	1
12	только в связи с	1	1
13	если же мы возьмем	1	1
14	во что бы то	1	1
15	то же и в	1	1
16	не чем иным как	1	1
17	в связи с теми	1	1
18	и в этом понятии	1	1
19	у нас не было	1	1
20	и в этом случае	3	1
21	же в таком случае	1	1
22	что бы то ни	1	1
23	бы то ни стало	1	1
24	есть не что иное	4	1
25	является не чем иным	1	1
