N	3gram	Bakhtin_Pr_1	Myshleni
1	в том что	6	21
2	с точки зрения	13	18
3	для того чтобы	1	10
4	в высшей степени	1	7
5	заключается в том	1	7
6	в зависимости от	5	6
7	во всяком случае	3	6
8	не может быть	4	6
9	по отношению к	8	5
10	можно было бы	2	5
11	на этот вопрос	1	5
12	по сравнению с	1	5
13	в самом деле	2	4
14	о том что	1	4
15	как мы уже	1	3
16	в данном случае	2	3
17	мы уже говорили	1	3
18	в этом отношении	3	3
19	в другом месте	1	2
20	более или менее	1	2
21	по ту сторону	2	2
22	на самом деле	4	2
23	подобно тому как	3	2
24	в сущности ничего	1	2
25	в этом смысле	10	2
26	потому что он	1	2
27	хотя бы и	2	2
28	он говорит сам	1	2
29	с таким же	1	2
30	не потому что	1	2
31	сущности ничего не	1	2
32	само по себе	3	2
33	пробным камнем для	1	2
34	то же самое	1	2
35	мы думаем что	1	2
36	сама по себе	1	2
37	друг с другом	1	2
38	таким же успехом	1	2
39	друг к другу	1	1
40	мы видим не	1	1
41	что она не	3	1
42	зависимости от того	1	1
43	этой точки зрения	1	1
44	дело в том	1	1
45	отношению к себе	1	1
46	более сложном отношении	1	1
47	имеем в виду	1	1
48	мы должны были	1	1
49	в том и	1	1
50	он не может	1	1
51	ничем не отличается	1	1
52	именно потому что	2	1
53	но с таким	1	1
54	до сих пор	2	1
55	в своей книге	1	1
56	говорит он что	1	1
57	не входит в	3	1
58	из которых ни	1	1
59	бы то ни	2	1
60	не могло бы	1	1
61	только то что	2	1
62	самим по себе	1	1
63	то что в	1	1
64	точно так же	1	1
65	во всей его	2	1
66	на первом месте	1	1
67	глубокое и верное	1	1
68	живым существом и	2	1
69	как если бы	1	1
70	то и другое	1	1
71	этом смысле он	1	1
72	в этой форме	2	1
73	и в частности	1	1
74	в результате такого	1	1
75	там где он	1	1
76	не в том	1	1
77	не только его	1	1
78	сами по себе	3	1
79	то ни было	1	1
80	таким образом и	1	1
81	прежде всего чисто	1	1
82	и не могут	1	1
83	отсюда следует что	1	1
84	и только в	1	1
85	не могут быть	1	1
86	по этому пути	1	1
87	его к тому	1	1
88	с ним и	2	1
89	перед нами в	1	1
90	могла бы быть	1	1
91	с другой стороны	3	1
92	но на самом	1	1
93	так же как	1	1
94	не в одном	1	1
95	не отличается от	1	1
96	что же это	1	1
97	по себе не	1	1
98	у него в	1	1
99	она не может	1	1
100	в идеалистической философии	1	1
101	дело идет о	3	1
102	с самого начала	1	1
103	не только не	1	1
104	как бы ни	1	1
105	можно сказать что	1	1
106	но что же	1	1
107	мы имеем в	1	1
108	то что для	1	1
109	то же что	3	1
110	как одна из	1	1
111	это не только	1	1
112	в известном смысле	1	1
113	том что он	4	1
114	там где она	1	1
115	связи с этой	1	1
116	с другими сознаниями	3	1
117	точку зрения на	2	1
118	как мы видели	1	1
