N	3gram	Vygotskiy__4	Dialekti
1	и т д	2	23
2	с точки зрения	4	14
3	в таком случае	1	10
4	не только не	2	7
5	что иное как	1	6
6	не может быть	1	6
7	не что иное	1	6
8	в самом деле	7	5
9	сам по себе	2	5
10	о том что	10	5
11	подобно тому как	1	4
12	то время как	2	4
13	в то время	2	4
14	сама по себе	3	4
15	сами по себе	3	3
16	с одной стороны	3	3
17	в том что	12	3
18	ни в каком	1	3
19	то что мы	3	3
20	на то что	6	3
21	потому что его	1	2
22	но это значит	1	2
23	из того что	1	2
24	точно так же	3	2
25	с этой точки	1	2
26	так как все	1	2
27	так же как	3	2
28	и в этом	3	2
29	с другой стороны	2	2
30	что это не	2	2
31	во всяком случае	3	2
32	этой точки зрения	1	2
33	мы не можем	1	2
34	и не надо	1	2
35	это и есть	3	2
36	что это есть	1	2
37	и что она	1	2
38	к тому что	5	2
39	том что у	2	2
40	к тому же	2	2
41	так или иначе	1	2
42	таким образом что	2	1
43	как я уже	1	1
44	и той же	2	1
45	на наших глазах	1	1
46	на самом деле	5	1
47	самом деле если	1	1
48	внимание на то	2	1
49	то же самое	6	1
50	мы вовсе не	1	1
51	же как и	1	1
52	до сих пор	3	1
53	и не может	1	1
54	и в то	1	1
55	и которая в	1	1
56	по себе и	2	1
57	и та же	2	1
58	характера и что	1	1
59	что взгляд на	1	1
60	и в частности	2	1
61	и для этого	1	1
62	и что в	3	1
63	и это что-то	1	1
64	если бы мы	2	1
65	что она и	1	1
66	и что он	2	1
67	но может быть	2	1
68	тот факт что	1	1
69	после этого в	1	1
70	на одной из	1	1
71	мы воспринимаем не	1	1
72	ни на одной	1	1
73	превращает их в	2	1
74	так как мы	2	1
75	то что все	1	1
76	мы никогда не	3	1
77	как раз на	1	1
78	одна и та	2	1
79	и так как	1	1
80	я не могу	1	1
81	и что этот	1	1
82	должны признать что	1	1
83	есть не просто	1	1
84	и таким образом	1	1
85	нет никакой возможности	2	1
86	а то что	1	1
87	то же время	1	1
88	в нем нет	2	1
89	мы находимся в	1	1
90	что в сущности	1	1
91	вовсе не в	1	1
92	только одна из	1	1
93	как это и	1	1
94	что в ней	2	1
95	жизни и смерти	1	1
96	во всем этом	1	1
97	не забудем что	1	1
98	и никогда не	1	1
99	в конечном счете	1	1
100	бы то ни	1	1
101	речь идет о	2	1
102	то ни было	1	1
103	с этой стороны	1	1
104	себе ни малейшего	1	1
105	в то же	1	1
106	мы приходим к	1	1
107	в глубине души	1	1
108	одной и той	2	1
109	это не просто	3	1
110	все той же	1	1
111	уже о том	1	1
112	время как на	1	1
113	что и в	1	1
114	не больше чем	1	1
