N	3gram	Vinokur_Ku_3	Komedia
1	до сих пор	8	9
2	в том что	8	9
3	в самом деле	11	6
4	для того чтобы	11	6
5	в свою очередь	1	6
6	в то же	1	4
7	о том что	3	4
8	то же время	1	4
9	к тому же	2	4
10	по отношению к	2	3
11	с точки зрения	16	3
12	и т п	41	3
13	вместе с тем	1	3
14	в связи с	4	3
15	во всяком случае	1	3
16	до тех пор	4	3
17	и в самом	4	3
18	с одной стороны	4	3
19	тем не менее	9	3
20	то же самое	1	3
21	хотя и не	1	2
22	само собой разумеется	1	2
23	в какой мере	2	2
24	в этом случае	4	2
25	что он не	1	2
26	наряду с этим	1	2
27	бы то ни	1	2
28	только для того	1	2
29	т е в	1	2
30	с другой стороны	3	2
31	то обстоятельство что	3	2
32	в то время	1	2
33	в конечном счете	1	2
34	речь шла о	1	2
35	но все же	1	2
36	что и в	2	2
37	именно потому что	1	2
38	таким образом если	1	1
39	потому что он	1	1
40	я мог бы	1	1
41	и к тому	1	1
42	на себя внимание	2	1
43	с тем как	1	1
44	чуть ли не	1	1
45	более или менее	2	1
46	не говоря уже	2	1
47	в том числе	2	1
48	сих пор еще	3	1
49	говоря уже о	2	1
50	не дает и	1	1
51	и в то	1	1
52	в зависимости от	7	1
53	в отличие от	2	1
54	в первую очередь	3	1
55	и если бы	1	1
56	и не может	1	1
57	не о чем	1	1
58	с этой точки	1	1
59	по крайней мере	1	1
60	из этих слов	1	1
61	было до сих	1	1
62	на мой взгляд	3	1
63	и после этого	1	1
64	обращает на себя	1	1
65	в том чтобы	3	1
66	в первом случае	2	1
67	же самое что	1	1
68	ответа на вопрос	1	1
69	зависимости от того	3	1
70	дома т е	1	1
71	и в отношении	1	1
72	пор еще не	1	1
73	то что он	1	1
74	а в ее	1	1
75	этой точки зрения	1	1
76	речь идет здесь	1	1
77	на русский язык	2	1
78	и о том	1	1
79	однако в том	1	1
80	так и в	3	1
81	те моменты в	1	1
82	и остается в	1	1
83	о котором он	1	1
84	именно к этой	1	1
85	тому что она	1	1
86	не с точки	1	1
87	мы имеем в	1	1
88	по тому что	1	1
89	если бы не	2	1
90	после того как	4	1
91	она не могла	1	1
92	по этому поводу	1	1
93	к тому что	1	1
94	друг от друга	1	1
95	т е о	1	1
96	и в этом	4	1
97	так как он	2	1
98	не имеет ничего	1	1
99	и т д	8	1
100	что речь идет	1	1
101	в свое время	2	1
