N	2gram	Medvedev_F_2	Literetu
1	не только	9	24
2	при этом	9	19
3	в качестве	2	17
4	но и	13	17
5	в том	11	16
6	а не	6	16
7	том что	2	14
8	может быть	23	13
9	сознания в	1	12
10	и не	20	12
11	в этом	27	12
12	в своем	1	11
13	состоит в	2	11
14	прежде всего	15	11
15	такого рода	1	10
16	то что	6	10
17	или иначе	1	9
18	в целом	3	8
19	так или	1	8
20	не в	15	8
21	и в	38	8
22	произведение искусства	2	8
23	только в	6	8
24	как это	2	8
25	отказ от	1	7
26	как бы	4	7
27	в себе	1	7
28	не менее	1	7
29	в его	10	7
30	уже не	7	7
31	как и	9	6
32	точки зрения	8	6
33	и сам	1	6
34	того что	3	6
35	связи с	13	6
36	одним из	1	5
37	то же	6	5
38	отличие от	2	5
39	как в	4	5
40	не столько	4	5
41	в отличие	2	5
42	в то	5	5
43	для себя	1	5
44	же время	5	5
45	же в	1	5
46	что он	5	5
47	уже в	2	5
48	не может	14	5
49	в данном	1	5
50	с его	11	5
51	тем самым	2	5
52	в своей	7	4
53	столь же	2	4
54	но не	2	4
55	в этой	6	4
56	в художественном	2	4
57	все же	8	4
58	по преимуществу	5	4
59	не как	4	4
60	с собой	1	4
61	лишь в	7	4
62	литературного произведения	3	4
63	для этого	2	4
64	и его	21	4
65	ведет к	1	4
66	данном случае	1	4
67	никогда не	2	4
68	так и	8	4
69	и тем	2	4
70	из них	4	4
71	в конце	2	4
72	как раз	6	4
73	в связи	10	4
74	со стороны	2	4
75	это не	2	4
76	в своих	1	4
77	например в	3	3
78	и есть	1	3
79	тем же	3	3
80	исходит из	1	3
81	что его	1	3
82	в самом	16	3
83	бы не	1	3
84	с их	1	3
85	в принципе	1	3
86	таким образом	20	3
87	той же	1	3
88	его в	3	3
89	далеко не	1	3
90	он и	3	3
91	несмотря на	1	3
92	в их	6	3
93	но в	4	3
94	дело в	1	3
95	в основе	5	3
96	в области	3	3
97	ли не	1	3
98	всего в	2	3
99	в виду	2	3
100	в пределах	12	3
101	приводит к	2	3
102	по аналогии	2	3
103	одного из	3	3
104	сводится к	5	3
105	один из	2	3
106	и прежде	3	3
107	потому что	2	3
108	и даже	4	3
109	с другой	3	3
110	и др	3	3
111	не было	6	3
112	произведения искусства	2	3
113	да и	1	3
114	аналогии с	1	3
115	литературе в	1	3
116	жизни и	3	3
117	что в	7	3
118	а в	6	3
119	же и	2	3
120	во всяком	5	3
121	того же	1	2
122	и то	2	2
123	самом деле	8	2
124	к своей	1	2
125	из его	1	2
126	должна быть	5	2
127	и само	1	2
128	та же	2	2
129	в сущности	4	2
130	из того	1	2
131	то это	3	2
132	сознания а	1	2
133	то он	1	2
134	а только	2	2
135	отнюдь не	8	2
136	общего с	1	2
137	и нет	1	2
138	целом но	1	2
139	мысль в	1	2
140	следующим образом	1	2
141	только то	1	2
142	все эти	6	2
143	чуть ли	1	2
144	из этих	3	2
145	как он	1	2
146	в нем	13	2
147	героя с	1	2
148	поскольку он	2	2
149	же это	2	2
150	не к	2	2
151	евгения онегина	1	2
152	на этом	2	2
153	произведения с	1	2
154	поэзии и	1	2
155	самим собой	1	2
156	для нее	2	2
157	было бы	6	2
158	на почве	9	2
159	по мысли	1	2
160	для них	3	2
161	в слове	5	2
162	а как	3	2
163	всяком случае	5	2
164	с точки	7	2
165	мы в	2	2
166	в россии	1	2
167	тем не	1	2
168	даже в	2	2
169	так называемого	1	2
170	именно так	1	2
171	раз и	4	2
172	на один	2	2
173	от футуризма	1	2
174	мышления и	1	2
175	и является	1	2
176	с читателем	1	2
177	как будто	1	2
178	этом отношении	7	2
179	могут быть	6	2
180	и вполне	1	2
181	к тому	4	2
182	должен быть	1	2
183	но при	1	2
184	говоря уже	1	2
185	самим собою	1	2
186	роль в	3	2
187	читателя в	1	2
188	обращаясь к	1	2
189	является по	1	2
190	на другого	1	2
191	в другом	1	2
192	о том	1	2
193	с одной	1	2
194	не могло	1	2
195	между тем	2	2
196	во втором	7	2
197	и только	5	2
198	хотя бы	6	2
199	их не	1	2
200	по этому	2	2
201	только на	3	2
202	то и	3	2
203	что не	4	2
204	так называемый	1	2
205	что для	2	2
206	не сам	1	2
207	для него	7	2
208	себе в	1	2
209	от тех	2	2
210	тем что	8	2
211	одной стороны	1	2
212	за пределы	1	2
213	впервые становится	1	2
214	превращается в	2	2
215	не на	1	2
216	художественного целого	1	2
217	все более	2	2
218	русской литературы	1	2
219	оказывается не	1	2
220	для понимания	6	2
221	художественное произведение	2	2
222	можно было	1	2
223	не является	3	2
224	в индивидуальном	1	2
225	особого рода	1	2
226	все они	1	2
227	утверждал что	1	2
228	не есть	3	2
229	не обладает	1	2
230	не говоря	1	2
231	в искусстве	2	2
232	которая не	1	2
233	которых не	1	1
234	как известно	1	1
235	же как	3	1
236	его книге	1	1
237	он весьма	1	1
238	на самом	3	1
239	художественных произведений	1	1
240	только потому	1	1
241	идет о	2	1
242	показать что	1	1
243	языков но	1	1
244	между двумя	2	1
245	к другому	2	1
246	установка на	2	1
247	проникает в	1	1
248	оно было	1	1
249	когда это	1	1
250	и этот	1	1
251	с наукой	1	1
252	есть не	1	1
253	в историю	1	1
254	основные моменты	1	1
255	мы не	3	1
256	до него	1	1
257	как особого	1	1
258	превратилась в	1	1
259	вопрос о	1	1
260	и новые	1	1
261	нам в	1	1
262	этом не	1	1
263	не была	2	1
264	конститутивным моментом	1	1
265	художественного произведения	6	1
266	но даже	1	1
267	и самой	1	1
268	один на	1	1
269	которое в	1	1
270	зависимости от	3	1
271	это время	2	1
272	столько же	1	1
273	он был	2	1
