N	2gram	Propp_Russ_1	FransuaR
1	и в	36	41
2	то есть	3	24
3	мы уже	1	18
4	во всех	4	17
5	таким образом	6	17
6	в нем	2	16
7	и с	2	16
8	и его	1	13
9	но и	16	13
10	в этом	12	12
11	как мы	10	12
12	все эти	2	11
13	все это	6	11
14	не только	22	10
15	так как	15	10
16	и др	4	10
17	то что	6	10
18	и на	10	9
19	кроме того	1	9
20	во время	14	9
21	границы между	1	9
22	о том	8	9
23	и все	1	9
24	но в	2	8
25	в этой	1	8
26	и до	2	7
27	в них	6	7
28	как и	10	7
29	том что	19	7
30	в его	2	7
31	у него	2	7
32	в особенности	2	7
33	связаны с	3	7
34	как бы	5	7
35	что в	19	7
36	также и	1	6
37	например в	2	6
38	в году	2	6
39	в то	1	6
40	в образе	2	6
41	один из	8	6
42	мы видим	2	6
43	вместе с	10	6
44	или в	2	6
45	сказать что	1	6
46	что он	1	6
47	и он	1	5
48	с его	1	5
49	в своем	3	5
50	что это	3	5
51	в себе	1	5
52	то же	3	5
53	еще в	4	5
54	тем что	4	5
55	так и	7	5
56	и что	4	5
57	а также	3	5
58	до нас	1	5
59	из них	8	5
60	в одном	3	5
61	большинстве случаев	2	5
62	там где	2	5
63	так же	3	5
64	в той	1	5
65	того же	1	4
66	самом деле	1	4
67	в ней	2	4
68	он был	2	4
69	как в	5	4
70	и как	2	4
71	и наконец	1	4
72	та же	2	4
73	а затем	1	4
74	но они	3	4
75	в основе	1	4
76	все же	5	4
77	у нас	8	4
78	и вообще	1	4
79	с ним	2	4
80	тот же	1	4
81	уже в	1	4
82	в большинстве	2	4
83	кн iii	1	4
84	земли и	1	4
85	о котором	1	4
86	а в	9	4
87	не может	4	4
88	все что	1	4
89	они были	2	3
90	в чем	1	3
91	как у	1	3
92	с этим	2	3
93	перед нами	1	3
94	в первом	1	3
95	земля и	1	3
96	при этом	6	3
97	и сам	1	3
98	связанных с	1	3
99	на все	2	3
100	было бы	1	3
101	весь мир	1	3
102	в ад	1	3
103	и их	4	3
104	нас не	2	3
105	к этим	1	3
106	когда они	1	3
107	потому что	10	3
108	только с	1	3
109	этом отношении	1	3
110	в духе	1	3
111	они и	2	3
112	здесь он	1	3
113	те же	1	3
114	никак не	1	3
115	к нему	1	3
116	во втором	1	3
117	того что	4	3
118	мы увидим	8	3
119	только в	4	3
120	поэтому и	1	3
121	в начале	1	3
122	есть в	1	3
123	до того	2	3
124	в целях	3	3
125	что не	1	3
126	связано с	1	3
127	и самый	1	3
128	но оно	1	3
129	не были	2	3
130	в данном	1	3
131	в первой	1	3
132	и смерти	1	3
133	и не	6	3
134	но это	4	3
135	и для	2	3
136	в третьем	1	3
137	между ними	1	3
138	жизни и	1	3
139	они не	1	3
140	как известно	2	2
141	тех же	1	2
142	из самых	1	2
143	с точки	3	2
144	должна быть	1	2
145	включая и	1	2
146	мы не	6	2
147	не будем	3	2
148	говорить о	1	2
149	природы и	2	2
150	землю и	1	2
151	но не	2	2
152	что они	7	2
153	в истории	1	2
154	точки зрения	3	2
155	что именно	2	2
156	и различные	1	2
157	хотя и	2	2
158	и те	3	2
159	как он	2	2
160	он не	1	2
161	всех этих	2	2
162	на этом	3	2
163	как они	2	2
164	что все	1	2
165	значение в	1	2
166	повод для	1	2
167	мы видели	1	2
168	в развитии	1	2
169	одного и	1	2
170	из этих	4	2
171	но если	1	2
172	представление о	3	2
173	они уже	1	2
174	но эта	1	2
175	в другие	8	2
176	их в	3	2
177	для этого	2	2
178	тогда когда	1	2
179	что их	1	2
180	так что	2	2
181	связи с	4	2
182	не могут	1	2
183	в области	3	2
184	в эти	4	2
185	данном случае	1	2
186	в дальнейшем	2	2
187	что дело	1	2
188	возможно что	1	2
189	но здесь	1	2
190	внимание на	1	2
191	рождения и	1	2
192	для нового	1	2
193	между тем	7	2
194	и во	1	2
195	на которой	1	2
196	в народе	1	2
197	что если	1	2
198	и нового	2	2
199	каждый из	1	2
200	может быть	8	2
201	в форме	1	2
202	мы еще	1	2
203	этой роли	1	2
204	до конца	2	2
205	которых мы	1	2
206	не на	2	2
207	а не	2	2
208	на весь	2	2
209	или с	1	2
210	в частности	2	2
211	начиная с	3	2
212	и потому	2	2
213	как это	8	2
214	не был	1	2
215	что мы	1	2
216	для нас	6	2
217	от него	1	2
218	в этих	3	2
219	в том	17	2
220	и у	5	2
221	в эпосе	1	2
222	в народной	2	2
223	это все	1	2
224	есть и	1	2
225	и другие	13	2
226	того времени	1	2
227	мы начнем	1	1
228	ту же	1	1
229	переходит к	1	1
230	на самом	2	1
231	тем же	1	1
232	между двумя	2	1
233	он уже	1	1
234	с таким	1	1
235	в их	4	1
236	встречается и	2	1
237	в несколько	1	1
238	полагает что	6	1
239	не во	1	1
240	из своих	1	1
241	чтобы не	1	1
242	этих четырех	1	1
243	земля в	1	1
244	не вполне	1	1
245	этом так	1	1
246	непосредственное влияние	1	1
247	они связаны	1	1
248	жизни как	1	1
249	этим словом	1	1
250	в самих	2	1
251	ему в	1	1
252	зависимости от	1	1
253	мы здесь	1	1
254	состоят из	2	1
255	в xix	10	1
256	еще не	4	1
257	и много	1	1
258	на них	1	1
259	между собой	2	1
260	всем этим	1	1
261	далее в	2	1
262	в различных	2	1
263	друг к	2	1
264	значение и	2	1
265	к слову	2	1
266	по отношению	1	1
267	себе и	1	1
268	не просто	2	1
269	значение имеет	1	1
270	описывает его	1	1
271	сочетается с	1	1
272	связывали с	1	1
273	в веселый	1	1
274	там же	5	1
275	в приведенном	1	1
276	что по	4	1
277	и к	3	1
278	еще упомянуть	2	1
279	следующим образом	4	1
280	в этот	10	1
281	и питье	1	1
282	в которой	1	1
283	точку зрения	1	1
284	с корнем	2	1
285	в целом	2	1
286	в нашем	2	1
287	во многих	5	1
288	думать что	3	1
289	корову за	1	1
290	и стало	1	1
291	небо но	1	1
292	связанные с	3	1
293	оно было	1	1
294	он должен	1	1
295	не как	1	1
296	и по	8	1
297	встречаются в	2	1
298	с собой	4	1
299	с такими	1	1
300	но все	3	1
301	в каждом	2	1
302	с постоянными	1	1
303	их и	3	1
304	и мотивы	1	1
305	не позволяют	1	1
306	его в	1	1
307	и других	7	1
308	о народных	2	1
309	в уже	3	1
310	характер этого	2	1
311	падает на	1	1
312	должен был	1	1
313	и тем	1	1
314	основаны все	1	1
315	в жизни	2	1
316	поэтому они	1	1
317	далеко не	3	1
318	на основании	1	1
319	с тем	8	1
320	подробно описывает	1	1
321	со своими	1	1
322	которой он	1	1
323	он и	1	1
324	несмотря на	3	1
325	чем в	2	1
326	и было	1	1
327	ряде других	1	1
328	зато в	1	1
329	и того	1	1
330	никаких признаков	2	1
331	таким же	3	1
332	особенности же	1	1
333	во времена	1	1
334	что от	2	1
335	просто в	1	1
336	представляла собой	2	1
337	место в	1	1
338	видел в	1	1
339	не столько	1	1
340	в которых	5	1
341	наибольшее значение	1	1
342	своего рода	3	1
343	сохранилось в	1	1
344	одном из	1	1
345	и эти	1	1
346	не могли	1	1
347	с четырьмя	2	1
348	при всех	1	1
349	не менее	3	1
350	и прочие	1	1
351	дело в	1	1
352	того как	5	1
353	народов в	1	1
354	составные элементы	1	1
355	зависят от	1	1
356	можно судить	1	1
357	связанными с	1	1
358	значение этого	1	1
359	не имеет	6	1
360	ничего не	3	1
361	одна из	4	1
362	на землю	1	1
363	и другими	2	1
364	и многочисленные	1	1
365	видим что	1	1
366	и нужно	1	1
367	особое значение	1	1
368	как будто	5	1
369	характерен для	1	1
370	ему не	1	1
371	не знали	2	1
372	такие же	1	1
373	ни о	1	1
374	на поле	1	1
375	необходимо также	1	1
376	могут быть	2	1
377	другие на	2	1
378	к другу	2	1
379	и другим	2	1
380	его с	4	1
381	смерти и	1	1
382	день и	2	1
383	значение как	1	1
384	если же	1	1
385	и это	1	1
386	приходит к	1	1
387	и о	1	1
388	в архиве	1	1
389	всего этого	1	1
390	iv в	1	1
391	же не	2	1
392	вина и	1	1
393	нами выше	1	1
394	то время	1	1
395	в пределах	1	1
396	чем их	1	1
397	если они	1	1
398	он так	2	1
399	у которых	2	1
400	можно было	1	1
401	мы приведем	1	1
402	и каждый	1	1
403	вокруг этого	2	1
404	в подарок	1	1
405	часто в	1	1
406	без сомнения	1	1
407	жизнь и	1	1
408	основана на	1	1
409	собой и	1	1
410	стремление к	1	1
411	и проклятия	1	1
412	об этом	9	1
413	образ этот	1	1
414	некоторых местах	1	1
415	дальнейшего развития	1	1
416	по значению	1	1
417	и здесь	2	1
418	и поэтому	2	1
419	в память	2	1
420	настоящее время	3	1
421	в глаза	1	1
422	или на	3	1
423	на что	2	1
424	после того	2	1
425	можно сказать	1	1
426	значение они	1	1
427	нас в	1	1
428	его труда	1	1
429	большое количество	1	1
430	от них	3	1
431	судить о	2	1
432	что и	7	1
433	это не	10	1
434	того в	1	1
435	паломников и	1	1
436	убеждении что	1	1
437	ночь с	1	1
438	так во	1	1
439	что здесь	1	1
440	вокруг головы	1	1
441	рассуждение о	1	1
442	дается описание	1	1
443	из всех	1	1
444	оказалось что	1	1
445	сохранения и	1	1
446	важное значение	1	1
447	с ними	5	1
448	этот вопрос	2	1
449	по свидетельству	1	1
450	и так	1	1
451	их не	2	1
452	по этому	3	1
453	плодородие земли	1	1
454	люди которые	1	1
455	тем временем	1	1
456	уже не	6	1
457	в большие	1	1
458	борьбы с	2	1
459	же но	1	1
460	до появления	1	1
461	же явления	1	1
462	свидетельствует о	1	1
463	этому вопросу	2	1
464	изображается как	4	1
465	не дает	1	1
466	есть когда	1	1
467	одно из	5	1
468	совсем другое	1	1
469	весны и	2	1
470	изображается в	1	1
471	ни в	1	1
472	говорить об	1	1
473	и должна	1	1
474	к ним	3	1
475	с лишним	1	1
476	из одной	1	1
477	мы можем	2	1
478	ее на	1	1
479	в других	11	1
480	и духовные	1	1
481	же деле	1	1
482	иначе чем	1	1
483	говорится что	3	1
484	и из	3	1
485	влияние на	1	1
486	народного творчества	2	1
487	к которому	1	1
488	именно здесь	1	1
489	еще и	1	1
490	во второй	1	1
491	такое же	2	1
