N	3gram	Medvedev_F_2	StatiiOP
1	и т д	5	21
2	в том что	2	17
3	для того чтобы	3	10
4	и т п	9	9
5	с точки зрения	7	8
6	до сих пор	1	7
7	в этом отношении	7	7
8	на самом деле	3	6
9	в данном случае	1	6
10	с другой стороны	3	6
11	во всяком случае	5	6
12	в самом деле	5	5
13	в этой области	1	5
14	не может быть	10	5
15	то же время	5	4
16	в своей статье	3	4
17	так и в	3	4
18	того или иного	4	4
19	что и в	1	4
20	в то же	5	4
21	что же касается	1	3
22	только в том	1	3
23	то или иное	1	3
24	в применении к	2	3
25	на эти вопросы	1	3
26	в том как	1	3
27	и в этом	5	3
28	ничего общего с	1	3
29	т п в	1	3
30	но все же	2	3
31	в этом случае	1	2
32	каждого из них	1	2
33	в той же	1	2
34	но и в	3	2
35	что в нем	2	2
36	может быть и	3	2
37	по крайней мере	1	2
38	при таком положении	1	2
39	но в то	1	2
40	с одной стороны	1	2
41	всяком случае в	1	2
42	так или иначе	1	2
43	не в том	3	2
44	т е в	1	2
45	чуть ли не	1	2
46	тем что в	1	2
47	мере в какой	1	2
48	же и в	1	2
49	по этому поводу	1	2
50	в том смысле	3	2
51	тем не менее	1	2
52	как и в	1	2
53	но вовсе не	1	1
54	т е уже	1	1
55	то ни стало	2	1
56	чтобы можно было	1	1
57	а не в	1	1
58	не говоря уже	1	1
59	в настоящее время	1	1
60	в таком виде	1	1
61	в этом смысле	2	1
62	не выходя за	1	1
63	например в стихотворениях	1	1
64	является не только	1	1
65	потому что не	1	1
66	во что бы	1	1
67	в одной из	1	1
68	точки зрения его	1	1
69	говоря уже о	1	1
70	в зависимости от	3	1
71	сами по себе	2	1
72	что он не	1	1
73	бы то ни	1	1
74	же время не	1	1
75	все эти утверждения	1	1
76	только то что	1	1
77	для этого прежде	1	1
78	такой же степени	1	1
79	на этот вопрос	1	1
80	может быть даже	1	1
81	только тем что	1	1
82	но ведь именно	1	1
83	в том случае	2	1
84	и в этих	1	1
85	и в других	1	1
86	это может быть	1	1
87	что бы то	1	1
88	в том чтобы	1	1
89	у нас не	1	1
90	той мере в	1	1
91	в его первоначальном	1	1
92	и в то	3	1
93	во всякой научной	1	1
94	в той мере	1	1
95	быть и речи	3	1
96	представление о языке	2	1
97	языка не может	1	1
98	во всех этих	1	1
99	но даже и	1	1
100	прежде всего необходимо	1	1
101	этого прежде всего	1	1
102	лежать в основе	1	1
103	то что он	1	1
104	выходя за пределы	1	1
105	а вовсе не	1	1
106	как общее правило	1	1
107	именно в том	1	1
108	что же это	1	1
109	таким образом в	1	1
110	и некоторые другие	1	1
111	быть даже и	1	1
112	том смысле что	2	1
113	она ни была	3	1
114	же степени как	1	1
115	смысле этого слова	1	1
116	и без того	1	1
117	хотя бы в	3	1
118	может быть признана	1	1
119	и не может	3	1
120	ни о каком	3	1
121	но все эти	1	1
122	там где у	1	1
123	же это за	1	1
124	ни в чем	2	1
125	мы говорим о	2	1
126	и философской критики	1	1
127	поэтического языка который	2	1
128	идет лишь о	1	1
129	мы приходим к	2	1
130	на язык и	1	1
131	к тому что	2	1
132	в узком смысле	1	1
133	тем обстоятельством что	1	1
134	и с тем	1	1
135	вовсе не является	1	1
136	художественного произведения в	2	1
137	и не в	2	1
138	отметить что в	1	1
139	в конце концов	2	1
140	в основе этой	2	1
