N	2gram	Vinokur_St_3	Formalny
1	т е	8	34
2	и в	25	24
3	в его	12	23
4	прежде всего	10	22
5	и не	10	20
6	так и	5	18
7	и пр	13	17
8	точки зрения	7	16
9	не может	7	16
10	в этом	24	15
11	в нем	1	14
12	может быть	19	14
13	таким образом	10	13
14	на почве	5	13
15	с точки	4	13
16	и т	8	12
17	в своем	1	11
18	как и	4	11
19	в своей	4	11
20	в их	3	11
21	не менее	2	11
22	должно быть	1	11
23	в ней	4	10
24	то же	5	10
25	вовсе не	2	10
26	и ее	2	10
27	и его	3	10
28	и их	1	10
29	а не	5	10
30	в то	7	9
31	все это	8	9
32	и на	6	8
33	как в	6	8
34	т д	2	8
35	и с	4	8
36	лишь в	4	8
37	не в	6	8
38	литературы в	1	8
39	же время	3	8
40	в ее	1	8
41	произведения и	2	8
42	именно в	1	8
43	то что	12	8
44	в свою	2	8
45	на самом	1	7
46	должна быть	1	7
47	с ее	2	7
48	не только	12	7
49	место в	6	7
50	жизни и	1	7
51	в содержании	1	7
52	до конца	3	7
53	но и	9	7
54	отношения к	1	6
55	еще не	2	6
56	самом деле	2	6
57	более или	1	6
58	в целом	4	6
59	все эти	3	6
60	в этой	14	6
61	как бы	6	6
62	или менее	1	6
63	свою очередь	1	6
64	на основе	2	6
65	в пределах	1	6
66	и здесь	3	6
67	до сих	2	6
68	в том	20	6
69	было бы	7	6
70	в живом	1	6
71	сих пор	2	6
72	направления в	1	6
73	и все	1	6
74	а в	6	6
75	хотя бы	1	5
76	во всех	2	5
77	но в	5	5
78	в самом	2	5
79	по себе	1	5
80	не могло	1	5
81	и до	1	5
82	у нас	4	5
83	должен быть	2	5
84	как мы	2	5
85	в литературе	1	5
86	того что	5	5
87	со стороны	3	5
88	с другой	5	5
89	и др	4	5
90	формы и	1	5
91	на западе	1	4
92	с его	3	4
93	в истории	1	4
94	независимо от	5	4
95	и к	4	4
96	в которой	4	4
97	не как	2	4
98	не из	1	4
99	и может	2	4
100	как о	2	4
101	друг друга	1	4
102	как на	6	4
103	при таком	1	4
104	никогда не	2	4
105	если бы	4	4
106	для этого	2	4
107	в формах	1	4
108	всяком случае	4	4
109	с одной	2	4
110	конечно не	1	4
111	т п	6	4
112	одной стороны	3	4
113	литература в	1	4
114	в связи	3	4
115	в частности	1	4
116	этой последней	1	4
117	с этой	3	4
118	что в	19	4
119	к этой	2	4
120	так же	1	4
121	во всяком	4	4
122	мы не	2	3
123	по аналогии	1	3
124	но не	2	3
125	со всеми	1	3
126	в общем	4	3
127	отношение к	4	3
128	все же	4	3
129	когда он	1	3
130	целый ряд	1	3
131	и как	1	3
132	и наконец	3	3
133	человек не	1	3
134	так сказать	2	3
135	он не	5	3
136	всех этих	3	3
137	он должен	1	3
138	в каждом	4	3
139	его в	1	3
140	подходит к	1	3
141	в жизни	4	3
142	в них	5	3
143	лучшем случае	1	3
144	они не	1	3
145	в отношении	2	3
146	но для	1	3
147	не о	1	3
148	на язык	3	3
149	связи с	3	3
150	своей статье	1	3
151	отличается от	4	3
152	всего в	4	3
153	к тому	2	3
154	здесь не	1	3
155	ясно что	1	3
156	особенно в	1	3
157	влияние на	1	3
158	борьба с	2	3
159	бы в	1	3
160	в лучшем	1	3
161	как она	1	3
162	один из	2	3
163	и других	2	3
164	для него	3	3
165	в особенности	4	3
166	в области	6	3
167	не было	4	3
168	его как	3	3
169	в россии	6	3
170	на фоне	1	3
171	ни на	2	3
172	смысле этого	1	3
173	или иного	1	3
174	этого слова	2	3
175	но это	4	3
176	каждой из	1	3
177	у них	1	3
178	с помощью	1	3
179	что он	19	3
180	думать что	1	3
181	в применении	1	2
182	е как	1	2
183	применении к	1	2
184	и это	5	2
185	тех же	1	2
186	в году	5	2
187	его не	2	2
188	а как	4	2
189	положения в	1	2
190	вопрос о	1	2
191	нет и	2	2
192	за пределы	1	2
193	чем же	1	2
194	идет о	1	2
195	с этим	7	2
196	более и	2	2
197	однако не	1	2
198	материалом и	1	2
199	от этого	1	2
200	в произведении	1	2
201	в литературном	1	2
202	остановиться на	1	2
203	этот образ	2	2
204	и если	3	2
205	на его	4	2
206	а несколько	1	2
207	том чтобы	2	2
208	и более	3	2
209	но все	2	2
210	подход к	1	2
211	того или	1	2
212	это не	7	2
213	с начала	1	2
214	отражение в	1	2
215	ни в	5	2
216	с тем	4	2
217	мы видели	1	2
218	жизни но	2	2
219	нисколько не	1	2
220	их на	1	2
221	в эту	4	2
222	не так	3	2
223	почти не	1	2
224	бы быть	1	2
225	на него	1	2
226	чтобы стать	1	2
227	только не	1	2
228	ничего не	4	2
229	одна из	2	2
230	в самой	1	2
231	к ней	4	2
232	на языке	1	2
233	а лишь	1	2
234	от того	2	2
235	от их	1	2
236	его с	1	2
237	от нее	3	2
238	вещей в	1	2
239	всего этого	1	2
240	приводит к	1	2
241	являются лишь	1	2
242	как с	1	2
243	на нее	2	2
244	она была	1	2
245	с ним	1	2
246	произведения как	2	2
247	и должно	1	2
248	и что	3	2
249	не выходит	1	2
250	произведение является	1	2
251	между тем	6	2
252	что и	1	2
253	во всей	1	2
254	вполне понятно	1	2
255	только в	6	2
256	не имеющие	1	2
257	уже не	3	2
258	не можем	1	2
259	ни одного	1	2
260	не дает	1	2
261	могло бы	1	2
262	точка зрения	4	2
263	в одном	1	2
264	и со	1	2
265	в современном	1	2
266	о другой	1	2
267	как раз	3	2
268	даже и	1	2
269	перейти к	1	2
270	или иначе	1	2
271	вопрос об	1	2
272	она является	1	2
273	не на	2	2
274	все время	2	2
275	была бы	4	2
276	но есть	2	2
277	все более	2	2
278	вступает в	1	2
279	вместе с	2	2
280	историка и	1	2
281	подхода к	1	2
282	одновременно с	1	2
283	по существу	1	2
284	к которому	3	2
285	совершается в	1	2
286	для этой	1	2
287	в результате	2	2
288	места в	1	2
289	в своих	8	2
290	отношении к	1	2
291	тот или	1	2
292	одной из	2	2
293	но эта	1	2
294	в системе	3	2
295	прав когда	1	2
296	что такое	7	2
297	нас не	2	2
298	смысле слова	1	1
299	ту же	1	1
300	к материалу	2	1
301	также и	1	1
302	например в	4	1
303	как целому	1	1
304	начинается с	1	1
305	мы здесь	1	1
306	к вопросу	1	1
307	он может	2	1
308	сил и	1	1
309	прочим и	1	1
310	показаться что	1	1
311	в первом	1	1
312	по преимуществу	1	1
313	из его	7	1
314	для этих	1	1
315	и этот	1	1
316	той же	2	1
317	в и	1	1
318	на материале	1	1
319	не во	1	1
320	почти все	1	1
321	х годов	2	1
322	ему в	1	1
323	направлением в	1	1
324	самый термин	1	1
325	в каждой	2	1
326	произведение должно	1	1
327	его основная	1	1
328	проявляется в	1	1
329	эта борьба	1	1
330	xix века	4	1
331	теряя своей	1	1
332	не был	2	1
333	говоря уже	1	1
334	в чем	4	1
335	является таким	1	1
336	тем как	2	1
337	значительное влияние	1	1
338	предисловии к	2	1
339	в данном	1	1
340	иногда и	1	1
341	в теме	1	1
342	опирается на	1	1
343	и различные	1	1
344	что касается	7	1
345	отношением к	1	1
346	и иными	1	1
347	то в	4	1
348	значения как	1	1
349	к строфе	1	1
350	эти вопросы	1	1
351	так или	1	1
352	из этих	6	1
353	так в	1	1
354	эпоху его	1	1
355	сюда относятся	2	1
356	творчества и	1	1
357	как он	1	1
358	на то	5	1
359	к искусству	1	1
360	идей и	1	1
361	как оно	1	1
362	в статье	2	1
363	тем не	2	1
364	и легко	1	1
365	они в	1	1
366	выражения и	1	1
367	же функции	1	1
368	свою собственную	1	1
369	к конкретной	1	1
370	состоит в	4	1
371	что нужно	2	1
372	чтобы в	2	1
373	свою силу	1	1
374	какой бы	1	1
375	этого жанра	1	1
376	существу это	1	1
377	и по	2	1
378	на этом	3	1
379	в нее	1	1
380	языком в	1	1
381	что является	1	1
382	мышления с	1	1
383	чуждые друг	1	1
384	этих форм	1	1
385	на этой	1	1
386	заключается в	2	1
387	уяснить свое	1	1
388	материала к	1	1
389	этом смысле	4	1
390	должен был	2	1
391	и тем	4	1
392	смысл в	1	1
393	между отдельными	1	1
394	стиля с	1	1
395	только одно	1	1
396	который сам	1	1
397	но уже	1	1
398	он является	1	1
399	и историка	1	1
400	нет в	3	1
401	произведениях он	1	1
402	в контексте	1	1
403	этого не	1	1
404	но каждый	1	1
405	он и	2	1
406	как социальная	1	1
407	это совершенно	1	1
408	этой вещи	3	1
409	такой же	2	1
410	и тогда	2	1
411	не мог	2	1
412	в этих	11	1
413	и другие	1	1
414	что если	2	1
415	художественного творчества	1	1
416	вещь как	1	1
417	можно найти	2	1
418	к истории	1	1
419	неизбежный и	1	1
420	в такой	2	1
421	в котором	5	1
422	не столько	2	1
423	них есть	1	1
424	своего рода	3	1
425	но здесь	1	1
426	нас только	1	1
427	не понимает	1	1
428	но он	3	1
429	друг другу	1	1
430	значения с	1	1
431	и эти	1	1
432	следующих словах	1	1
433	важно лишь	1	1
434	не знает	1	1
435	тому что	3	1
436	что отдельные	2	1
437	и очень	1	1
438	соединение с	2	1
