N	3gram	Vinokur_Ku_2	FransuaR
1	в том что	10	6
2	большей или меньшей	3	4
3	до сих пор	1	4
4	в отличие от	2	4
5	или меньшей степени	3	4
6	в большей или	3	4
7	сих пор еще	1	3
8	с точки зрения	8	3
9	в этом отношении	3	3
10	и еще не	1	3
11	и прежде всего	1	3
12	дело в том	1	2
13	на самом деле	2	2
14	в своей книге	1	2
15	и в других	1	2
16	на этот вопрос	2	2
17	и вовсе не	2	2
18	и у других	1	2
19	и в частности	1	2
20	в узком смысле	2	2
21	с одной стороны	1	2
22	в свое время	2	2
23	и в том	2	2
24	в значительной степени	1	2
25	но все же	2	2
26	в большинстве случаев	1	2
27	просто новое слово	1	1
28	можно сказать что	2	1
29	в частности и	1	1
30	потому что он	2	1
31	он так и	1	1
32	и пр но	2	1
33	чуть ли не	1	1
34	и не для	1	1
35	в самом деле	7	1
36	это в сущности	1	1
37	в настоящее время	1	1
38	одна из основных	1	1
39	и раньше в	1	1
40	и не только	1	1
41	и в области	1	1
42	сущности может быть	1	1
43	сами по себе	1	1
44	можно говорить о	1	1
45	но все это	1	1
46	к тому чтобы	1	1
47	это вовсе не	1	1
48	языка но и	2	1
49	и здесь мы	1	1
50	не могла бы	1	1
51	может быть только	2	1
52	то или иное	2	1
53	в наши дни	1	1
54	главным образом в	1	1
55	все это в	1	1
56	тех или иных	1	1
57	не потому что	1	1
58	в свете которых	1	1
59	в известном смысле	1	1
60	пр и пр	1	1
61	не могут быть	1	1
62	в последнее время	1	1
63	смысле но это	1	1
64	в связи с	3	1
65	все более и	1	1
66	во всяком случае	5	1
67	выражения и не	1	1
68	с другой стороны	7	1
69	но не только	1	1
70	все подобного рода	1	1
71	не может быть	4	1
72	слова и выражения	2	1
73	убедиться в этом	1	1
74	то же время	3	1
75	все это только	1	1
76	и пр и	1	1
77	то что мы	1	1
78	самом деле на	1	1
79	более и более	1	1
80	для того чтобы	8	1
81	типы и в	1	1
82	в то же	3	1
83	в вопросе о	1	1
84	у других писателей	1	1
85	в сущности не	1	1
86	но это не	1	1
87	в узком и	1	1
88	не только в	4	1
89	не получили у	1	1
90	к тому же	1	1
