N	2gram	Medvedev_V_1	Myshleni
1	в процессе	16	27
2	и в	26	25
3	мышления и	1	23
4	в том	15	23
5	на основе	5	22
6	и речи	1	20
7	том что	8	20
8	таким образом	31	17
9	так же	3	17
10	мышления в	2	17
11	что в	10	17
12	с тем	3	16
13	в основе	1	16
14	как и	7	15
15	в его	14	15
16	то что	6	15
17	в этом	26	14
18	вместе с	7	14
19	между собой	1	13
20	может быть	22	13
21	в понятиях	1	13
22	в целом	4	13
23	в качестве	11	12
24	на основании	8	11
25	по своему	1	11
26	что они	3	10
27	перед нами	4	10
28	и что	1	10
29	что и	3	10
30	было бы	7	10
31	того что	3	10
32	только в	7	10
33	как бы	5	10
34	и не	19	10
35	связи с	4	9
36	заключается в	2	9
37	этого процесса	1	9
38	ни в	1	9
39	как в	1	9
40	как мы	1	8
41	того чтобы	3	8
42	тем что	1	8
43	показывает что	1	8
44	не является	5	8
45	все эти	6	7
46	понятий и	1	7
47	по себе	2	7
48	в области	2	7
49	уже в	1	7
50	для того	3	7
51	интеллектуальной деятельности	3	7
52	что мы	2	7
53	как это	12	7
54	же как	2	6
55	зависимости от	5	6
56	но не	2	6
57	потому что	1	6
58	не только	25	6
59	в силу	11	6
60	не может	17	6
61	мы видели	3	6
62	точки зрения	3	6
63	не в	6	6
64	не менее	2	6
65	самого начала	1	6
66	приходит к	1	6
67	можно было	2	6
68	один из	5	6
69	что он	4	6
70	и у	2	6
71	с другой	11	6
72	в связи	3	6
73	слова и	1	6
74	благодаря этому	1	6
75	в основном	5	6
76	все это	10	6
77	все же	5	6
78	процесса в	1	6
79	весь процесс	1	6
80	одним из	5	5
81	человека и	3	5
82	связи между	1	5
83	в зависимости	6	5
84	с ее	1	5
85	как говорит	5	5
86	и как	3	5
87	и к	3	5
88	что она	2	5
89	и по	3	5
90	всего процесса	1	5
91	задачи и	1	5
92	но это	1	5
93	могут быть	5	5
94	о том	10	5
95	значения и	1	5
96	так и	5	5
97	если бы	3	5
98	в этой	4	5
99	в пользу	2	5
100	показывают что	3	5
101	входит в	1	5
102	с одной	2	5
103	для него	8	5
104	именно в	2	5
105	из которых	2	5
106	одной стороны	2	5
107	мы имеем	3	4
108	время как	1	4
109	в деле	1	4
110	еще не	2	4
111	которые не	1	4
112	отнюдь не	3	4
113	в своем	8	4
114	ни один	7	4
115	из этих	7	4
116	в известном	1	4
117	на то	1	4
118	он не	2	4
119	не столько	2	4
120	в то	6	4
121	тогда когда	2	4
122	никогда не	4	4
123	не могут	7	4
124	к тому	4	4
125	что оно	3	4
126	и это	1	4
127	то время	1	4
128	приводит к	5	4
129	решающую роль	1	4
130	по сравнению	1	4
131	в ход	1	4
132	с ним	1	4
133	значит что	2	4
134	в какой	1	4
135	всяком случае	1	4
136	из них	9	4
137	мы знаем	3	4
138	говорит он	1	4
139	могло бы	2	4
140	друг друга	1	4
141	от того	2	4
142	но и	10	4
143	прежде всего	13	4
144	что перед	1	4
145	нет никаких	2	4
146	с этим	3	4
147	это значит	1	4
148	с понятиями	1	4
149	и все	1	4
150	а в	3	4
151	сказать что	5	4
152	в частности	11	4
153	во всяком	1	4
154	которая не	2	4
155	как известно	2	3
156	то в	1	3
157	в котором	3	3
158	видели что	3	3
159	но как	3	3
160	если в	2	3
161	по отношению	7	3
162	оно является	2	3
163	его развития	1	3
164	когда он	3	3
165	в самом	4	3
166	формы в	1	3
167	но на	1	3
168	что эти	1	3
169	этот процесс	2	3
170	как он	2	3
171	как оно	1	3
172	отдельных элементов	2	3
173	не как	1	3
174	и сам	1	3
175	на этом	1	3
176	из основных	1	3
177	его в	3	3
178	в жизни	2	3
179	в действии	1	3
180	понятия и	1	3
181	или менее	6	3
182	в которых	3	3
183	которые в	2	3
184	их в	6	3
185	того как	1	3
186	но только	1	3
187	та или	1	3
188	отличается от	2	3
189	ничего общего	1	3
190	своего развития	1	3
191	были бы	1	3
192	является в	1	3
193	или иная	1	3
194	связаны с	1	3
195	вслед за	2	3
196	в него	1	3
197	обе эти	1	3
198	мы видим	1	3
199	с ними	4	3
200	этот вопрос	3	3
201	дело с	1	3
202	который в	1	3
203	между тем	5	3
204	по этому	9	3
205	в виде	1	3
206	это обстоятельство	1	3
207	и их	3	3
208	сами по	1	3
209	этом отношении	13	3
210	или иной	2	3
211	в живом	1	3
212	сравнению с	1	3
213	не создает	1	3
214	с этой	1	3
215	образом по	2	3
216	в результате	5	3
217	между ними	3	3
218	другой стороны	8	3
219	в свою	1	3
220	огромное значение	1	3
221	к этому	9	3
222	отношении но	1	2
223	смысле слова	2	2
224	в сфере	2	2
225	и то	1	2
226	впечатлений и	1	2
227	уже по	2	2
228	то же	10	2
229	а как	2	2
230	мы и	1	2
231	основе этого	1	2
232	отличной от	1	2
233	в чем	2	2
234	с его	3	2
235	бы в	3	2
236	две основные	1	2
237	и частного	1	2
238	хотя и	2	2
239	что по	1	2
240	с нею	2	2
241	бы с	1	2
242	в себе	6	2
243	на его	1	2
244	момента в	1	2
245	заключает в	1	2
246	именно это	1	2
247	слова не	1	2
248	в нем	6	2
249	главным образом	7	2
250	и характер	1	2
251	об этом	9	2
252	а по	1	2
253	зрения на	1	2
254	того или	2	2
255	с другими	2	2
256	в новое	1	2
257	или другого	1	2
258	к области	1	2
259	в них	4	2
260	это положение	1	2
261	в этих	1	2
262	в своей	4	2
263	часто не	2	2
264	что говорит	3	2
265	которые должны	1	2
266	и той	1	2
267	и эти	1	2
268	бы быть	1	2
269	тому что	6	2
270	теми или	1	2
271	можно ли	2	2
272	эти формы	1	2
273	одна из	4	2
274	в плане	5	2
275	к изучению	1	2
276	имеем дело	1	2
277	на себя	1	2
278	в другую	2	2
279	и его	6	2
280	из того	1	2
281	если первая	1	2
282	в каком	1	2
283	очень часто	1	2
284	той или	1	2
285	основной и	1	2
286	но по	1	2
287	свою очередь	1	2
288	говорит и	8	2
289	и может	2	2
290	это мы	3	2
291	еще в	1	2
292	часто в	1	2
293	мы в	1	2
294	поэтому в	1	2
295	силу того	1	2
296	для этого	1	2
297	связи со	1	2
298	связанное с	2	2
299	внимание на	1	2
300	говорит об	2	2
301	не представляет	1	2
302	а также	1	2
303	или иначе	1	2
304	и во	1	2
305	или иными	1	2
306	исторического развития	1	2
307	в свете	1	2
308	и заключается	2	2
309	этом смысле	1	2
310	этой точки	2	2
311	всех этих	2	2
312	без этого	1	2
313	и благодаря	1	2
314	уже не	1	2
315	в нашей	4	2
316	в начале	1	2
317	является не	4	2
318	и других	1	2
319	с теми	1	2
320	в одном	4	2
321	моментов в	3	2
322	каждый из	1	2
323	образом не	3	2
324	и вместе	1	2
325	процесса как	3	2
326	этой проблемы	3	2
327	развития в	1	2
328	стороны он	1	2
329	на этот	1	2
330	целым рядом	1	2
331	и том	2	2
332	от всех	1	2
333	и особенно	1	2
334	и потому	2	2
335	относятся к	1	2
336	в течение	2	2
337	тому как	2	2
338	и основной	1	2
339	должно быть	2	2
340	является для	1	2
341	этом и	2	2
342	и для	2	2
343	которых он	1	2
344	и от	3	2
345	или в	3	2
346	о котором	1	2
347	для нас	1	2
348	находит свое	1	2
349	только что	4	2
350	все они	2	2
351	же в	6	2
352	как показывает	1	2
353	или иного	1	2
354	отношению к	7	2
355	есть и	1	2
356	в своих	2	2
357	как на	3	2
358	в таком	1	2
359	в роли	1	2
360	ту же	2	1
361	говоря о	1	1
362	лежат в	1	1
363	также и	2	1
