N	2gram	Ircho_Kome_3	Vladivir
1	и в	22	40
2	то что	4	28
3	не только	5	25
4	и не	21	25
5	у него	4	24
6	том что	13	18
7	в том	12	18
8	но и	4	18
9	с ]	1	17
10	что в	5	17
11	в этом	8	16
12	в его	8	14
13	так что	6	14
14	не может	3	14
15	точки зрения	4	13
16	вовсе не	4	13
17	только в	1	13
18	в конце	7	12
19	а именно	1	12
20	сказать что	1	12
21	едва ли	7	11
22	никогда не	3	11
23	потому что	10	11
24	таким образом	12	11
25	о том	8	11
26	ни в	10	10
27	тем не	3	10
28	и его	6	10
29	то это	5	10
30	прежде всего	5	10
31	как раз	6	10
32	и потому	1	10
33	в себе	4	9
34	и с	4	9
35	в своей	5	9
36	не менее	5	9
37	под названием	1	9
38	как мы	2	8
39	в своем	8	8
40	в этой	3	8
41	он не	5	8
42	не был	1	8
43	и что	6	8
44	а также	2	8
45	может быть	6	8
46	а не	4	8
47	так же	4	8
48	хотя и	5	7
49	и как	1	7
50	и если	2	7
51	что все	1	7
52	с тем	4	7
53	как и	3	7
54	несмотря на	4	7
55	в то	6	7
56	там же	1	7
57	что и	8	7
58	так как	11	7
59	вместе с	9	7
60	к тому	6	7
61	а в	7	7
62	в своих	2	7
63	и на	2	6
64	то в	1	6
65	не будет	2	6
66	не мог	2	6
67	с точки	3	6
68	в смысле	1	6
69	во всем	1	6
70	и это	2	6
71	и от	1	6
72	так и	4	6
73	об этом	7	6
74	и здесь	4	6
75	и даже	3	6
76	если не	3	6
77	да и	1	6
78	хотя бы	4	6
79	отношения к	2	5
80	в ней	4	5
81	тут же	4	5
82	отнюдь не	4	5
83	в истории	1	5
84	более или	1	5
85	все эти	1	5
86	тому же	6	5
87	можно было	2	5
88	можно считать	1	5
89	или менее	1	5
90	но если	3	5
91	в отношении	4	5
92	тем что	5	5
93	для нас	1	5
94	ничего не	3	5
95	ничего общего	1	5
96	с другой	4	5
97	конце концов	2	5
98	что он	8	5
99	только на	1	5
100	в одном	2	5
101	не было	2	5
102	в самом	9	4
103	то же	7	4
104	и о	2	4
105	вопрос о	1	4
106	еще не	6	4
107	но не	1	4
