N	2gram	Propp_Isto_7	Mirosoze
1	и в	24	46
2	в нем	6	22
3	у него	10	22
4	может быть	14	21
5	в этом	12	20
6	не только	21	18
7	и не	4	18
8	никогда не	4	18
9	но и	11	15
10	не может	14	15
11	как и	6	13
12	а не	8	13
13	друг друга	2	12
14	прежде всего	2	12
15	потому что	9	12
16	и он	3	11
17	но он	2	11
18	в ней	1	11
19	но в	5	10
20	та же	2	10
21	он не	6	10
22	он был	1	9
23	не в	9	9
24	не знает	1	9
25	и есть	1	8
26	отношение к	5	8
27	в своем	1	8
28	на земле	2	8
29	так как	8	8
30	она не	2	8
31	как бы	4	8
32	но это	3	8
33	связана с	1	7
34	как в	12	7
35	и к	1	7
36	в этой	1	7
37	хотя бы	1	7
38	и потому	1	7
39	что он	21	7
40	вопрос о	3	6
41	что это	6	6
42	в русской	5	6
43	не могу	1	6
44	и здесь	12	6
45	доходит до	2	6
46	в народе	1	6
47	так же	6	6
48	того что	6	6
49	и там	2	6
50	жизни и	1	6
51	то же	8	5
52	есть не	1	5
53	я не	1	5
54	совсем не	1	5
55	в самом	2	5
56	и вот	1	5
57	что она	5	5
58	к другу	1	5
59	в своей	1	5
60	в конце	3	5
61	во всем	2	5
62	и его	3	5
63	к тому	1	5
64	и это	2	5
65	те же	1	5
66	это не	10	5
67	один из	7	5
68	в его	1	5
69	него нет	1	5
70	для того	1	5
71	то что	7	5
72	тот кто	5	5
73	и все	6	5
74	с его	3	4
75	его на	2	4
76	думать что	2	4
77	в жизни	1	4
78	в царстве	2	4
79	том что	10	4
80	с ума	1	4
81	тому что	2	4
82	не имеет	4	4
83	перед ним	1	4
84	должны быть	3	4
85	они и	1	4
86	должен быть	1	4
87	что у	4	4
88	так и	5	4
89	для этого	1	4
90	означает что	1	4
91	уже не	2	4
92	что и	8	4
93	мужчины и	1	4
94	они не	2	4
95	т е	16	4
96	что в	13	4
97	все что	1	4
98	же как	4	3
99	к другому	1	3
100	и на	2	3
101	в чем	5	3
102	духа и	1	3
103	он в	2	3
104	как он	6	3
105	и она	3	3
106	в каждом	1	3
107	не будет	2	3
108	и с	1	3
109	на все	1	3
110	его в	3	3
111	ни в	2	3
112	в них	3	3
113	он же	1	3
114	одна и	1	3
115	для чего	1	3
116	не мог	1	3
117	не для	1	3
118	можно ли	1	3
119	того как	3	3
120	она никогда	1	3
121	что иное	1	3
122	в образе	3	3
123	если бы	1	3
124	с ним	5	3
125	и перед	1	3
126	о том	9	3
127	не стоит	2	3
128	и во	1	3
129	что они	3	3
130	к которой	2	3
131	в том	7	3
132	только в	6	3
133	не так	2	3
134	тем что	6	3
135	от того	1	3
136	с другим	1	3
137	до сих	2	3
138	в картине	1	3
139	связано с	3	3
140	человек в	1	3
141	не знал	2	3
142	тех которые	1	3
143	и нет	2	3
144	сих пор	3	3
145	и от	2	3
146	на смену	1	3
147	сказать что	2	3
148	есть и	4	3
149	те которые	1	3
150	отношения к	1	2
151	он также	2	2
152	от этой	1	2
153	поэтому он	1	2
154	не имеют	2	2
155	и за	1	2
156	его не	2	2
157	который был	1	2
158	но она	1	2
159	же что	2	2
160	не от	2	2
161	во всех	7	2
162	землю и	1	2
163	то он	1	2
164	по отношению	1	2
165	себе и	3	2
166	под его	1	2
167	нельзя было	1	2
168	хотя и	3	2
169	в действительности	2	2
170	увидим что	2	2
171	есть ли	1	2
172	от этого	1	2
173	от своей	1	2
174	и этим	3	2
175	духа в	1	2
176	в которой	2	2
177	и тот	2	2
178	если он	3	2
179	дальше и	1	2
180	и если	3	2
181	на его	2	2
182	этого вопроса	1	2
183	с собой	7	2
184	еще более	1	2
185	своей земли	1	2
186	стоит на	1	2
187	если я	1	2
188	не всегда	4	2
189	есть явление	1	2
190	должно быть	1	2
191	в этих	13	2
192	точки зрения	4	2
193	нас не	2	2
194	ее в	3	2
195	от его	1	2
196	и той	1	2
197	но эта	2	2
198	которые в	1	2
199	есть еще	2	2
200	сам он	2	2
201	соединение с	1	2
202	стоит в	2	2
203	тогда когда	3	2
204	царства в	3	2
205	ничего не	5	2
206	к ней	2	2
207	связи с	3	2
208	как будто	1	2
209	не до	1	2
210	в основе	2	2
211	в небытие	1	2
212	к себе	3	2
213	оно не	1	2
214	приходит к	3	2
215	мысль о	1	2
216	можно было	1	2
217	после того	4	2
218	по себе	1	2
219	в разных	1	2
220	и поэтому	1	2
221	и та	1	2
222	и что	10	2
223	как ее	1	2
224	к нему	7	2
225	способность к	2	2
226	у всех	1	2
227	но с	1	2
228	мы видим	10	2
229	тот же	2	2
230	мы увидим	6	2
231	он уже	1	2
232	это означает	2	2
233	так что	3	2
234	со своим	4	2
235	уже в	3	2
236	него и	3	2
237	себе в	1	2
238	не о	1	2
239	не случайно	3	2
240	е в	2	2
241	есть момент	1	2
242	мы еще	1	2
243	что не	2	2
244	превращается в	3	2
245	вместе с	7	2
246	к своему	1	2
247	не видел	1	2
248	что за	3	2
249	что же	1	2
250	но для	2	2
251	тогда все	1	2
252	его с	1	2
253	человек и	1	2
254	ее и	1	2
255	соединяется с	1	2
256	а в	10	2
257	к самому	1	2
258	но этот	1	2
259	на гибель	1	2
260	отношению к	1	2
261	и эта	2	2
262	он стоит	1	1
263	и то	1	1
264	самом деле	1	1
265	он может	4	1
266	только потому	1	1
267	собой смерть	1	1
268	бы для	1	1
269	свою жену	1	1
270	из самых	2	1
271	почти всегда	2	1
272	должна быть	1	1
273	со своей	2	1
274	еще ниже	1	1
275	очень далеко	1	1
276	характер его	1	1
277	а совершенно	1	1
278	это совершенно	1	1
279	мы не	4	1
280	что если	1	1
281	но по	2	1
282	еще до	1	1
283	и ее	2	1
284	он остается	1	1
285	еще у	1	1
286	вывод что	1	1
287	и этого	1	1
288	в религии	1	1
289	этим не	2	1
290	и связь	1	1
291	можно и	1	1
292	тем как	1	1
293	собой они	1	1
294	быть признаны	2	1
295	нет не	1	1
296	друг на	1	1
297	только тогда	1	1
298	не все	3	1
299	если в	2	1
300	с отцом	1	1
301	его во	1	1
302	людей уже	1	1
303	в свои	1	1
304	определяется не	1	1
305	сама по	1	1
306	которые не	2	1
307	с этим	2	1
308	всем а	1	1
309	там не	1	1
310	и как	1	1
311	чем о	1	1
312	знаю что	2	1
313	вот на	1	1
314	не хочет	1	1
315	ни один	1	1
316	в целом	1	1
317	все эти	2	1
318	или во	1	1
319	во многих	2	1
320	ее как	2	1
321	право на	5	1
322	в плену	1	1
323	на то	3	1
324	и другим	1	1
325	начала его	1	1
326	есть та	1	1
327	все идет	1	1
328	не могли	1	1
329	что ни	1	1
330	но надо	1	1
331	всех своих	1	1
332	это один	1	1
333	но все	4	1
334	жить в	2	1
335	же не	1	1
336	то чтобы	2	1
337	они должны	2	1
338	в другом	1	1
339	об этом	6	1
340	жизнь но	1	1
341	с целью	2	1
342	и бессмертие	1	1
343	входит в	1	1
344	на протяжении	1	1
345	было бы	2	1
346	всегда бывает	1	1
347	отца и	2	1
348	я все	1	1
349	после этого	3	1
350	и тем	2	1
351	за ней	1	1
352	она и	1	1
353	этого не	2	1
354	с тем	1	1
355	на друга	1	1
356	ибо он	1	1
357	и уже	1	1
358	которой он	3	1
359	в чистом	1	1
360	на себя	2	1
361	и становится	3	1
362	переносится в	1	1
363	других так	1	1
364	бы на	1	1
365	но если	1	1
366	от своего	1	1
367	будет в	1	1
368	что такое	2	1
369	можно найти	2	1
370	как все	1	1
371	и без	1	1
372	в котором	2	1
373	с точки	1	1
374	в другое	2	1
375	это верно	1	1
376	в которых	1	1
377	своего рода	4	1
378	должны были	3	1
379	ответить на	1	1
380	ее он	2	1
381	него не	1	1
382	она в	3	1
383	отцом и	1	1
384	быть жив	1	1
385	и более	1	1
386	между двумя	1	1
387	отец и	2	1
388	нас к	2	1
389	не встречает	1	1
390	одна сторона	1	1
391	но они	3	1
392	не по	2	1
393	отличное от	1	1
394	для всего	1	1
395	склонен думать	1	1
396	и начал	2	1
397	и весь	1	1
398	ту сторону	1	1
399	ему и	1	1
400	в сознании	1	1
401	того же	2	1
402	до того	1	1
403	и делает	1	1
404	в нее	1	1
405	одинаково и	1	1
406	не могут	2	1
407	и часто	1	1
408	ее на	4	1
409	лежит в	2	1
410	имеет своего	2	1
411	о путях	1	1
412	что отец	2	1
413	отличается от	2	1
414	дух в	1	1
415	общественное мнение	1	1
416	все еще	1	1
417	рода только	1	1
418	своего отца	4	1
419	или он	3	1
420	для себя	1	1
421	как не	1	1
422	в ее	2	1
423	он с	1	1
424	это ведет	1	1
425	на той	1	1
426	и сам	1	1
427	на нее	1	1
428	действительности это	1	1
429	не с	1	1
430	живет в	1	1
431	мог бы	1	1
432	о связи	1	1
433	когда в	1	1
434	мира и	1	1
435	что потом	1	1
436	стать на	1	1
437	ивана в	1	1
438	с женщиной	1	1
439	связанная с	1	1
440	находится в	1	1
441	а также	1	1
442	в самой	1	1
443	на вопрос	4	1
444	она всегда	1	1
445	все та	1	1
446	все в	2	1
447	две формы	1	1
448	царство и	2	1
449	это в	1	1
450	раньше чем	3	1
451	показывает как	3	1
452	и только	1	1
453	кто в	1	1
454	нем и	1	1
455	ней все	1	1
456	она на	1	1
457	это одна	1	1
458	происходит в	3	1
459	состояние и	1	1
460	но так	1	1
461	только одной	1	1
462	которых они	1	1
463	ли он	4	1
464	в какой	1	1
465	и всю	1	1
466	к отцу	2	1
467	бы ни	1	1
468	а имеет	1	1
469	а после	2	1
470	исходил от	1	1
471	и у	2	1
472	и они	1	1
473	не дает	1	1
474	но есть	3	1
475	не сам	1	1
476	никто не	1	1
477	не находит	2	1
478	народа но	1	1
479	гибнет от	1	1
480	у нее	2	1
481	но что	1	1
482	много есть	1	1
483	и всякий	1	1
484	это будет	1	1
485	как можно	1	1
486	возможно что	3	1
487	пришли к	3	1
488	с другой	9	1
489	в брачную	3	1
490	вслед за	1	1
491	во второй	1	1
492	такое же	2	1
493	а с	1	1
494	на которые	1	1
495	и недостаточно	1	1
496	перед тем	1	1
497	и возвращается	2	1
498	у других	1	1
499	о чем	1	1
500	от всех	2	1
501	через его	1	1
502	и ему	1	1
503	во франции	1	1
504	и отношение	1	1
505	связь с	2	1
506	и пришли	1	1
507	можно будет	1	1
508	исходит от	1	1
509	быть названо	1	1
510	есть начало	1	1
511	все свое	1	1
512	независимо от	1	1
513	требует от	1	1
514	ней он	1	1
515	xix века	1	1
516	по своему	1	1
517	видит в	2	1
518	он ведет	1	1
519	что весь	1	1
520	а потом	2	1
521	вражда к	1	1
522	о человеке	1	1
523	него есть	2	1
524	многих других	1	1
525	плену у	1	1
526	с этой	6	1
527	все это	8	1
528	есть знак	2	1
529	она должна	1	1
530	происходит не	1	1
531	отец его	1	1
532	к будущему	1	1
533	формы и	1	1
534	своей жены	3	1
535	в силах	1	1
536	когда он	3	1
537	человеку а	1	1
538	видим уже	1	1
539	мы должны	4	1
540	за него	4	1
541	всякий раз	1	1
542	только что	1	1
543	в мировом	1	1
544	все они	1	1
545	этим он	2	1
546	в угол	1	1
