N	2gram	Nazirov_Vr_1	Problema
1	и не	5	28
2	не только	9	24
3	и в	8	20
4	в том	3	20
5	не просто	1	16
6	то что	7	15
7	потому что	1	15
8	точки зрения	2	14
9	было бы	1	14
10	но и	7	14
11	также и	1	13
12	в себе	2	12
13	том что	3	12
14	не есть	1	12
15	с точки	2	11
16	прежде всего	1	11
17	едва ли	1	10
18	отнюдь не	2	10
19	тем не	1	10
20	и его	3	10
21	не менее	2	10
22	так и	1	10
23	в качестве	1	10
24	при помощи	2	10
25	в этом	8	9
26	может быть	4	9
27	и даже	6	9
28	все это	4	9
29	но в	6	8
30	таким образом	2	8
31	что он	4	8
32	в той	2	8
33	и все	7	8
34	во всяком	1	8
35	то же	5	7
36	в ней	4	7
37	еще не	2	7
38	и с	6	7
39	ясно что	1	7
40	это не	4	7
41	с другой	1	7
42	именно в	1	7
43	только при	1	6
44	при этом	4	6
45	всех этих	1	6
46	об этом	5	6
47	как и	6	6
48	по крайней	1	6
49	в каком	1	6
50	в виду	4	6
51	и вообще	1	6
52	а также	2	6
53	крайней мере	1	6
54	по своему	1	6
55	но это	2	6
56	и от	1	6
57	для нас	4	6
58	другой стороны	1	6
59	в таком	1	6
60	но не	1	5
61	как в	1	5
62	хотя и	1	5
63	в нем	6	5
64	да и	1	5
65	в них	2	5
66	в этих	1	5
67	и о	3	5
68	в ее	1	5
69	о том	4	5
70	и можно	1	5
71	жизни и	1	5
72	уже не	2	5
73	не может	2	5
74	вместе с	2	5
75	так же	4	5
76	ничего общего	1	5
77	это и	1	4
78	и есть	1	4
79	и наконец	1	4
80	уже в	4	4
81	в этой	2	4
82	несмотря на	4	4
83	в своей	2	4
84	всяком случае	1	4
85	в одном	1	4
86	тем самым	1	4
87	отличается от	1	4
88	не имеет	1	4
89	только не	1	4
90	и образ	1	4
91	жизнь и	1	4
92	с ним	4	4
93	и во	3	4
94	во всех	1	4
95	тем более	2	4
96	и ее	2	4
97	ни с	1	4
98	уже давно	1	4
99	с этим	1	4
100	как бы	4	4
101	как раз	2	4
102	у достоевского	4	4
103	же в	2	4
104	а в	2	4
105	в то	5	4
106	и этот	1	3
107	он как	1	3
108	он был	3	3
109	а еще	1	3
110	но как	2	3
111	заметим что	1	3
112	тут же	1	3
113	в истории	4	3
114	в своем	3	3
115	человека в	3	3
116	этом смысле	1	3
117	из них	2	3
118	в жизни	1	3
119	все равно	1	3
120	связи с	3	3
121	вплоть до	1	3
122	как о	1	3
123	правда в	1	3
124	все в	1	3
125	к нему	1	3
126	в его	3	3
127	для всех	1	3
128	в начале	6	3
129	а это	1	3
130	для него	2	3
131	гоголя и	1	3
132	тем что	3	3
133	не было	5	3
134	в связи	3	3
135	нет ничего	1	3
136	о себе	3	3
137	независимо от	1	3
138	из которых	1	3
139	в условиях	1	3
140	между прочим	1	3
141	и как	3	3
142	из этого	1	3
143	что в	7	3
144	точно так	1	3
145	и то	2	2
146	по преимуществу	1	2
147	уже по	1	2
148	и некрасова	2	2
149	говорить о	1	2
150	ему в	1	2
151	разобраться в	1	2
152	и он	2	2
