N	4gram	Tiupa_Disk_1	Hudozhes
1	в то же время	3	8
2	комбинации душевных свойств они	1	1
3	средних веков хотел внушить	1	1
4	в равной мере и	1	1
5	внешних черт но и	1	1
6	не имеют не только	1	1
7	христианскому читателю самое непосредственное	1	1
8	хотел внушить своему христианскому	1	1
9	сохраните черты характера среди	1	1
10	замкнутой комбинации душевных свойств	1	1
11	с одной стороны и	2	1
12	мировом зле [...] такой	1	1
13	справедливо по отношению к	1	1
14	трудно не согласиться с	1	1
15	не как объекты художественного	1	1
16	в смысле замкнутой комбинации	1	1
17	как субъекты этического выбора	1	1
18	наблюдения но как субъекты	1	1
19	и точность словесного выражения	1	1
20	к мировому добру и	1	1
21	писатель средних веков хотел	1	1
22	не в том что	1	1
23	как объекты художественного наблюдения	1	1
24	том случае если оно	1	1
25	в том что он	1	1
26	наблюдаемое и описываемое как	1	1
27	добру и личной совиновности	1	1
28	не только внешних черт	1	1
29	смысле замкнутой комбинации душевных	1	1
30	нами не как объекты	1	1
31	при таком взгляде на	1	1
32	художественного наблюдения но как	1	1
33	искусно сохраните черты характера	1	1
34	свойств они предстают перед	1	1
35	непосредственное ощущение личной сопричастности	1	1
36	герою своему искусно сохраните	1	1
37	душевных свойств они предстают	1	1
38	внушить своему христианскому читателю	1	1
39	в мировом зле [...]	1	1
40	том что он не	1	1
41	имеют не только внешних	1	1
42	и в то же	1	1
43	личной совиновности в мировом	1	1
44	только в том случае	1	1
45	самое непосредственное ощущение личной	1	1
46	не только потому что	1	1
47	своему христианскому читателю самое	1	1
48	ощущение личной сопричастности к	1	1
49	сопричастности к мировому добру	1	1
50	характера среди любых событий	1	1
51	веков хотел внушить своему	1	1
52	мировому добру и личной	1	1
53	в том случае если	1	1
54	и личной совиновности в	1	1
55	только внешних черт но	1	1
56	христианский писатель средних веков	1	1
57	объекты художественного наблюдения но	1	1
58	предстают перед нами не	1	1
59	читателю самое непосредственное ощущение	1	1
60	только в том что	1	1
61	личной сопричастности к мировому	1	1
62	своему искусно сохраните черты	1	1
63	перед нами не как	1	1
64	черты характера среди любых	1	1
65	совиновности в мировом зле	1	1
66	и описываемое как вещь	1	1
67	личность понятая объективно чужое	1	1
68	но как субъекты этического	1	1
69	состоит в том что	1	1
70	они предстают перед нами	1	1
