N	2gram	Vygotskiy__1	Komedia
1	и в	31	22
2	т е	3	13
3	том что	16	12
4	но и	2	11
5	в том	30	11
6	не только	13	10
7	в то	5	10
8	из них	2	10
9	и т	26	9
10	как и	16	9
11	может быть	22	9
12	таким образом	20	8
13	должны были	1	8
14	о том	7	8
15	и его	7	8
16	в одном	2	8
17	и не	16	8
18	едва ли	1	7
19	в этой	3	7
20	и других	3	7
21	то же	5	6
22	тому же	3	6
23	и по	3	6
24	не в	11	6
25	ни в	9	6
26	в конце	3	6
27	одного из	1	6
28	что он	7	6
29	к тому	4	6
30	а в	6	6
31	в которой	4	6
32	что в	23	6
33	как в	9	5
34	то время	5	5
35	на его	1	5
36	при этом	19	5
37	потому что	10	5
38	так и	3	5
39	и даже	6	5
40	между тем	4	5
41	один из	4	5
42	уже в	3	5
43	в его	6	5
44	прежде всего	4	5
45	т п	16	5
46	с другой	5	5
47	все это	8	5
48	другой стороны	5	5
49	из его	3	4
50	время как	5	4
51	что они	2	4
52	но в	3	4
53	в нем	2	4
54	т д	8	4
55	и вот	3	4
56	несмотря на	5	4
57	точки зрения	15	4
58	в котором	4	4
59	в их	1	4
60	одном из	2	4
61	так как	18	4
62	как мы	2	4
63	ли не	1	4
64	ясно что	19	4
65	а также	1	4
66	что и	13	4
67	действующих лиц	1	4
68	в качестве	2	4
69	мы можем	4	4
70	именно в	1	4
71	и опять	1	4
72	в результате	4	4
73	конце концов	3	4
74	же в	1	4
75	по поводу	2	4
76	к этому	4	4
77	речь идет	3	3
78	же как	4	3
79	в тех	1	3
80	идет о	2	3
81	мы не	12	3
82	и о	4	3
83	х годов	5	3
84	и на	1	3
85	в последних	1	3
86	в чем	2	3
87	с одной	5	3
88	в этом	12	3
89	все же	5	3
90	хотя и	3	3
91	и как	2	3
92	можно сделать	1	3
93	в целом	5	3
94	на то	10	3
95	главным образом	2	3
96	он не	3	3
97	и еще	1	3
98	и с	2	3
99	его в	2	3
100	чаще всего	1	3
101	в них	2	3
102	на основании	7	3
103	и ее	1	3
104	вопрос о	3	3
105	не менее	2	3
106	однако в	1	3
107	даже в	2	3
108	того как	1	3
