N	3gram	Ircho_Kome_1	Hudozhes
1	в том что	9	11
2	по отношению к	3	7
3	о том что	3	7
4	подобно тому как	1	4
5	то же время	4	4
6	в то же	4	4
7	к тому что	1	4
8	том что в	1	3
9	а между тем	1	3
10	но при этом	1	3
11	как и в	2	3
12	с одной стороны	3	3
13	для того чтобы	1	3
14	тем не менее	1	3
15	в соответствии с	1	3
16	состоит в том	1	2
17	до сих пор	2	2
18	и т п	5	2
19	можно было бы	1	2
20	так же как	1	2
21	в данном случае	1	2
22	то же самое	2	2
23	как будто бы	1	2
24	не только в	1	2
25	к тому же	5	2
26	и т д	4	2
27	не в состоянии	2	1
28	да и в	1	1
29	принадлежит к числу	1	1
30	раз в жизни	1	1
31	мы ничего не	1	1
32	с собой на	1	1
33	же как и	1	1
34	может быть объяснена	1	1
35	что он не	1	1
36	при этом что	2	1
37	бы то ни	2	1
38	в этом отношении	3	1
39	между тем не	1	1
40	что хотел сказать	1	1
41	тому же в	3	1
42	что одна из	1	1
43	внешнее и внутреннее	1	1
44	в это время	1	1
45	в значительной степени	1	1
46	едва ли не	3	1
47	в самом начале	1	1
48	не вызывает сомнений	1	1
49	то время как	4	1
50	так или иначе	1	1
51	в течение всей	1	1
52	за собой и	1	1
53	с другой стороны	5	1
54	и в том	1	1
55	внешней и внутренней	2	1
56	в то время	5	1
57	и в тексте	1	1
58	с самого начала	1	1
59	именно потому что	2	1
60	друг от друга	1	1
61	после того как	3	1
62	можно судить по	2	1
63	в одном из	4	1
64	в том числе	1	1
65	в разговоре с	1	1
66	в ответ на	1	1
67	такова в частности	1	1
68	в самую суть	1	1
