N	3gram	Bakhtin_Fr_4	Myshleni
1	с точки зрения	2	21
2	для того чтобы	3	18
3	в том что	1	13
4	с самого начала	3	7
5	то же самое	1	5
6	в данном случае	1	5
7	с одной стороны	2	5
8	не может быть	1	4
9	о том что	2	4
10	одной стороны и	1	3
11	что у нее	1	3
12	до сих пор	1	3
13	в этом отношении	1	3
14	одно и то	1	3
15	и то что	1	3
16	так как она	1	3
17	в самом начале	1	3
18	смысле этого слова	1	3
19	и то же	1	3
20	можно сказать что	1	3
21	как мы видели	2	3
22	в чем дело	1	3
23	и в конце	1	2
24	нет и не	1	2
25	на самом деле	1	2
26	в той же	1	2
27	в отличие от	1	2
28	в большинстве случаев	5	2
29	как раз в	1	2
30	то время как	1	2
31	в то время	2	2
32	что ему нужно	1	2
33	же самое что	1	2
34	в свою очередь	1	2
35	в конечном счете	1	2
36	таким образом в	3	2
37	а следовательно и	1	1
38	в нашем же	1	1
39	подобно тому как	3	1
40	в том числе	3	1
41	в соответствии с	1	1
42	и до конца	3	1
43	с которым мы	1	1
44	в том же	1	1
45	самом же деле	2	1
46	и не может	1	1
47	как мы увидим	1	1
48	таким образом все	2	1
49	том числе и	2	1
50	мы уже упоминали	1	1
51	как мы уже	5	1
52	начала и до	3	1
53	их нельзя было	1	1
54	не только в	2	1
55	два момента во-первых	1	1
56	в одной из	1	1
57	при помощи одних	1	1
58	с другой стороны	3	1
59	своей будущей жене	1	1
60	мы уже говорили	5	1
61	той же задаче	2	1
62	приводят к тому	1	1
63	он как и	1	1
64	на самом же	2	1
65	том же самом	1	1
66	непосредственной связи с	1	1
67	так и в	1	1
68	сих пор в	1	1
69	это и есть	3	1
70	включает в себя	1	1
71	и в соответствии	1	1
72	то же слово	1	1
73	конечно не только	1	1
74	в то же	8	1
75	и делает его	1	1
76	тем что он	1	1
77	что и в	1	1
78	в конце концов	4	1
