N	2gram	Tiupa_Lite_1	Istorich
1	что он	5	24
2	не только	24	18
3	может быть	13	17
4	мы имеем	1	15
5	и в	8	15
6	никогда не	4	15
7	так как	1	14
8	но и	17	14
9	что в	3	12
10	то что	10	12
11	а в	3	12
12	в этом	12	11
13	в этих	1	11
14	мы знаем	1	11
15	и не	12	11
16	то же	5	10
17	что они	1	10
18	его в	3	10
19	еще не	4	9
20	все же	4	9
21	в другом	2	9
22	с тем	1	9
23	и здесь	1	9
24	потому что	3	9
25	он не	1	8
26	связи с	6	8
27	один из	3	8
28	мы можем	1	8
29	в нем	2	7
30	таким образом	3	7
31	том что	14	7
32	не в	8	7
33	вместе с	1	7
34	сих пор	1	7
35	то это	2	6
36	но в	3	6
37	и что	1	6
38	в его	7	6
39	что и	1	6
40	до сих	1	6
41	как бы	7	6
42	в том	16	6
43	только в	8	6
44	же как	1	5
45	и есть	3	5
46	представляет собой	4	5
47	как в	5	5
48	но все	1	5
49	было бы	2	5
50	этого не	2	5
51	в котором	1	5
52	в иной	1	5
53	в русской	10	5
54	на него	1	5
55	что при	1	5
56	можно было	2	5
57	так и	4	5
58	она не	1	5
59	к нему	1	5
60	в одном	1	5
61	прежде всего	11	5
62	а не	16	5
63	в связи	4	5
64	не может	5	5
65	к тому	2	5
66	и на	1	4
67	только после	1	4
68	в одной	1	4
69	в себе	7	4
70	все эти	2	4
71	в этой	4	4
72	при этом	19	4
73	и с	1	4
74	вопрос о	1	4
75	дело не	2	4
76	для нас	1	4
77	о нем	1	4
78	с одной	2	4
79	пока не	1	4
80	у него	3	4
81	тем что	2	4
82	и др	3	4
83	власть над	1	4
84	не должен	3	4
85	одной из	1	4
86	к этой	1	4
87	они не	1	4
88	представлял собой	1	3
89	мы не	1	3
90	он был	1	3
91	он в	1	3
92	из этих	2	3
93	право на	1	3
94	как он	2	3
95	на то	1	3
96	подобно тому	2	3
97	он и	3	3
98	не мог	3	3
99	в их	3	3
100	и его	4	3
101	как будто	2	3
102	но по	1	3
103	в себя	2	3
104	так в	1	3
105	роль в	2	3
106	мог бы	1	3
107	о том	2	3
108	того что	6	3
109	герой в	1	3
110	в качестве	17	3
111	же и	3	3
112	по отношению	3	3
113	в состоянии	1	3
114	представляют собой	1	3
115	одной стороны	2	3
116	эти слова	1	3
117	как это	8	3
118	тому как	2	3
119	между прочим	1	3
120	уже на	1	3
121	не обладает	2	3
122	отношению к	2	3
123	например в	3	2
124	самом деле	2	2
125	на самом	1	2
126	показать что	1	2
127	в сущности	2	2
128	я не	7	2
129	хотя бы	2	2
130	и то	2	2
131	в которых	1	2
132	во всех	1	2
133	но не	4	2
134	не просто	1	2
135	его на	1	2
136	перед нами	1	2
137	есть ли	1	2
138	не сам	2	2
139	в которой	1	2
140	говорят о	1	2
141	тому же	2	2
142	так сказать	1	2
143	состоит в	11	2
144	в силу	4	2
145	и если	1	2
146	и по	1	2
147	человека в	1	2
148	а затем	1	2
149	из них	4	2
150	той же	3	2
151	это не	4	2
152	в жизни	6	2
153	как и	6	2
154	ключ к	1	2
155	такой же	1	2
156	в эту	1	2
157	во время	1	2
158	не столько	5	2
159	нет необходимости	1	2
160	и более	1	2
161	на три	1	2
162	тем самым	5	2
163	самого начала	1	2
164	одна из	3	2
165	иметь в	1	2
166	на котором	1	2
167	другой стороны	1	2
168	так называемый	2	2
169	только с	1	2
170	к себе	3	2
171	мы в	2	2
172	могут быть	2	2
173	и вполне	2	2
174	с ее	1	2
175	в виду	3	2
176	и говорит	1	2
177	с самого	1	2
178	приводит к	3	2
179	на нее	1	2
180	имеется в	2	2
181	одно из	3	2
182	другом месте	1	2
183	на вопрос	1	2
184	с другой	3	2
185	а также	5	2
186	оно и	1	2
187	уже в	5	2
188	в нашей	2	2
189	не знал	1	2
190	а то	1	2
191	слова в	1	2
192	тут же	1	2
193	и только	2	2
194	не было	3	2
195	в особенности	1	2
196	именно в	1	2
197	а с	1	2
198	себя и	1	2
199	в некоторых	1	2
200	превращается в	2	2
201	становится ясным	1	2
202	нет ничего	2	2
203	и пусть	1	2
204	в мир	1	2
205	да и	3	2
206	по существу	1	2
207	ко мне	1	2
208	о его	1	2
209	см ниже	1	2
210	которые были	1	2
211	под названием	1	2
212	совершается в	1	2
213	более ранних	1	2
214	или в	1	2
215	говорится в	2	2
216	тот кто	1	2
217	не знает	1	2
218	сказать что	1	2
219	на один	2	2
220	к своей	2	1
221	перед лицом	1	1
222	из его	2	1
223	оно было	1	1
224	мать и	1	1
225	едва ли	1	1
226	в зависимости	1	1
227	то самое	1	1
228	и этот	1	1
229	и за	1	1
230	а как	2	1
231	есть не	1	1
232	и о	1	1
233	превратилась в	1	1
234	этом не	1	1
235	это всегда	1	1
236	говорить о	1	1
237	на себя	2	1
238	всю ночь	1	1
239	их не	2	1
240	зависимости от	1	1
241	и он	1	1
242	это время	1	1
243	отсылает к	1	1
244	в отличие	5	1
245	он сам	1	1
246	что его	3	1
247	с его	5	1
248	тем как	1	1
249	имеет здесь	1	1
250	на основе	1	1
251	но как	1	1
252	а только	2	1
253	к которой	1	1
254	только при	1	1
255	в сторону	1	1
256	ответ на	1	1
257	отличие от	5	1
258	из таких	1	1
259	отнюдь не	2	1
260	в центре	1	1
261	в возрасте	1	1
262	а третий	1	1
263	как к	1	1
264	как нам	1	1
265	однако не	1	1
266	просто как	1	1
267	но впоследствии	1	1
268	и как	1	1
269	духа и	1	1
270	следующим образом	2	1
271	за собой	1	1
272	со своей	1	1
