N	2gram	Vygotskiy__5	Russkaja
1	не может	9	22
2	и не	6	19
3	в том	27	17
4	в этом	14	17
5	и в	30	14
6	с другом	3	14
7	друг с	3	14
8	то что	37	13
9	то же	7	11
10	точки зрения	7	11
11	таким образом	20	11
12	в то	2	10
13	но и	6	10
14	в себе	5	9
15	не только	16	9
16	том что	21	9
17	с точки	2	9
18	может быть	11	9
19	во всяком	1	9
20	того чтобы	20	8
21	прежде всего	4	8
22	как на	11	8
23	самом деле	8	7
24	и если	6	7
25	и с	2	7
26	в данном	3	7
27	к тому	8	7
28	стремление к	1	7
29	о том	10	7
30	мы должны	3	7
31	ни к	1	7
32	к которой	1	6
33	если в	1	6
34	в своем	6	6
35	и к	4	6
36	в россии	1	6
37	с тем	8	6
38	в своих	5	6
39	и при	2	6
40	признать что	1	6
41	если бы	11	6
42	все это	2	6
43	и для	6	6
44	для того	20	6
45	что он	17	6
46	для него	3	6
47	на самом	2	6
48	вопрос о	3	5
49	и на	3	5
50	между собой	2	5
51	во всех	2	5
52	на то	17	5
53	в нем	7	5
54	при этом	8	5
55	он не	3	5
56	он должен	8	5
57	было бы	5	5
58	в своей	4	5
59	никогда не	9	5
60	потому что	23	5
61	между тем	1	5
62	и только	3	5
63	только в	5	5
64	хотя бы	3	5
65	конечно не	1	5
66	в последние	1	5
67	или иной	2	5
68	до сих	5	5
69	себя и	2	5
70	из которых	4	5
71	по существу	2	5
72	сих пор	5	5
73	а в	4	5
74	и то	9	4
75	смотреть на	3	4
76	но не	7	4
77	себе и	2	4
78	себя в	1	4
79	все же	7	4
80	более или	1	4
81	не в	8	4
82	в этой	5	4
83	в корне	1	4
84	на земле	1	4
85	тому чтобы	1	4
86	в совершенно	6	4
87	том случае	1	4
88	как и	6	4
89	которой он	1	4
90	или менее	1	4
91	в их	3	4
92	точку зрения	1	4
93	тогда когда	1	4
94	во всем	2	4
95	от того	4	4
96	не могут	3	4
97	когда они	1	4
98	приводит к	2	4
99	идет речь	3	4
100	можно было	3	4
101	и т.д	1	4
102	в его	4	4
103	так как	9	4
104	со стороны	3	4
105	вместе с	12	4
106	что же	1	4
107	как бы	19	4
108	отказаться от	1	4
109	жизни и	6	4
110	что в	24	4
111	все что	1	4
112	и т	7	3
113	то в	1	3
114	и ни	2	3
115	еще не	5	3
116	из этих	3	3
117	что они	5	3
118	в самом	14	3
119	что это	8	3
120	ни одна	1	3
