N	2gram	Losev_Dial_4	Problemy
1	и в	15	43
2	и не	30	29
3	т е	46	26
4	может быть	17	23
5	как бы	14	22
6	не может	11	18
7	в пределах	1	16
8	как и	7	14
9	у достоевского	2	14
10	но и	4	14
11	и т	17	13
12	в этом	11	13
13	точки зрения	14	13
14	что он	7	13
15	в нем	5	12
16	в одном	4	12
17	не только	8	11
18	не в	8	11
19	по себе	13	11
20	и на	5	10
21	но в	3	10
22	как мы	1	10
23	в его	4	10
24	прежде всего	11	10
25	в сущности	5	9
26	еще не	4	9
27	он не	1	9
28	слово и	1	9
29	никогда не	2	9
30	то же	9	8
31	лишь в	2	8
32	с точки	9	8
33	и его	7	8
34	или в	7	8
35	ведь и	2	7
36	перед нами	6	7
37	в самом	2	7
38	к себе	1	7
39	в то	6	7
40	в него	1	7
41	а не	18	7
42	о себе	1	7
43	что же	2	7
44	то что	16	7
45	и наконец	3	6
46	при этом	2	6
47	не как	4	6
48	что я	5	6
49	о нем	2	6
50	в том	11	6
51	в котором	2	6
52	и все	11	6
53	сам по	2	5
54	к другому	1	5
55	и он	1	5
56	хотя и	6	5
57	в себе	8	5
58	все эти	3	5
59	но ведь	1	5
60	на то	5	5
61	да и	2	5
62	таким образом	5	5
63	и с	4	5
64	было бы	9	5
65	у меня	1	5
66	о том	5	5
67	никак не	2	5
68	и что	9	5
69	же время	6	5
70	к нему	1	5
71	так что	6	5
72	вовсе не	6	5
73	в той	1	5
74	все это	9	5
75	а что	2	5
76	бы в	4	5
77	а в	1	5
78	на фоне	1	5
79	достоевского в	1	4
80	а как	2	4
81	мы не	9	4
82	слово о	2	4
83	так чтобы	3	4
84	я не	5	4
85	с его	5	4
86	во всех	2	4
87	себе и	2	4
88	отличие от	2	4
89	сама по	5	4
90	вот как	2	4
91	в своем	5	4
92	такое слово	1	4
93	т д	15	4
94	человека в	1	4
95	же не	1	4
96	в них	2	4
97	между собою	2	4
98	должно быть	2	4
99	в своей	3	4
100	в отличие	1	4
101	но он	1	4
102	их в	1	4
103	том же	1	4
104	как его	1	4
105	или как	1	4
106	и это	8	4
107	в словах	3	4
108	почему же	1	4
109	этот вопрос	1	4
110	только в	7	4
111	же и	2	4
112	так как	14	4
113	как раз	4	4
114	с другой	1	4
115	на этот	1	4
116	до конца	1	4
117	не могут	2	4
118	и нет	3	4
119	но это	4	4
120	в результате	6	4
121	совершенно не	3	4
122	что в	7	4
123	себя как	3	3
124	также и	4	3
125	должна быть	7	3
126	тут в	2	3
127	мы уже	3	3
128	той же	5	3
129	что если	3	3
130	в виду	9	3
131	он сам	1	3
132	такого что	1	3
133	мы будем	2	3
134	что так	1	3
135	за пределы	3	3
136	в одной	1	3
137	стороны и	1	3
138	кроме того	2	3
139	когда он	3	3
140	никому не	1	3
141	есть конечно	1	3
142	это не	12	3
143	в жизни	5	3
144	переходим к	1	3
145	такой же	1	3
146	и их	2	3
147	в их	3	3
148	не должна	1	3
149	зрения и	1	3
150	даже в	1	3
151	этих трех	1	3
152	в отношении	2	3
153	она не	4	3
154	того и	1	3
155	ничего не	17	3
156	во всем	2	3
157	могут быть	3	3
158	той или	4	3
159	не менее	2	3
160	в себя	5	3
161	можно было	1	3
162	так и	5	3
163	всех возможных	1	3
164	если бы	6	3
165	и даже	6	3
166	с ним	3	3
167	и здесь	1	3
168	что и	6	3
169	и только	2	3
170	и следовательно	3	3
171	его в	1	3
172	тот же	1	3
173	и ее	8	3
174	себя в	2	3
175	есть в	4	3
176	уже не	9	3
177	в виде	3	3
178	тем что	2	3
179	или иной	1	3
180	себя и	3	3
181	слово слово	1	3
182	ни на	6	3
183	в человеке	2	3
184	по существу	1	3
185	но для	2	3
186	все же	2	3
187	и для	5	3
188	сознания и	3	3
189	это все	2	3
190	в романе	1	3
191	не знает	1	3
192	другой стороны	2	3
193	есть и	3	3
194	я и	1	2
195	а между	1	2
196	отношения к	3	2
197	чтобы не	1	2
198	человека и	2	2
199	самый предмет	1	2
200	и о	8	2
201	вопрос о	2	2
202	бы ни	2	2
203	от друга	1	2
204	то это	1	2
205	себе что	2	2
206	собою и	1	2
207	и говорить	1	2
208	и явления	1	2
209	не нужно	2	2
210	быть в	5	2
211	отношение к	1	2
212	друг от	1	2
213	друга и	1	2
214	как в	3	2
215	с этим	3	2
216	целый ряд	1	2
217	и как	4	2
218	та же	3	2
219	бы и	3	2
220	что это	13	2
221	сказать о	1	2
222	бы не	2	2
223	из этих	2	2
224	с их	4	2
225	как он	1	2
226	к миру	1	2
227	романе достоевского	1	2
228	и еще	1	2
229	на том	1	2
230	что тут	7	2
231	одно и	1	2
232	но все	2	2
233	сознание и	1	2
234	конечно в	1	2
235	об этом	3	2
236	из них	2	2
237	входит в	1	2
238	он есть	7	2
239	известно что	3	2
240	ни в	8	2
241	он является	1	2
242	одна и	1	2
243	для чего	1	2
244	мы с	1	2
245	том что	10	2
246	и при	2	2
247	что такое	5	2
248	быть никому	1	2
249	почти не	1	2
250	себе а	1	2
251	в которых	1	2
252	мы сказали	1	2
253	и другого	1	2
254	же тут	1	2
255	что было	2	2
256	что этот	2	2
257	и то	3	2
258	и очень	1	2
259	иной раз	3	2
260	дело в	1	2
261	того как	2	2
262	одна из	1	2
263	на себе	5	2
264	в процессе	1	2
265	и всегда	1	2
266	и без	2	2
267	тем не	2	2
268	что на	2	2
269	у нас	3	2
270	лежит в	3	2
271	отличается от	1	2
272	должны быть	4	2
273	самом предмете	1	2
274	это я	1	2
275	предмет в	1	2
276	чудо и	4	2
277	в конце	1	2
278	нашей работы	1	2
279	всего этого	1	2
280	не могу	1	2
281	без всякого	2	2
282	мыслить и	1	2
283	представим себе	2	2
284	мы наблюдаем	1	2
285	он так	1	2
286	что может	1	2
287	там это	1	2
288	в плоскости	1	2
289	в которые	1	2
290	для этого	2	2
291	собою но	1	2
292	только так	4	2
293	в глаза	1	2
294	его жизни	1	2
295	все его	1	2
296	от них	1	2
297	от одного	2	2
298	и всякое	1	2
299	того что	13	2
300	этом смысле	4	2
301	быть и	3	2
302	но так	1	2
303	и так	2	2
304	конечно не	2	2
305	не входит	1	2
306	уже в	1	2
307	если мы	5	2
308	и они	1	2
309	то и	2	2
310	а то	1	2
311	речь в	1	2
312	его и	1	2
313	мы переходим	1	2
314	и та	3	2
315	мы можем	3	2
316	ничего что	1	2
317	именно как	1	2
318	с другим	1	2
319	как же	5	2
320	что не	3	2
321	и пр	9	2
322	превращается в	1	2
323	него не	1	2
324	так же	4	2
325	и безукоризненно	1	2
326	на вид	1	2
327	будет и	1	2
328	установки и	1	2
329	своей жизни	1	2
330	слова но	1	2
331	человек и	1	2
332	лишь как	4	2
333	конце концов	1	2
334	хотя бы	4	2
335	отношении к	2	2
336	не есть	40	2
337	так вы	1	2
338	с ними	4	2
339	сказать что	6	2
340	ее в	2	2
341	в своих	1	2
342	во всяком	2	2
343	смысле слова	1	1
344	мы замечаем	1	1
345	же человек	1	1
346	предполагает что	1	1
347	и через	1	1
348	е как	1	1
349	не признать	1	1
350	на самом	1	1
351	он может	1	1
352	это и	9	1
353	но тем	1	1
354	и должны	1	1
355	единство на	1	1
356	и есть	19	1
357	живое и	1	1
358	из другого	1	1
359	знаете что	5	1
360	все те	1	1
361	собственном смысле	2	1
362	и больше	1	1
363	видеть в	1	1
364	чтобы эта	2	1
365	сказать с	1	1
366	их и	1	1
367	есть не	5	1
368	вы не	3	1
369	хорошо и	1	1
370	бы уже	1	1
371	и само	2	1
372	же как	1	1
373	при анализе	1	1
374	положения в	1	1
375	из своих	1	1
376	да за	1	1
377	он как	1	1
378	своими корнями	1	1
379	такое положение	1	1
380	есть нечто	2	1
381	но она	1	1
382	и тем	6	1
383	сложнее и	1	1
384	их к	1	1
385	в некотором	1	1
386	конечно и	1	1
387	кто же	1	1
388	на них	1	1
389	это возможно	2	1
390	от себя	2	1
391	то мы	3	1
392	уже нет	3	1
393	с одной	1	1
394	но как	2	1
395	точка зрения	1	1
396	с отцом	1	1
397	в общем	1	1
398	в новом	1	1
399	для всякой	1	1
400	нет и	2	1
401	учение о	5	1
402	в собственном	3	1
403	идет о	1	1
404	его я	1	1
405	которой они	1	1
406	пределах одной	1	1
407	если есть	2	1
408	просто как	2	1
409	от нашего	1	1
410	было только	1	1
411	ничего и	1	1
412	и художественного	1	1
413	да они	1	1
414	себе не	2	1
415	о самом	1	1
416	слово нельзя	1	1
417	стороны мы	1	1
418	и утвердить	1	1
419	собственное слово	3	1
420	так или	1	1
421	в нашем	1	1
422	простое и	1	1
423	следы и	1	1
424	которые в	1	1
425	самое это	1	1
426	же вы	2	1
427	тоже не	2	1
428	в костюме	1	1
429	в этой	4	1
430	чтобы тем	1	1
431	корнями в	1	1
432	может уже	1	1
433	человек не	1	1
434	все они	1	1
435	и если	3	1
436	но прежде	1	1
437	вообще не	1	1
438	образ его	1	1
439	видит и	1	1
440	что она	5	1
441	она становится	1	1
442	что же?	1	1
443	свою собственную	1	1
444	он должен	1	1
445	достаточно чтобы	1	1
446	говорите что	1	1
447	и по	2	1
448	даже прямо	1	1
449	на этом	3	1
450	его можно	1	1
451	будем говорить	1	1
452	но дело	1	1
453	однако в	2	1
454	е что	2	1
455	не бывает	1	1
456	от нее	3	1
457	этом последнем	1	1
458	слова не	1	1
459	то ни	4	1
460	что все	4	1
461	они должны	1	1
462	и дальше	1	1
463	об этой	2	1
464	пошел да	1	1
