N	3gram	Voloshinov_1	Problemy
1	с точки зрения	20	9
2	до сих пор	8	8
3	не может быть	13	8
4	в большинстве случаев	3	8
5	и не может	9	7
6	в пределах одного	2	6
7	по отношению к	2	5
8	то же время	3	5
9	в то же	3	5
10	друг с другом	1	5
11	в самом деле	9	4
12	в том числе	2	4
13	как и все	2	4
14	более или менее	1	3
15	как мы сказали	1	3
16	в отличие от	5	3
17	как мы увидим	1	3
18	том числе и	2	3
19	к одному знаменателю	2	3
20	с другой стороны	5	3
21	и в сущности	1	2
22	а следовательно и	1	2
23	нет и не	2	2
24	в системе языка	1	2
25	большей или меньшей	1	2
26	в этом смысле	2	2
27	оно должно быть	1	2
28	сами по себе	1	2
29	в узком смысле	2	2
30	но и в	1	2
31	можно было бы	2	2
32	это вовсе не	1	2
33	на этот вопрос	3	2
34	в том что	3	2
35	как если бы	2	2
36	в большей или	1	2
37	но в то	2	2
38	не может их	1	2
39	и в большинстве	1	2
40	сих пор не	1	2
41	можно сказать что	3	2
42	той или иной	1	2
43	как мы уже	1	2
44	в отношении к	4	2
45	сама по себе	2	2
46	выходят за пределы	1	2
47	может войти в	1	1
48	системы языка в	1	1
49	между ними как	1	1
50	в той форме	1	1
51	он сам и	1	1
52	прежде всего как	1	1
53	не может до	1	1
54	может до конца	1	1
55	прежде всего в	1	1
56	слово в то	1	1
57	хотя они и	1	1
58	одним и тем	1	1
59	и так сказать	1	1
60	но именно эти	1	1
61	том что он	1	1
62	а между тем	1	1
63	явление в процессе	1	1
64	в этом случае	3	1
65	языка и не	1	1
66	же как и	2	1
67	провести отчетливую границу	1	1
68	той форме в	1	1
69	с установкой на	2	1
70	то что делает	3	1
71	и там и	1	1
72	мы не будем	3	1
73	хотя бы и	1	1
74	мы переходим к	1	1
75	отчетливую границу между	1	1
76	таким образом как	1	1
77	отражает в себе	1	1
78	приводит к полному	1	1
79	является одним из	2	1
80	и т.п все	1	1
81	на самом же	2	1
82	в себе и	1	1
83	не менее чем	1	1
84	таким образом между	2	1
85	рано или поздно	1	1
86	нет ничего что	1	1
87	жизни но именно	1	1
88	от него не	1	1
89	так сказать в	1	1
90	этого он не	1	1
91	может быть и	3	1
92	в значительной степени	1	1
93	мы увидим дальше	1	1
94	так же как	2	1
95	они еще не	1	1
96	и тем же	1	1
97	ее при этом	1	1
98	с одной стороны	1	1
99	в конце концов	3	1
100	но при этом	2	1
101	и в нем	1	1
102	так или иначе	1	1
103	все же не	1	1
104	в связи с	7	1
105	не должна быть	1	1
106	во всяком случае	2	1
107	в точном смысле	1	1
108	до настоящего времени	5	1
109	снова и снова	1	1
110	таким образом и	1	1
111	самом же деле	2	1
112	вместо того чтобы	1	1
113	в широком смысле	1	1
114	между этими двумя	2	1
115	всей нашей работы	1	1
116	точки зрения этого	1	1
117	переходим к характеристике	1	1
118	так и в	1	1
119	его жизни и	1	1
120	как бы на	1	1
121	и т.п в	3	1
122	вовсе не как	1	1
123	она и не	1	1
124	и он сам	1	1
125	другой стороны и	1	1
126	с самого начала	4	1
127	не могло в	1	1
128	жизни в этом	2	1
129	за другом и	1	1
130	не только в	1	1
131	язык в его	1	1
132	выходит за пределы	1	1
133	и все остальные	1	1
134	но все же	3	1
135	не будем останавливаться	1	1
136	как мы видим	1	1
137	как мы знаем	5	1
138	друг от друга	1	1
139	и ту же	1	1
140	есть прежде всего	1	1
141	как он их	1	1
142	сказать что вся	1	1
143	к тому что	1	1
144	друг за другом	1	1
145	может быть объектом	1	1
146	одну и ту	1	1
147	и между ними	1	1
148	и до настоящего	1	1
149	в высшей степени	3	1
150	в пределах замкнутого	1	1
151	тем же языком	1	1
152	в конкретном случае	1	1
153	конечно далеко не	1	1
