N	3gram	Potebnia_M_4	Dialekti
1	и т д	3	23
2	с точки зрения	3	14
3	в таком случае	2	10
4	тем не менее	4	10
5	не только не	3	7
6	что иное как	2	6
7	не может быть	5	6
8	не что иное	2	6
9	сам по себе	4	5
10	по крайней мере	5	5
11	есть то что	2	5
12	само по себе	5	5
13	о том что	5	5
14	подобно тому как	2	4
15	в то время	1	4
16	и не только	1	3
17	сами по себе	2	3
18	того что он	1	3
19	с одной стороны	1	3
20	в том что	7	3
21	есть не что	1	3
22	как и в	1	3
23	на то что	4	3
24	в сравнении с	1	3
25	только тогда когда	4	3
26	она и есть	1	2
27	хотя и не	1	2
28	в силу этого	1	2
29	это было бы	1	2
30	не только о	1	2
31	точно так же	1	2
32	и в этом	4	2
33	не могут быть	2	2
34	с другой стороны	1	2
35	что это не	1	2
36	во всяком случае	3	2
37	иметь в виду	1	2
38	мы не можем	3	2
39	для нас в	1	2
40	к тому что	1	2
41	так или иначе	2	2
42	таким образом что	2	1
43	и есть то	1	1
44	а следовательно и	1	1
45	есть не более	1	1
46	и сам по	1	1
47	мы говорим что	1	1
48	потому что в	3	1
49	только сказать что	1	1
50	и что только	1	1
51	в виду что	1	1
52	и той же	1	1
53	указывает только на	1	1
54	на наших глазах	1	1
55	но и о	1	1
56	на самом деле	3	1
57	во всем ее	1	1
58	так что в	1	1
59	внимание на то	3	1
60	то же самое	4	1
61	другими словами мы	1	1
62	представить в виде	1	1
63	то я не	1	1
64	если так то	1	1
65	не отличаются от	1	1
66	до сих пор	4	1
67	оно не есть	1	1
68	и не может	1	1
69	себе независимо от	1	1
70	то ли самое	1	1
71	есть только совокупность	1	1
72	это было возможно	1	1
73	на котором она	2	1
74	бы только в	2	1
75	не имеет никакого	1	1
76	и та же	1	1
77	на что не	1	1
78	а если бы	1	1
79	в этом отношении	1	1
80	того и другого	1	1
81	и говорить о	1	1
82	а все остальное	1	1
83	может быть только	1	1
84	что же мы	1	1
85	совершенно правильно с	1	1
86	только потому что	2	1
87	в данном случае	2	1
88	если бы мы	1	1
89	так что если	1	1
90	по себе есть	1	1
91	и в отношении	1	1
92	то стало быть	1	1
93	то тем самым	1	1
94	и как бы	2	1
95	в обыкновенном смысле	1	1
96	не в том	2	1
97	так как мы	1	1
98	то что все	1	1
99	это не значит	2	1
100	имеем дело не	1	1
101	одна и та	1	1
102	и так как	1	1
103	только в обществе	1	1
104	когда мы говорим	3	1
105	но так как	1	1
106	и в том	2	1
107	лишь тогда когда	3	1
108	и таким образом	3	1
109	вопрос что такое	2	1
110	и стало быть	1	1
111	то же время	3	1
112	что в сущности	1	1
113	самом деле есть	1	1
114	теми или другими	1	1
115	по себе независимо	1	1
116	от того что	3	1
117	том смысле что	1	1
118	можно только сказать	1	1
119	это потому что	2	1
120	и в таком	1	1
121	в одном из	1	1
122	что такое идея	1	1
123	и все это	1	1
124	имеет такое же	1	1
125	легко заметить что	1	1
126	и эта последняя	1	1
127	своей точки зрения	1	1
128	в этом заключается	1	1
129	речь идет о	1	1
130	не менее в	1	1
131	и сама она	1	1
132	то оно не	1	1
133	в то же	3	1
134	в связи с	1	1
135	в том смысле	2	1
136	одной и той	1	1
137	оно и не	1	1
138	происходит в нас	1	1
139	не более как	1	1
140	наших глазах совершается	1	1
141	может зависеть от	1	1
142	что и в	2	1
143	что их не	1	1
144	в таком же	1	1
145	возможно только тогда	1	1
