N	2gram	Tiupa_Narr_1	Problema
1	то есть	19	39
2	то что	11	38
3	вовсе не	1	37
4	и не	20	37
5	и в	19	35
6	не есть	3	33
7	не только	32	24
8	сказать что	4	24
9	том что	14	19
10	у нас	1	18
11	о том	6	18
12	может быть	25	18
13	в этом	17	17
14	и вообще	1	16
15	но и	23	16
16	такого рода	7	15
17	что мы	2	14
18	только в	4	14
19	не менее	3	13
20	потому что	1	13
21	не может	10	13
22	также и	1	12
23	тем не	3	12
24	того что	1	12
25	в том	18	12
26	хотя бы	4	12
27	не будет	3	11
28	и даже	3	11
29	прежде всего	4	11
30	что в	3	11
31	в таком	2	11
32	таком случае	2	10
33	и то	1	10
34	говорить о	2	10
35	еще не	7	10
36	ничего не	2	10
37	и с	4	10
38	а не	12	10
39	в данном	5	10
40	да и	4	10
41	тем более	2	10
42	едва ли	1	9
43	в этой	5	9
44	пока еще	4	9
45	для себя	1	9
46	для нас	1	9
47	все же	7	8
48	по себе	5	8
49	в виду	1	8
50	было бы	4	8
51	уже не	5	8
52	как раз	2	8
53	только о	2	8
54	есть нечто	1	7
55	совсем не	1	7
56	все эти	2	7
57	тоже не	1	7
58	того или	2	7
59	мы не	1	7
60	тем самым	6	7
61	некоторого рода	2	7
62	не имеет	2	7
63	не является	8	7
64	в конце	1	7
65	так и	9	7
66	в его	9	7
67	есть не	1	6
68	мы и	1	6
69	с другой	8	6
70	но как	2	6
71	но в	6	6
72	так или	2	6
73	что все	1	6
74	обозначения и	1	6
75	по крайней	1	6
76	мы можем	1	6
77	не о	3	6
78	как будто	3	6
79	крайней мере	1	6
80	когда мы	2	6
81	же самое	1	6
82	можно сказать	5	6
83	ни в	3	6
84	в области	2	6
85	или иначе	3	6
86	а именно	3	6
87	о чем	2	6
88	но это	1	6
89	и для	2	6
90	не существует	3	6
91	в то	3	6
92	то же	4	5
93	между собой	2	5
94	по своему	1	5
95	отнюдь не	5	5
96	в самом	1	5
97	в себе	8	5
98	с другими	1	5
99	этом смысле	1	5
100	но уже	1	5
101	как и	7	5
102	и более	1	5
103	это то	1	5
104	связи с	4	5
105	будто бы	3	5
106	той или	4	5
107	как мы	3	5
108	данном случае	4	5
109	языка и	2	5
110	можно было	2	5
111	и на	3	5
112	тот или	1	5
113	с одной	7	5
114	одной стороны	7	5
115	или иной	5	5
116	что не	4	5
117	другой стороны	4	5
118	в частности	14	5
119	так же	2	5
120	в связи	2	5
121	и все	2	5
122	или иного	2	5
123	есть то	1	5
124	самом деле	2	4
125	на самом	1	4
126	и есть	1	4
127	что если	1	4
128	и самого	3	4
129	но не	5	4
130	не все	5	4
131	в общем	1	4
132	в своем	2	4
133	и как	5	4
134	более или	2	4
135	но именно	1	4
136	их в	1	4
137	таким образом	1	4
138	и тем	4	4
139	далеко не	5	4
140	как таковой	1	4
141	на первый	2	4
142	или менее	2	4
143	есть прежде	1	4
144	до сих	1	4
145	что на	2	4
146	именно как	1	4
147	не могут	1	4
148	все еще	1	4
149	если бы	1	4
150	и здесь	1	4
151	и только	2	4
152	тот же	1	4
153	что он	6	4
154	есть в	2	4
155	то и	1	4
156	нами не	2	4
157	как же	1	4
158	тем что	3	4
159	если не	4	4
160	в область	2	4
161	как бы	4	4
162	сих пор	1	4
163	в результате	2	4
164	а в	11	4
165	это и	3	3
166	в их	1	3
167	мы уже	1	3
168	что иное	2	3
169	не отличается	2	3
170	нет и	2	3
171	что они	3	3
172	нельзя было	1	3
173	хотя и	3	3
174	могли бы	1	3
175	не было	2	3
176	не являются	2	3
177	и к	1	3
178	только то	1	3
179	в целом	1	3
180	бы не	2	3
181	из этих	3	3
182	и тот	2	3
183	в случае	7	3
184	быть только	1	3
185	при этом	9	3
186	и по	1	3
187	здесь мы	1	3
188	то ни	3	3
189	лишь в	1	3
190	его в	2	3
191	все равно	1	3
192	в слове	1	3
193	несмотря на	2	3
194	лет назад	1	3
195	в чистом	1	3
196	и того	1	3
197	никто не	1	3
198	к предмету	1	3
199	гуманитарных наук	1	3
200	чистом виде	1	3
201	при всех	2	3
202	как о	1	3
203	одна из	3	3
204	в основе	5	3
205	и является	1	3
206	как только	1	3
207	не знает	1	3
208	оно не	2	3
209	если же	1	3
210	она не	2	3
211	то или	3	3
212	на том	3	3
213	он сам	2	3
214	иное как	2	3
215	внимание на	1	3
216	в значительной	2	3
217	нас в	1	3
218	том или	2	3
219	есть тоже	1	3
220	и наконец	1	3
221	один из	3	3
222	уже в	3	3
223	в нашей	1	3
224	или даже	2	3
225	даже не	3	3
226	же о	1	3
227	если оно	1	3
228	тому как	2	3
229	от нас	1	3
230	к тому	7	3
231	и от	1	3
232	о котором	1	3
233	от всего	1	3
234	тех или	1	3
235	здесь только	1	3
236	не что	2	3
237	точно так	2	3
238	речь идет	4	2
239	является для	1	2
240	мере в	1	2
241	от самого	1	2
242	в какой-то	1	2
243	часто бывает	1	2
244	и ничего	1	2
245	связаны между	1	2
246	совпадает с	1	2
247	из которых	4	2
248	на некоторые	1	2
249	что существует	1	2
250	в ней	3	2
251	столько же	1	2
252	представляет собой	13	2
253	здесь не	4	2
254	бы то	3	2
255	во всех	1	2
256	не требует	1	2
257	от его	1	2
258	не то	2	2
259	друг от	1	2
260	или иное	2	2
261	один и	1	2
262	в той	6	2
263	независимо от	2	2
264	внутри себя	1	2
265	как нам	1	2
266	перед нами	4	2
267	роль в	2	2
268	человек не	1	2
269	он не	3	2
270	в понимании	1	2
271	содержит в	1	2
272	в плане	1	2
273	его от	1	2
274	подобно тому	2	2
275	и ее	2	2
276	но все	4	2
277	как они	1	2
278	об этом	1	2
279	входит в	1	2
280	или хотя	1	2
281	в них	1	2
282	ничем не	1	2
283	точки зрения	10	2
284	и при	1	2
285	мысли и	1	2
286	фактической стороны	1	2
287	не в	14	2
288	даже в	2	2
289	на него	3	2
290	последние десятилетия	1	2
291	только одним	1	2
292	ли это	1	2
293	настоящего времени	1	2
294	отличается от	4	2
295	числе и	4	2
296	что оно	1	2
297	утверждать что	2	2
298	более не	2	2
299	от друга	1	2
300	мысль о	1	2
301	и сам	1	2
302	но зато	1	2
303	здесь как	1	2
304	является в	1	2
305	сводится к	3	2
306	о нем	4	2
307	при такой	1	2
308	что каждый	1	2
309	а также	7	2
310	это было	1	2
311	к нему	5	2
312	что и	1	2
313	тотчас же	1	2
314	если это	1	2
315	может иметь	1	2
316	или может	1	2
317	в него	1	2
318	быть и	1	2
319	самым мы	1	2
320	в разные	1	2
321	или в	2	2
322	в качестве	21	2
323	до наших	1	2
324	с нею	1	2
325	ни с	1	2
326	не так	1	2
327	сами по	2	2
328	само по	1	2
329	каждый из	2	2
330	как такового	1	2
331	в состоянии	1	2
332	или ином	2	2
333	отсутствует и	1	2
334	в последние	2	2
335	между которыми	1	2
336	и прежде	1	2
337	на чем	2	2
338	и др	2	2
339	совершенно не	2	2
340	нет ничего	1	2
341	это за	1	2
342	в тех	1	2
343	с историей	1	2
344	и времени	1	2
345	свидетельствует о	1	2
346	но обязательно	1	2
347	собственно говоря	1	2
348	в системе	1	2
349	по поводу	1	2
350	они все	2	2
351	в действительности	1	2
352	а может	1	2
353	том числе	6	2
354	отношения к	2	1
355	одним из	2	1
356	к их	1	1
357	же как	3	1
358	сам по	1	1
359	здесь и	2	1
360	чего не	1	1
361	характерное для	1	1
362	к другому	2	1
363	отношения между	1	1
364	и до	2	1
365	смысловая природа	1	1
366	она все	1	1
367	различные и	1	1
368	должна быть	2	1
369	и больше	1	1
370	с таким	1	1
371	по его	1	1
372	речевой деятельности	1	1
373	мы имеем	2	1
374	мир не	1	1
375	идти в	1	1
376	хранения и	1	1
377	но ясно	1	1
378	определенной области	1	1
379	оно есть	1	1
380	на себя	3	1
381	ему в	2	1
382	в некотором	1	1
383	а теперь	1	1
384	может являться	1	1
385	на них	1	1
386	есть акт	1	1
387	столь же	3	1
388	время в	2	1
389	обыкновенный человек	1	1
390	с его	6	1
391	без которого	1	1
392	и главное	1	1
393	его началом	1	1
394	он может	1	1
395	временем и	1	1
396	мы будем	1	1
397	не входит	1	1
398	отношение к	2	1
399	форме и	1	1
400	в настоящем	1	1
401	не таким	1	1
402	первый взгляд	2	1
403	в рамках	12	1
404	это одно	1	1
405	как в	7	1
406	что именно	2	1
407	дает нам	1	1
408	что нет	2	1
409	такое слово	1	1
410	как уже	1	1
411	это определение	1	1
412	поэтому и	1	1
413	или иную	2	1
414	к специфике	1	1
415	видения мира	1	1
416	и символическое	1	1
417	что это	3	1
418	формы в	1	1
419	терминологии в	1	1
420	ухода в	1	1
421	без ее	1	1
422	может считаться	1	1
423	ни одна	1	1
424	в известном	2	1
425	речи но	1	1
