N	3gram	Voloshinov_1	Problemy
1	на самом деле	4	9
2	с самого начала	4	8
3	во всяком случае	3	4
4	его отношение к	1	4
5	и прежде всего	1	4
6	той или иной	1	4
7	друг с другом	1	4
8	в этом смысле	3	3
9	бы то ни	1	3
10	то ни было	1	3
11	в высшей степени	1	3
12	не может быть	3	3
13	то что я	1	2
14	если б я	1	2
15	с точки зрения	6	2
16	друг на друга	2	2
17	можно было бы	1	2
18	и в этом	2	2
19	но в общем	2	2
20	и та же	1	2
21	одна и та	1	2
22	в его целом	2	2
23	в другом человеке	1	2
24	так и в	1	2
25	мы можем сказать	2	2
26	подобно тому как	1	2
27	в большинстве случаев	3	2
28	и что он	1	2
29	на всю жизнь	1	2
30	в том что	1	2
31	можем сказать что	1	2
32	мы увидим что	1	2
33	как мы знаем	1	2
34	если бы он	1	1
35	несколько слов о	1	1
36	одних и тех	1	1
37	в чем не	3	1
38	на этом моменте	1	1
39	в сознание и	2	1
40	и столь же	1	1
41	дело в том	1	1
42	на них мы	1	1
43	в самом деле	2	1
44	но даже и	1	1
45	и к другим	1	1
46	сих пор еще	1	1
47	сознание и в	1	1
48	это последнее слово	1	1
49	в нем и	1	1
50	до сих пор	3	1
51	как мы сказали	1	1
52	вместе с тем	1	1
53	рано или поздно	1	1
54	и лишь в	1	1
55	как и всегда	1	1
56	со всех сторон	1	1
57	по крайней мере	3	1
58	и тех же	1	1
59	что я в	1	1
60	и со всеми	1	1
61	в данном случае	1	1
62	чтобы пробиться к	1	1
63	что может быть	1	1
64	всех без исключения	1	1
65	хотя и с	1	1
66	всяком случае не	1	1
67	с ним и	1	1
68	в этот момент	1	1
69	один из моментов	1	1
70	конечно не случайно	1	1
71	б я не	1	1
72	в свое время	1	1
73	мы говорили что	1	1
74	по ту сторону	4	1
75	и ни в	1	1
76	в нем нет	2	1
77	чем иным как	1	1
78	еще не стали	1	1
79	и пр в	1	1
80	и того же	1	1
81	о том что	2	1
82	не чем иным	1	1
83	по его мнению	1	1
84	но оно в	1	1
85	ни в чем	3	1
86	можно сказать что	3	1
87	или во всяком	1	1
88	одного и того	1	1
89	для того чтобы	1	1
90	то же самое	1	1
91	только себя и	1	1
92	в этом отношении	1	1
93	мы еще не	1	1
