N	4gram	Voloshinov_1	Formalny
1	в то же время	7	8
2	и не может быть	1	2
3	нет и не может	1	2
4	но в то же	2	2
5	в связи с этим	2	2
6	так и от всех	1	1
7	того что было в	1	1
8	в гораздо большей степени	1	1
9	и в то же	2	1
10	то же время и	1	1
11	здесь нет и не	1	1
12	отражается и преломляется в	1	1
13	на минуту не должен	1	1
14	но вместе с тем	1	1
15	в зависимости от того	2	1
16	в свою очередь определяет	1	1
17	ведь может показаться что	1	1
18	в точном смысле этого	2	1
19	точном смысле этого слова	2	1
20	минуту не должен забывать	1	1
21	ни на минуту не	1	1
