N	4gram	Vygotskiy__7	StatiiOP
1	в том числе и	1	2
2	заключается в том что	4	2
3	в том что в	1	2
4	одним и тем же	2	2
5	о том что в	1	1
6	чтобы получить ответ на	1	1
7	внимание на то что	1	1
8	той мере в какой	2	1
9	по этому поводу в	1	1
10	не давая себе труда	1	1
11	в том и другом	2	1
12	в той же мере	2	1
13	что с точки зрения	1	1
14	в той мере в	2	1
15	в том что он	2	1
16	только в том что	1	1
17	того чтобы получить ответ	1	1
18	в своем направлении и	1	1
19	никаких сомнений в том	1	1
20	так же как и	1	1
21	для того чтобы получить	1	1
22	сомнений в том что	1	1
23	в то время как	2	1
