N	2gram	Bakhtin_Pr_1	Literetu
1	а не	20	20
2	и в	23	19
3	может быть	21	17
4	своего рода	1	13
5	то же	10	12
6	и не	34	11
7	как и	8	10
8	в том	11	10
9	и т.п	3	10
10	но и	11	10
11	тогда как	1	9
12	в этом	25	9
13	в то	10	9
14	в мире	7	9
15	же время	7	9
16	не может	11	9
17	такого рода	1	9
18	не только	13	8
19	и даже	3	8
20	с другой	2	8
21	слова и	1	7
22	том что	9	7
23	так и	10	7
24	я в	1	7
25	то что	18	7
26	и на	10	6
27	в себе	5	6
28	при этом	3	6
29	однако в	2	6
30	не менее	1	6
31	себя в	3	6
32	в году	1	5
33	я не	3	5
34	но не	8	5
35	художественного мышления	2	5
36	он не	4	5
37	одна из	2	5
38	в качестве	1	5
39	у нас	1	5
40	то есть	24	5
41	того что	2	5
42	вместе с	2	5
43	в сфере	2	4
44	мы не	2	4
45	по отношению	11	4
46	так что	1	4
47	в рамках	2	4
48	едва ли	1	4
49	человека в	5	4
50	для него	15	4
51	точки зрения	21	4
52	не в	6	4
53	даже в	2	4
54	в русской	1	4
55	в области	3	4
56	в ней	1	4
57	тех кто	1	4
58	в его	24	4
59	один из	2	4
60	и других	5	4
61	тем что	3	4
62	прежде всего	7	4
63	в частности	1	4
64	в искусстве	2	4
65	жизни в	1	4
66	другой стороны	2	4
67	жизни и	6	4
68	что в	8	4
69	одним из	8	3
70	и то	1	3
71	идет о	3	3
72	тем же	1	3
73	в сущности	5	3
74	в кругозоре	2	3
75	и он	1	3
76	во всех	5	3
77	как правило	1	3
78	как к	1	3
79	в этой	4	3
80	то и	2	3
81	в нем	20	3
82	перестает быть	1	3
83	такой же	1	3
84	в их	3	3
85	том чтобы	1	3
86	с точки	15	3
87	тем самым	1	3
88	не столько	3	3
89	никогда не	5	3
90	ничего не	6	3
91	сознания в	2	3
92	и его	13	3
93	личности в	4	3
94	данном случае	2	3
95	в себя	3	3
96	и с	4	3
97	в художественной	2	3
98	но с	1	3
99	а в	7	3
100	так как	7	3
101	себе и	3	3
102	этом отношении	5	3
103	со стороны	2	3
104	в данном	2	3
105	а именно	1	3
106	по существу	4	3
107	но это	5	3
108	в начале	1	3
109	и для	3	3
110	на свою	1	3
111	и как	8	3
112	что он	10	3
113	о себе	9	3
114	отношению к	11	3
115	как на	2	3
116	себя как	5	2
117	же как	1	2
118	е годы	2	2
119	и до	1	2
120	и за	1	2
121	той же	6	2
122	это прежде	1	2
123	на первом	1	2
124	в первый	1	2
125	на себя	3	2
126	с ее	2	2
127	жизни как	1	2
128	в каждой	2	2
129	к своему	1	2
130	но как	3	2
131	в е	2	2
132	в истории	2	2
133	в художественном	2	2
134	все же	5	2
135	как уже	1	2
136	и наконец	5	2
137	и к	4	2
138	но в	4	2
139	в противоположность	3	2
140	то в	1	2
141	со своей	1	2
142	в целом	4	2
143	в нашем	1	2
144	как он	2	2
145	и сам	2	2
146	подобно тому	3	2
147	одно и	1	2
148	в каждом	8	2
149	в жизни	6	2
150	в них	3	2
151	нет в	1	2
152	пути как	1	2
153	все равно	2	2
154	с этой	1	2
155	он и	5	2
156	и еще	1	2
157	как бы	28	2
158	художественного творчества	2	2
159	с идеей	3	2
160	не к	1	2
161	мысли и	2	2
162	что я	1	2
163	по преимуществу	3	2
164	одном из	2	2
165	что было	3	2
166	по крайней	2	2
167	не раз	2	2
168	в основе	5	2
169	но только	1	2
170	могут быть	1	2
171	все еще	1	2
172	для того	2	2
173	для себя	2	2
174	в ее	1	2
175	еще не	5	2
176	ко всему	1	2
177	для этого	1	2
178	художественного мира	5	2
179	о том	2	2
180	и что	1	2
181	для нас	3	2
182	а потому	2	2
183	и только	1	2
184	крайней мере	2	2
185	не надо	1	2
186	было бы	6	2
187	могло бы	1	2
188	и одновременно	3	2
189	тот же	2	2
190	одной из	1	2
191	в какой	1	2
192	друг друга	3	2
193	потому что	12	2
194	уже не	8	2
195	уже в	5	2
196	ни было	4	2
197	из них	2	2
198	был бы	5	2
199	одно из	1	2
200	не так	1	2
201	ведь это	2	2
202	в одном	9	2
203	в конце	5	2
204	что и	5	2
205	вовсе не	8	2
206	при всей	1	2
207	у него	6	2
208	как раз	4	2
209	ведь мы	1	2
210	наконец в	2	2
211	себя и	2	2
212	что не	1	2
213	не было	3	2
214	до конца	5	2
215	черты в	1	2
216	в руках	1	2
217	в россии	1	2
218	него не	2	2
219	мира в	6	2
220	жизни а	2	2
221	из которых	2	2
222	над ним	1	2
223	художественного видения	12	2
224	тому как	3	2
225	на свете	1	2
226	под названием	1	2
227	и нет	1	2
228	в результате	4	2
229	хотя бы	2	2
230	с ним	6	2
231	же в	2	2
232	из тех	2	2
233	не знает	1	2
234	героя в	4	2
235	в своих	2	2
236	все что	3	2
237	и вновь	1	2
238	эта новая	1	1
239	пути своего	1	1
240	жизни где	1	1
241	отношения к	2	1
242	в движение	1	1
243	совершенно справедливо	1	1
244	своего и	1	1
245	это и	9	1
246	каждый жест	1	1
247	в первом	2	1
248	отношения между	2	1
249	если б	1	1
250	исходит из	3	1
251	должна быть	2	1
252	из трех	1	1
253	над ней	1	1
254	чистой функции	1	1
255	из всех	1	1
256	другое сознание	1	1
257	и само	2	1
258	он знает	3	1
259	как мы	5	1
260	такого героя	1	1
261	изучение поэтики	1	1
262	он как	1	1
263	а для	1	1
264	перейти в	1	1
