N	2gram	Berdyaev_V_1	Istorich
1	что он	4	24
2	и т	2	19
3	не только	2	18
4	т д	2	18
5	может быть	1	17
6	и в	16	15
7	никогда не	3	15
8	так как	9	14
9	но и	5	14
10	так же	1	13
11	что в	3	12
12	то что	9	12
13	а в	2	12
14	в этом	4	11
15	в этих	3	11
16	и не	20	11
17	то же	1	10
18	что они	7	10
19	еще не	8	9
20	все же	1	9
21	с тем	2	9
22	потому что	4	9
23	один из	2	8
24	мы увидим	1	8
25	мы видим	1	8
26	в нем	4	7
27	том что	2	7
28	не в	3	7
29	ничего не	1	7
30	вместе с	1	7
31	то это	3	6
32	но в	3	6
33	что это	1	6
34	и что	3	6
35	в его	4	6
36	что и	3	6
37	как бы	5	6
38	в том	3	6
39	только в	2	6
40	и есть	4	5
41	как в	1	5
42	но все	1	5
43	в котором	4	5
44	на него	1	5
45	видим что	1	5
46	можно было	2	5
47	так и	4	5
48	говорят что	1	5
49	она не	1	5
50	к нему	1	5
51	в одном	1	5
52	прежде всего	2	5
53	а не	7	5
54	к тому	3	5
55	в ней	4	4
56	и на	1	4
57	все эти	3	4
58	в этой	1	4
59	и они	3	4
60	и с	1	4
61	вопрос о	1	4
62	того как	1	4
63	для нас	2	4
64	его и	2	4
65	у него	1	4
66	тем что	2	4
67	связь с	1	4
68	а потом	1	4
69	но это	3	4
70	как она	1	4
71	и другие	1	4
72	они не	1	4
73	мы не	2	3
74	он был	1	3
75	ты теперь	1	3
76	говорит что	1	3
77	в их	1	3
78	и это	2	3
79	в себя	2	3
80	роль в	1	3
81	после того	1	3
82	того что	5	3
83	же и	1	3
84	в состоянии	1	3
85	что мы	4	3
86	как это	1	3
87	все это	5	3
88	уже на	2	3
89	царство и	1	3
90	и для	3	2
91	я не	1	2
92	хотя бы	3	2
93	и то	2	2
94	в которых	1	2
95	во всех	3	2
96	но не	2	2
97	не просто	1	2
98	его на	1	2
99	пути в	1	2
100	он делает	1	2
101	к чему	3	2
102	в которой	1	2
103	вера в	2	2
104	и если	1	2
105	и по	1	2
106	человека в	1	2
107	его не	2	2
108	это не	2	2
109	есть и	1	2
110	в жизни	3	2
111	ни в	3	2
112	она и	1	2
113	как и	4	2
114	и ее	1	2
115	их в	3	2
116	одна из	2	2
117	и именно	1	2
118	на котором	1	2
119	в русском	1	2
120	другой стороны	1	2
121	вместо того	2	2
122	мы в	1	2
123	могут быть	2	2
124	того чтобы	2	2
125	в виду	1	2
126	и говорит	1	2
127	на нее	1	2
128	живет в	1	2
129	это только	1	2
130	в разных	1	2
131	находится в	1	2
132	с другой	1	2
133	но с	1	2
134	д и	1	2
135	с ними	1	2
136	и так	1	2
137	уже в	1	2
138	в руки	1	2
139	и вместе	1	2
140	не было	3	2
141	а с	2	2
142	себя и	1	2
143	превращается в	3	2
144	нет ничего	3	2
145	нет еще	2	2
146	и пусть	1	2
147	в мир	1	2
148	в тот	1	2
149	да и	2	2
150	тот кто	2	2
151	будто бы	1	2
152	о смысле	4	2
153	ее в	2	2
154	совсем как	1	1
