N	3gram	Voloshinov_1	Dialekti
1	это значит что	1	21
2	с точки зрения	20	14
3	в таком случае	2	10
4	тем не менее	2	10
5	не только не	1	7
6	не может быть	13	6
7	в самом деле	9	5
8	само по себе	1	5
9	подобно тому как	1	4
10	на первый план	2	4
11	но что такое	1	4
12	сама по себе	2	4
13	имеется в виду	1	3
14	сами по себе	1	3
15	с одной стороны	1	3
16	в том что	3	3
17	и прежде всего	2	3
18	мы как раз	1	2
19	хотя бы только	1	2
20	как и все	2	2
21	тот или иной	1	2
22	с этой точки	1	2
23	существует таким образом	1	2
24	так же как	2	2
25	не могут быть	2	2
26	с другой стороны	5	2
27	мы не видим	1	2
28	во всяком случае	2	2
29	этой точки зрения	1	2
30	это и есть	2	2
31	вещь или процесс	1	2
32	той или иной	1	2
33	к тому что	1	2
34	так или иначе	1	2
35	и пр и	2	1
36	– все это	2	1
37	а следовательно и	1	1
38	оно – не	1	1
39	не есть вещь	1	1
40	и во всяком	1	1
41	и той же	2	1
42	на самом деле	1	1
43	во-первых с точки	1	1
44	самом деле если	2	1
45	то же самое	3	1
46	же как и	2	1
47	в обычных условиях	1	1
48	до сих пор	8	1
49	и не может	9	1
50	чем иным как	1	1
51	и та же	1	1
52	не есть объект	2	1
53	природы в этом	1	1
54	в этом отношении	3	1
55	материальная вещь но	1	1
56	– это и	2	1
57	это вовсе не	1	1
58	в других областях	1	1
59	не как с	1	1
60	может быть только	1	1
61	этих двух сфер	1	1
62	как только мы	1	1
63	в последнее время	1	1
64	в применении к	1	1
65	не чем иным	1	1
66	взятая сама по	1	1
67	мы скажем что	1	1
68	и следовательно не	1	1
69	а в слове	1	1
70	и как бы	1	1
71	это не значит	1	1
72	так и от	1	1
73	одна и та	1	1
74	у нас не	1	1
75	и пр –	1	1
76	значит что в	1	1
77	не менее чем	1	1
78	более или менее	1	1
79	то же время	3	1
80	в нем нет	2	1
81	и пр в	3	1
82	вовсе не в	1	1
83	от того что	2	1
84	связи с этим	3	1
85	и в таком	1	1
86	она не существует	1	1
87	данной эпохи и	1	1
88	точки зрения самого	1	1
89	бы то ни	8	1
90	в этом вопросе	2	1
91	это – чисто	1	1
92	фактический материал и	1	1
93	то ни было	8	1
94	в то же	3	1
95	в связи с	7	1
96	одной и той	2	1
97	пр и пр	2	1
98	и вопрос о	1	1
