N	3gram	Vinokur_Ku_3	Istorich
1	и т д	8	22
2	не может быть	3	7
3	тем не менее	9	6
4	более или менее	2	5
5	с другой стороны	3	5
6	до сих пор	8	5
7	мы увидим что	1	5
8	с одной стороны	4	4
9	в том что	8	4
10	по отношению к	2	3
11	то же самое	1	3
12	в то время	1	3
13	в связи с	4	3
14	о том что	3	3
15	но все же	1	3
16	можно было бы	10	3
17	этот вопрос мы	1	2
18	то ясно что	1	2
19	в зависимости от	7	2
20	бы то ни	1	2
21	но и в	1	2
22	на этот вопрос	1	2
23	вместе с тем	1	2
24	и тем не	3	2
25	так же как	1	2
26	же самое что	1	2
27	в отличие от	2	2
28	на первых порах	1	2
29	один и тот	2	2
30	мы не можем	1	2
31	само по себе	1	2
32	по этому поводу	1	2
33	именно так и	1	2
34	и тот же	2	2
35	которой мы должны	1	1
36	идет только о	1	1
37	в другом месте	1	1
38	это так то	1	1
39	идет именно о	1	1
40	здесь можно было	2	1
41	можно рассматривать как	1	1
42	прежде всего в	1	1
43	не зависит от	1	1
44	не говоря уже	2	1
45	что для того	1	1
46	в этом смысле	1	1
47	на учет все	1	1
48	в этом случае	4	1
49	только тогда когда	4	1
50	в силу того	1	1
51	они не могут	1	1
52	в самое последнее	1	1
53	но если это	2	1
54	на точку зрения	2	1
55	центр тяжести всей	1	1
56	к числу таких	1	1
57	можно говорить о	3	1
58	о том чтобы	1	1
59	ответить на вопрос	1	1
60	для этой цели	1	1
61	наряду с этим	1	1
62	а может быть	1	1
63	а так как	1	1
64	только то что	2	1
65	и т п	41	1
66	такая точка зрения	1	1
67	сказал что это	1	1
68	лежат в основе	1	1
69	в противном случае	1	1
70	говоря уже о	2	1
71	и в области	3	1
72	в том случае	4	1
73	речь идет именно	1	1
74	уже о том	1	1
75	именно потому что	1	1
76	в том чтобы	3	1
77	в иных случаях	1	1
78	еще ничего не	1	1
79	не только в	3	1
80	таких примеров можно	1	1
81	тому или иному	1	1
82	т е с	1	1
83	именно на этом	1	1
84	него так как	1	1
85	т е если	1	1
86	а не как	1	1
87	не только для	1	1
88	если это так	1	1
89	в одном случае	1	1
90	не в том	2	1
91	уже по одному	1	1
92	не могут быть	2	1
93	это не значит	1	1
94	тем или иным	1	1
95	на вопросе о	1	1
96	быть не может	1	1
97	в том отношении	1	1
98	в области конкретной	1	1
99	с вопросом о	2	1
100	если мы будем	1	1
101	это потому что	1	1
102	том случае когда	3	1
103	в данной связи	2	1
104	силу того что	1	1
105	то мы увидим	1	1
106	до тех пор	4	1
107	и здесь можно	1	1
108	е если бы	1	1
109	никогда не может	1	1
110	в тех же	1	1
111	в первом случае	2	1
112	того или иного	3	1
113	в одном из	1	1
114	это отнюдь не	1	1
115	даже в тех	1	1
116	отнюдь не означает	1	1
117	том отношении что	1	1
118	и составляют предмет	1	1
119	смысле этого слова	2	1
120	если бы не	2	1
121	после того как	4	1
122	уже не только	2	1
123	к тому что	1	1
124	тех или иных	1	1
125	нас прежде всего	1	1
126	дело не в	2	1
127	требует специального исследования	1	1
128	и в этом	4	1
129	что речь идет	1	1
130	для того чтобы	11	1
131	а именно в	1	1
132	что и в	2	1
133	к тому же	2	1
134	самое последнее время	1	1
135	что он в	1	1
