N	3gram	Trubetskoy_1	Problema
1	в настоящее время	1	16
2	о том что	4	14
3	тем не менее	3	12
4	в таком случае	1	10
5	во всяком случае	6	10
6	в конце концов	3	7
7	по крайней мере	5	6
8	так или иначе	3	6
9	в данном случае	1	5
10	с одной стороны	7	5
11	в связи с	3	5
12	с другой стороны	1	5
13	то же самое	2	5
14	более или менее	5	4
15	до сих пор	5	4
16	на то что	2	4
17	в то же	2	4
18	в том что	3	4
19	в значительной мере	2	3
20	только то что	1	3
21	точно так же	3	3
22	и в этом	2	3
23	или по крайней	1	3
24	не может быть	1	3
25	в этой области	1	3
26	можно сказать что	2	3
27	только тогда когда	1	3
28	здесь идет речь	1	2
29	крайней мере в	1	2
30	и есть то	1	2
31	всяком случае не	3	2
32	в самом деле	1	2
33	в том числе	5	2
34	с самого начала	2	2
35	сами по себе	1	2
36	бы то ни	2	2
37	не имеет никакого	1	2
38	том числе и	4	2
39	то или иное	2	2
40	может быть и	2	2
41	для того чтобы	5	2
42	и тот же	1	2
43	имеем в виду	1	2
44	друг к другу	1	2
45	такое положение дела	2	2
46	один и тот	1	2
47	не совпадает с	1	2
48	это и есть	1	2
49	ничего общего с	2	2
50	не только не	1	2
51	том или ином	1	2
52	каждая из этих	1	1
53	смысле слова здесь	1	1
54	не может не	1	1
55	что в этом	1	1
56	что самый термин	1	1
57	иметь в виду	1	1
58	с первого взгляда	1	1
59	самом деле если	1	1
60	свидетельствует о том	1	1
61	о том как	1	1
62	а в том	1	1
63	важно то что	1	1
64	но далеко не	1	1
65	ввиду того что	1	1
66	тоже не вполне	1	1
67	и только на	1	1
68	потому что и	2	1
69	а так как	3	1
70	в этом отношении	2	1
71	с тем чтобы	4	1
72	совершенно ясно что	1	1
73	этот мир не	1	1
74	утверждать что в	1	1
75	вместе с тем	8	1
76	и в то	1	1
77	но и всякий	1	1
78	так же как	3	1
79	то ни было	2	1
80	но эта связь	1	1
81	вовсе уже не	1	1
82	обстоит дело с	1	1
83	в одно нераздельное	1	1
84	а с другой	5	1
85	в том или	1	1
86	но вместе с	2	1
87	с нашей точки	1	1
88	все более и	1	1
89	хотя бы например	1	1
90	и в настоящее	1	1
91	так и от	2	1
92	что даже в	1	1
93	то не только	1	1
94	но тем не	1	1
95	не потому что	1	1
96	в то время	1	1
97	так и в	1	1
98	не менее совершенно	1	1
99	одно нераздельное целое	1	1
100	более и более	1	1
101	и связанного с	1	1
102	той или иной	2	1
103	но все же	4	1
104	нашей точки зрения	1	1
105	мы имеем в	1	1
106	но когда мы	1	1
107	не указывает на	1	1
108	что мы можем	1	1
109	и не можем	1	1
110	и только в	1	1
111	может быть даже	2	1
