N	2gram	Nazirov_Tv_1	Psycholo
1	то что	8	37
2	и в	21	30
3	в том	7	27
4	что в	12	24
5	и что	1	23
6	потому что	5	23
7	том что	11	21
8	таким образом	5	20
9	все время	1	20
10	как бы	17	19
11	что он	6	17
12	не только	7	16
13	если мы	1	16
14	в трагедии	1	15
15	в этом	6	14
16	в самом	3	14
17	то есть	12	13
18	в нас	1	13
19	как раз	1	13
20	так же	3	13
21	в сущности	1	12
22	с одной	1	12
23	одной стороны	1	12
24	вместе с	2	12
25	может быть	5	11
26	о том	6	10
27	никогда не	3	9
28	и когда	2	9
29	так как	3	9
30	с другой	3	9
31	для этого	1	9
32	не может	4	9
33	сказать что	2	9
34	самом деле	2	8
35	мы имеем	1	8
36	на деле	2	8
37	что это	1	8
38	при этом	7	8
39	заключается в	1	8
40	с тем	1	8
41	сейчас же	1	8
42	не в	2	8
43	к тому	2	8
44	и это	1	8
45	тому что	1	8
46	того что	3	8
47	а не	5	8
48	могут быть	2	8
49	и т	3	7
50	то же	13	7
51	но не	3	7
52	все же	5	7
53	и как	4	7
54	в нем	3	7
55	по себе	1	7
56	в основе	2	7
57	совершенно прав	1	7
58	героя и	2	7
59	как это	1	7
60	мы уже	1	6
61	что если	1	6
62	в своем	4	6
63	говорит что	2	6
64	и если	1	6
65	что она	2	6
66	на этом	1	6
67	что все	3	6
68	как и	12	6
69	никак не	1	6
70	что с	1	6
71	и его	6	6
72	как будто	5	6
73	или в	2	6
74	и здесь	1	6
75	о котором	2	6
76	по мнению	3	6
77	и тем	2	6
78	уже в	3	6
79	тем что	1	6
80	но и	3	6
81	именно в	2	6
82	мы все	1	6
83	и не	7	6
84	что оно	1	6
85	жизни и	3	6
86	в искусстве	1	6
87	и есть	1	5
88	еще не	1	5
89	по этому	1	5
90	когда он	2	5
91	в себе	2	5
92	в целом	4	5
93	в этой	5	5
94	было бы	1	5
95	был бы	2	5
96	сих пор	1	5
97	только не	1	5
98	же самое	1	5
99	но в	7	5
100	один из	4	5
101	в двух	2	5
102	только в	5	5
103	до сих	1	5
104	а с	1	5
105	эта теория	1	5
106	художественное произведение	1	5
107	другой стороны	1	5
108	в своих	5	5
109	исходит из	1	4
110	есть основа	3	4
111	то это	1	4
112	в виду	2	4
113	в ней	2	4
114	как говорит	1	4
115	и к	1	4
116	в основу	1	4
117	есть не	2	4
118	в них	1	4
119	в своей	4	4
120	что эта	1	4
121	казалось бы	1	4
122	как она	1	4
123	заключает в	1	4
124	у нас	1	4
125	указывает на	1	4
126	мысль о	2	4
127	действия и	1	4
128	внимание на	1	4
129	в его	13	4
130	в него	2	4
131	только что	2	4
132	этот вопрос	1	4
133	только на	2	4
134	в конце	1	4
135	должен был	1	4
136	говорит о	3	4
137	прежде всего	4	4
138	в частности	2	4
139	о чем	1	4
140	искусства как	1	4
141	от него	1	4
142	и все	6	4
143	а в	6	4
144	не есть	1	4
145	совершенно справедливо	1	3
146	в их	3	3
147	той же	3	3
148	и о	1	3
149	и на	7	3
150	в ее	1	3
151	он говорит	3	3
152	как в	8	3
153	и наконец	2	3
154	для ее	1	3
155	в которой	3	3
156	на его	3	3
157	он не	8	3
158	человека в	6	3
159	об этом	2	3
160	это не	4	3
161	т д	1	3
162	эти два	1	3
163	ни в	1	3
164	повод для	1	3
165	показывает что	1	3
166	и уже	1	3
167	в этих	2	3
168	чувство как	1	3
169	но он	2	3
170	вовсе не	5	3
171	самого начала	3	3
172	одна из	2	3
173	он только	1	3
174	но только	2	3
175	находятся в	1	3
176	учения о	1	3
177	не могут	1	3
178	данном случае	2	3
179	и говорит	1	3
180	с самого	3	3
181	так в	1	3
182	что у	1	3
183	так и	2	3
184	времени и	4	3
185	трагедии в	1	3
186	что и	2	3
187	видим что	1	3
188	тот же	2	3
189	так что	2	3
190	для него	6	3
191	т п	2	3
192	у него	7	3
193	что на	1	3
194	чем у	1	3
195	на этот	1	3
196	была бы	1	3
197	когда она	1	3
198	с которым	2	3
199	в данном	2	3
200	это есть	1	3
201	героя в	1	3
202	при таком	1	3
203	не существует	3	3
204	целый ряд	1	3
205	мы должны	1	3
206	хотя бы	5	3
207	в свою	7	3
208	имеет место	1	3
209	и другие	3	3
210	это в	3	3
211	к этому	2	3
212	в таком	1	3
213	от этой	1	2
214	ту же	3	2
215	же как	1	2
216	того же	2	2
217	это и	3	2
218	этой теории	1	2
219	из самых	1	2
220	по преимуществу	2	2
221	и до	1	2
222	а как	2	2
223	он как	1	2
224	время как	1	2
225	но она	2	2
226	что иное	1	2
227	событий и	1	2
228	и он	2	2
229	собой в	2	2
230	он был	1	2
231	между собой	1	2
232	иное как	1	2
233	с его	11	2
234	во всех	1	2
235	на самом	3	2
236	совсем не	1	2
237	по отношению	1	2
238	отличие от	2	2
239	в одной	2	2
240	с этим	1	2
241	перед нами	2	2
242	нам кажется	1	2
243	что по	1	2
244	был глубоко	1	2
245	он в	1	2
246	все эти	1	2
247	еще один	1	2
248	но его	2	2
249	как он	1	2
250	по самому	2	2
251	однако эта	1	2
252	в нашей	2	2
253	образом и	1	2
254	и вот	1	2
255	в нее	1	2
256	но все	1	2
257	мы никогда	1	2
258	в каждом	3	2
259	а затем	2	2
260	же не	1	2
261	и с	3	2
262	в глазах	1	2
263	из них	2	2
264	материал для	1	2
265	утверждает что	1	2
266	о которых	1	2
267	все равно	1	2
268	чем в	1	2
269	элемента в	1	2
270	и того	2	2
271	одного и	1	2
272	на первый	1	2
273	в котором	6	2
274	в отличие	2	2
275	всякий раз	1	2
276	сами по	1	2
277	в отношении	1	2
278	деле это	1	2
279	и другое	1	2
280	в то	15	2
281	что ему	1	2
282	же самую	1	2
283	дело в	3	2
284	что их	1	2
285	к этим	1	2
286	преимущественно в	1	2
287	в полной	1	2
288	и чувства	1	2
289	со своим	1	2
290	поэтому совершенно	1	2
291	входят в	1	2
292	в образах	2	2
293	нет ни	2	2
294	есть только	1	2
295	ли не	1	2
296	отличается от	1	2
297	он видит	3	2
298	если же	1	2
299	любовь в	1	2
300	смерти в	1	2
301	в себя	2	2
302	приводит к	2	2
303	на том	2	2
304	еще в	2	2
305	и даже	3	2
306	нас и	1	2
307	и та	2	2
308	но мы	1	2
309	или на	1	2
310	очень хорошо	1	2
311	можно сказать	2	2
312	связь между	1	2
313	самых важных	1	2
314	в сферу	1	2
315	это очень	1	2
316	их не	1	2
317	в качестве	2	2
318	связи с	1	2
319	в душе	1	2
320	мы знаем	1	2
321	мы находим	2	2
322	в одном	1	2
323	и силой	1	2
324	даже и	1	2
325	представляют собой	1	2
326	с той	1	2
327	себя и	1	2
328	естественно что	1	2
329	на которых	1	2
330	до конца	2	2
331	и самый	1	2
332	в рассказе	3	2
333	с помощью	1	2
334	именно поэтому	1	2
335	мы перейдем	1	2
336	это значит	1	2
337	с этой	1	2
338	все это	10	2
339	конце концов	1	2
340	же в	1	2
341	давно уже	1	2
342	в романе	10	2
343	не знает	2	2
344	не что	1	2
345	бы его	1	2
346	себе не	2	2
347	событий в	1	2
348	гораздо более	2	2
349	говорили о	1	1
350	только он	1	1
351	одним из	4	1
352	в сфере	1	1
353	связана с	1	1
354	проблемы в	2	1
355	останавливается и	1	1
356	чего не	1	1
357	лежащая в	1	1
358	когда человек	2	1
359	выражается в	1	1
360	из всех	4	1
361	пушкинского стихотворения	2	1
362	как единство	1	1
363	развитие в	1	1
364	для раскрытия	1	1
365	борется против	1	1
366	разобраться в	1	1
367	частный случай	1	1
368	себе что	1	1
369	и реальным	1	1
370	через которые	1	1
371	с большим	1	1
372	большей частью	1	1
373	эта изоляция	1	1
374	скверный анекдот	4	1
375	столь же	1	1
376	в чем	2	1
377	чуть ли	1	1
378	в сюжете	1	1
379	роман достоевского	1	1
380	было прервано	1	1
381	правильное понимание	1	1
382	не все	1	1
383	если в	2	1
384	души и	1	1
385	был как	1	1
386	эстетическое значение	1	1
387	к сожалению	1	1
388	совершенно естественно	1	1
389	пейзаж и	1	1
390	на первой	1	1
391	чтобы мы	1	1
392	в художественном	1	1
393	и где	1	1
394	и скрывает	1	1
395	хотя и	3	1
396	в действительности	1	1
397	этой цели	1	1
398	отнесены к	1	1
399	искусство и	1	1
400	в ужас	1	1
401	за собой	1	1
402	та же	4	1
403	он идет	1	1
404	некоторых элементов	1	1
405	под ним	1	1
406	представляет собой	3	1
407	его содержания	1	1
408	еще далеко	1	1
409	что так	1	1
410	учение о	1	1
411	в известном	1	1
412	своей теории	1	1
413	имеем в	1	1
414	тому же	1	1
415	противоположность в	1	1
416	так сказать	2	1
417	больше всего	1	1
418	к герою	1	1
419	о которой	1	1
420	первой части	3	1
421	этого вопроса	1	1
422	не к	1	1
423	братья карамазовы	1	1
424	по своему	1	1
425	на земле	3	1
426	показал что	1	1
427	совершенно во	1	1
428	подход к	1	1
429	в коротком	1	1
430	самого автора	1	1
431	на этой	1	1
432	первой главе	1	1
433	на протяжении	3	1
434	воспринимается как	1	1
435	бы нам	1	1
436	в жизни	2	1
437	и смерти	1	1
438	принципиально отличную	1	1
439	действия а	1	1
440	две линии	1	1
441	у самых	1	1
442	далеко не	3	1
443	пребывает в	1	1
444	нигде не	1	1
445	не заметить	1	1
446	жизни но	1	1
447	проявляется в	1	1
448	в один	2	1
449	не мог	2	1
450	как частный	1	1
451	вопроса об	1	1
452	что такое	1	1
453	именно и	1	1
454	человеком и	1	1
455	вторая часть	1	1
456	из пьесы	1	1
457	представление о	3	1
458	прибегает к	1	1
459	от себя	1	1
460	жизни с	2	1
461	не менее	6	1
462	эта мысль	1	1
463	но эта	1	1
464	в россии	3	1
465	по крайней	2	1
466	дети на	1	1
467	даже в	3	1
468	жизнь его	1	1
469	отсюда его	1	1
470	вплоть до	1	1
471	стремление к	2	1
472	отличную от	1	1
473	она не	1	1
474	означает что	1	1
475	ее с	1	1
476	на него	1	1
477	у пушкина	2	1
478	в процессе	1	1
479	в русской	5	1
480	которого он	2	1
481	героев и	3	1
482	преобладающее значение	1	1
483	пока еще	1	1
484	это еще	1	1
485	он хочет	1	1
486	взглядом на	1	1
487	не имеет	1	1
488	это мы	1	1
489	тут и	3	1
490	больше чем	2	1
491	сходит с	1	1
492	действительности но	1	1
493	всего на	1	1
494	стало ясно	1	1
495	в русском	1	1
496	к ней	2	1
497	вот что	1	1
498	психика человека	1	1
499	драма любви	1	1
500	только с	1	1
501	каждый раз	1	1
502	в области	1	1
503	один раз	1	1
504	возникает из	1	1
505	к себе	1	1
506	те и	1	1
507	в других	1	1
508	отказаться от	2	1
509	разные стороны	1	1
510	более не	2	1
511	бы что	1	1
512	но по	1	1
513	с ее	3	1
514	свою очередь	1	1
515	как один	1	1
516	впечатления от	1	1
517	он просто	1	1
518	и от	4	1
519	в собственном	1	1
520	как по	1	1
521	только то	1	1
522	значение в	1	1
523	шекспира и	1	1
524	если они	1	1
525	поэтому мы	1	1
526	с первым	1	1
527	здесь нет	2	1
528	во многом	7	1
529	вопрос но	1	1
530	часто в	1	1
531	в последней	1	1
532	быть может	2	1
533	высокое и	1	1
534	когда видит	1	1
535	нас принято	1	1
536	трактуется как	1	1
537	и муки	1	1
538	о нем	1	1
539	говорит об	2	1
540	он стремился	1	1
541	скажу что	1	1
542	потрясающей силой	1	1
543	и просто	1	1
544	там же	3	1
545	в эстетической	1	1
546	в конечном	4	1
547	под именем	1	1
548	нас в	1	1
549	к нему	1	1
550	и приводит	1	1
551	том или	1	1
552	и всю	1	1
553	между тем	1	1
554	русской литературе	4	1
555	переходит в	2	1
556	трагедии закон	1	1
557	нуждается в	1	1
558	человека из	1	1
559	крайней мере	2	1
560	вслед за	2	1
561	вообще и	1	1
562	не так	3	1
563	впечатление не	1	1
564	о его	1	1
565	действие в	1	1
566	одной из	4	1
567	же за	1	1
568	однако в	2	1
569	в какой	1	1
570	к чисто	1	1
571	к их	1	1
572	то в	2	1
573	и действительно	1	1
574	который в	3	1
575	всех его	1	1
576	во времени	3	1
577	и ее	1	1
578	времени как	3	1
579	быть человеком	1	1
580	в эти	1	1
581	себя в	1	1
582	от одной	1	1
583	гармонии и	1	1
584	от выбора	2	1
585	наглядное опровержение	1	1
586	уже не	3	1
587	в виде	3	1
588	кажется что	1	1
589	него и	1	1
590	от других	2	1
591	рассказывает о	1	1
592	при помощи	2	1
593	по выражению	1	1
594	конечном счете	4	1
595	его и	1	1
596	глаза и	1	1
597	и их	1	1
598	могло бы	1	1
599	смерть но	1	1
600	у нее	1	1
601	тем как	1	1
602	второй части	2	1
603	но что	1	1
604	разлад между	1	1
605	заметить что	1	1
606	в стихах	2	1
607	же невозможно	1	1
608	его концепция	1	1
609	романе мы	1	1
610	по смыслу	1	1
611	как у	1	1
612	к роману	1	1
613	я был	1	1
614	чем он	1	1
615	на чем	1	1
616	он считал	1	1
617	чувства он	1	1
618	что не	2	1
619	что для	2	1
620	элементов и	1	1
621	превращается в	1	1
622	не было	1	1
623	в картине	1	1
624	дойти до	1	1
625	есть лишь	1	1
626	его как	2	1
627	не то	2	1
628	в одно	2	1
629	трагический герой	1	1
630	все более	2	1
631	тенденцией к	1	1
632	в комнате	1	1
633	ни на	3	1
634	согласно этой	1	1
635	это имеет	1	1
636	что каждый	1	1
637	места где	1	1
638	его характер	1	1
639	на втором	1	1
640	это произведение	1	1
641	ненависть к	1	1
642	в романах	13	1
643	во все	1	1
644	что же	1	1
645	сферы в	1	1
646	и всей	1	1
647	даже с	1	1
648	да и	1	1
649	в первой	2	1
650	как к	2	1
651	сам не	1	1
652	это к	1	1
653	человека должно	1	1
654	статические элементы	1	1
655	что герои	1	1
656	человеческая природа	1	1
657	только для	1	1
658	но это	5	1
659	романах достоевского	15	1
660	этот принцип	1	1
661	в смысле	1	1
662	себя с	1	1
663	и времени	1	1
664	и часто	1	1
665	решить вопрос	1	1
666	от мысли	2	1
667	справедливо указывает	2	1
668	которая в	1	1
669	гораздо шире	1	1
670	который является	2	1
671	но когда	1	1
672	вот это	1	1
673	от всех	1	1
674	еще более	2	1
675	тем более	1	1
676	своих героев	3	1
677	на улице	1	1
678	все они	1	1
679	во время	1	1
680	я в	1	1
681	романа и	1	1
682	и осознать	1	1
683	может и	1	1
684	с ними	1	1
685	и прямо	1	1
686	в моем	1	1
687	этой проблемы	2	1
688	равно как	1	1
689	к его	1	1
690	жизни а	1	1
691	отношению к	1	1
692	ко всему	1	1
693	мы застаем	1	1
694	с потрясающей	1	1
695	именно здесь	1	1
