N	2gram	Bakhtin_fo_1	FransuaR
1	и в	50	29
2	то есть	33	21
3	таким образом	11	20
4	и не	14	16
5	в эпоху	1	15
6	в этой	1	13
7	и все	6	13
8	но в	10	12
9	как и	8	12
10	и т.п	4	12
11	и на	8	11
12	в этом	25	11
13	так и	12	11
14	то же	11	10
15	мы уже	11	10
16	не только	9	10
17	во время	1	10
18	в то	9	10
19	как мы	14	10
20	в романе	32	10
21	все эти	9	9
22	и с	4	9
23	его в	3	9
24	в конце	9	9
25	вовсе не	13	9
26	но и	8	9
27	же время	9	8
28	и его	16	8
29	в его	13	8
30	прежде всего	15	8
31	как бы	2	8
32	в них	4	7
33	в том	9	7
34	так как	6	7
35	еще и	2	7
36	так же	6	7
37	в сущности	3	6
38	этот процесс	5	6
39	своего рода	1	6
40	но он	2	6
41	здесь в	2	6
42	в большинстве	1	6
43	из них	1	6
44	и до	5	5
45	что это	1	5
46	в нем	24	5
47	в своей	2	5
48	до конца	4	5
49	уже говорили	3	5
50	рядом с	2	5
51	это не	6	5
52	поэтому и	3	5
53	все они	1	5
54	у него	6	5
55	далеко не	2	5
56	сказать что	3	5
57	на весь	1	5
58	и по	2	5
59	того же	8	5
60	также и	2	4
61	связана с	1	4
62	и есть	1	4
63	в которой	2	4
64	еще не	5	4
65	с его	9	4
66	с помощью	2	4
67	в нашем	2	4
68	в образе	5	4
69	связанные с	1	4
70	были в	2	4
71	точки зрения	5	4
72	но они	3	4
73	в плане	1	4
74	этот образ	2	4
75	характер этого	1	4
76	в результате	6	4
77	жизнь и	4	4
78	в литературе	16	4
79	что он	1	4
80	конечно не	4	4
81	тем что	2	4
82	связан с	1	4
83	с другой	2	4
84	и др	9	4
85	играют в	1	4
86	по своему	1	4
87	все это	4	4
88	один из	3	4
89	перед нами	1	4
90	то что	6	4
91	жизни и	8	4
92	здесь и	2	3
93	женщины и	1	3
94	по преимуществу	3	3
95	в доме	1	3
96	и за	1	3
97	той же	2	3
98	животных и	1	3
99	и здесь	1	3
100	в ней	4	3
101	в чем	2	3
102	но как	1	3
103	в своем	4	3
104	и как	10	3
105	в себе	3	3
106	при этом	3	3
107	он не	5	3
108	всех этих	5	3
109	и вот	1	3
110	и сам	1	3
111	для того	5	3
112	особенно в	1	3
113	том что	4	3
114	в эту	1	3
115	образом и	1	3
116	вернемся к	1	3
117	почти все	1	3
118	самого начала	2	3
119	того чтобы	5	3
120	в разных	5	3
121	по своей	1	3
122	они были	2	3
123	конечно и	4	3
124	видели как	1	3
125	с ее	6	3
126	здесь не	4	3
127	в ее	6	3
128	с самого	2	3
129	в дальнейшем	6	3
130	роль в	9	3
131	образом в	1	3
132	но конечно	2	3
133	того что	2	3
134	с ними	1	3
135	в качестве	3	3
136	же и	2	3
137	и они	1	3
138	и других	3	3
139	и их	8	3
140	ведь это	1	3
141	том числе	4	3
142	мы можем	1	3
143	и даже	2	3
144	там где	2	3
145	этой же	1	3
146	все же	6	3
147	что значит	1	3
148	у них	2	3
149	мы видим	3	3
150	тот же	1	3
151	в частности	6	3
152	и то	4	2
