N	2gram	Potebnia_M_3	Istorich
1	и в	30	26
2	в сказке	1	23
3	так как	13	18
4	потому что	46	13
5	и на	3	12
6	в этом	10	12
7	таким образом	14	12
8	в том	32	12
9	что в	17	12
10	мы видели	4	11
11	может быть	28	11
12	связь с	3	11
13	и т	5	10
14	не только	21	10
15	том что	18	10
16	в образе	3	10
17	с другой	7	10
18	и не	15	10
19	еще не	5	9
20	что он	6	9
21	но и	19	9
22	и это	4	8
23	все эти	1	8
24	все же	2	8
25	в нем	9	8
26	т д	3	8
27	на том	1	8
28	с ним	6	8
29	вместе с	12	8
30	другой стороны	4	8
31	например в	6	7
32	но в	1	7
33	здесь можно	1	7
34	мы можем	3	7
35	и его	4	7
36	о том	2	7
37	с одной	7	7
38	уже не	6	7
39	у него	2	7
40	превращается в	1	7
41	одной стороны	3	7
42	власть над	1	7
43	мы уже	2	6
44	мы не	9	6
45	как в	10	6
46	как он	1	6
47	так в	2	6
48	и с	2	6
49	в виде	2	6
50	то что	18	6
51	и там	1	6
52	в более	1	6
53	ее в	1	6
54	не может	6	6
55	то же	23	5
56	в ней	8	5
57	не будет	3	5
58	как и	10	5
59	и что	10	5
60	в то	10	5
61	то это	6	5
62	так и	11	5
63	в его	4	5
64	мы видим	2	5
65	только в	21	5
66	тем что	7	5
67	там где	3	5
68	его в	3	5
69	как мы	7	4
70	и он	1	4
71	с его	1	4
72	что оно	11	4
73	но как	2	4
74	из этих	9	4
75	на его	2	4
76	после этого	1	4
77	и по	4	4
78	здесь мы	1	4
79	это не	1	4
80	и тем	5	4
81	с тем	7	4
82	не всегда	2	4
83	не имели	1	4
84	здесь же	1	4
85	в очень	1	4
86	но здесь	1	4
87	что и	13	4
88	что между	1	4
89	в других	2	4
90	до сих	3	4
91	прежде всего	3	4
92	зависит от	6	4
93	как бы	3	4
94	сих пор	3	4
95	но это	6	4
96	есть и	1	4
97	все что	4	4
98	и то	8	3
99	так у	2	3
100	там же	6	3
101	должна быть	1	3
102	время как	1	3
103	независимо от	5	3
104	когда он	1	3
105	и наконец	2	3
106	та же	2	3
107	в себе	16	3
108	что она	3	3
109	главным образом	1	3
110	при этом	3	3
111	если бы	12	3
112	и вот	1	3
113	так например	2	3
114	сказке о	1	3
115	в них	5	3
116	в своей	2	3
117	таким же	1	3
118	и ее	1	3
119	в одном	2	3
120	не в	15	3
121	их в	2	3
122	она не	2	3
123	на котором	2	3
124	того как	4	3
125	могут быть	3	3
126	его с	2	3
127	приходит к	1	3
128	данном случае	1	3
129	то время	4	3
130	только через	1	3
131	показывает что	2	3
132	другими словами	1	3
133	от него	2	3
134	один из	4	3
135	том как	3	3
136	так что	7	3
137	при помощи	1	3
138	ее не	1	3
139	от того	8	3
140	со стороны	3	3
141	далеко не	4	3
142	но есть	1	3
143	от этого	2	3
144	не было	4	3
145	рассказывают что	1	3
146	к своему	2	3
147	предположить что	1	3
148	в данном	1	3
149	что здесь	1	3
150	и от	4	3
151	или в	3	3
152	вопрос о	1	3
153	на первый	1	3
154	а в	12	3
155	и эта	1	3
156	сказать что	5	3
157	этим объясняется	1	3
158	как на	5	3
159	к этому	3	3
160	небо и	1	3
161	того же	1	2
162	нам кажется	2	2
163	что когда	1	2
164	из его	1	2
165	что эти	1	2
166	то самое	1	2
167	отсюда видно	1	2
168	душу в	1	2
169	солнце солнце	1	2
170	он был	1	2
171	но не	7	2
172	то он	2	2
173	по отношению	5	2
174	тогда как	2	2
175	а через	1	2
176	на то	2	2
177	относится к	4	2
178	в одной	1	2
179	с этим	6	2
180	дает нам	3	2
181	в своем	5	2
182	то или	2	2
183	что касается	1	2
184	перед нами	2	2
185	целый ряд	2	2
186	и как	5	2
187	увидим что	1	2
188	и конечно	1	2
189	что это	4	2
190	в этой	2	2
191	то и	6	2
192	и до	2	2
193	но он	1	2
194	он не	4	2
195	представление конечно	1	2
196	или другое	2	2
197	из него	2	2
198	людей и	2	2
199	с этой	2	2
200	но все	2	2
201	его не	1	2
202	его имени	1	2
203	было бы	9	2
204	приходит в	1	2
205	кажется что	1	2
206	ни в	2	2
207	вовсе не	7	2
208	а потом	1	2
209	это очевидно	1	2
210	в эту	1	2
211	видели в	1	2
212	в которых	2	2
213	знаем что	1	2
214	миф о	1	2
215	не будем	1	2
216	образом и	3	2
217	которые в	1	2
218	без всяких	1	2
219	есть еще	3	2
220	однако в	1	2
221	что этот	1	2
222	где нет	1	2
223	даже в	2	2
224	тем самым	7	2
225	и другое	1	2
226	не имеет	6	2
227	на него	3	2
228	не могло	1	2
229	не вполне	1	2
230	это то	1	2
231	такой случай	1	2
232	и далее	1	2
233	это далеко	1	2
234	нет ни	2	2
235	отличается от	1	2
236	к тому	7	2
237	от нее	2	2
238	что при	3	2
239	в свое	2	2
240	происходит и	1	2
241	здесь не	1	2
242	только то	1	2
243	что у	1	2
244	этим в	1	2
245	когда в	2	2
246	о котором	1	2
247	ничего не	1	2
248	сводится к	1	2
249	но мы	2	2
250	в которое	1	2
251	после того	1	2
252	можно сказать	3	2
253	как у	1	2
254	эти два	1	2
255	в форме	2	2
256	того что	18	2
257	или же	4	2
258	самого себя	3	2
259	еще одну	1	2
260	мы знаем	1	2
261	мир не	1	2
262	никто не	3	2
263	пока не	1	2
264	она имеет	1	2
265	себя это	1	2
266	смерти и	1	2
267	что они	2	2
268	а с	2	2
269	что не	8	2
270	не означает	1	2
271	а не	15	2
272	в одно	3	2
273	него в	1	2
274	так же	3	2
275	что царство	1	2
276	животным и	1	2
277	оно только	1	2
278	когда мы	2	2
279	что же	2	2
280	отношению к	5	2
281	быть только	4	2
282	стороны и	1	2
283	значит что	1	2
284	что мы	8	2
285	видно что	1	2
286	обращается к	1	2
287	для нас	20	2
288	мы должны	4	2
289	только что	8	2
290	в этих	1	2
291	представления и	3	2
292	не есть	17	2
293	но эти	1	2
294	с ними	1	2
295	в последнем	3	2
296	жизни и	2	2
297	переносит в	1	2
298	я могу	1	2
299	точно так	12	2
300	во всяком	1	2
