N	2gram	Tiupa_Disk_2	Istorich
1	и в	16	26
2	то что	5	16
3	не только	10	15
4	может быть	16	14
5	что в	5	14
6	же как	2	13
7	но и	11	12
8	так и	9	10
9	таким образом	1	10
10	и его	3	10
11	что он	2	10
12	все же	6	9
13	его в	3	9
14	что и	2	9
15	и не	15	9
16	то же	6	8
17	а в	2	8
18	мы имеем	2	7
19	в этом	16	7
20	он не	3	7
21	об этом	1	7
22	как и	16	7
23	в этих	3	7
24	их в	2	7
25	как в	8	7
26	в качестве	16	7
27	превращается в	1	7
28	героя в	5	7
29	и то	4	6
30	еще не	6	6
31	могут быть	3	6
32	потому что	4	6
33	а не	14	6
34	не может	9	6
35	вместе с	2	6
36	когда он	1	6
37	это и	1	5
38	но не	7	5
39	и как	3	5
40	но в	11	5
41	уже не	3	5
42	и только	1	5
43	в силу	1	5
44	но все	1	5
45	в другом	3	5
46	и с	2	5
47	это не	3	5
48	не в	3	5
49	ничего не	1	5
50	и здесь	1	5
51	и что	1	5
52	в его	3	5
53	в одном	4	5
54	тем что	1	5
55	и др	1	5
56	в некоторых	1	5
57	из которых	1	5
58	к этому	4	5
59	вопрос о	1	4
60	в которых	1	4
61	тогда как	11	4
62	не просто	1	4
63	в этот	1	4
64	три года	1	4
65	в своей	6	4
66	что этот	1	4
67	даже в	1	4
68	того как	1	4
69	указывает на	1	4
70	представляют собой	1	4
71	здесь не	2	4
72	так в	1	4
73	о том	4	4
74	и даже	1	4
75	вовсе не	1	4
76	с другой	5	4
77	другой стороны	2	4
78	в античности	1	4
79	например в	3	3
80	из этих	3	3
81	в одной	1	3
82	перед нами	3	3
83	все эти	3	3
84	при этом	17	3
85	он должен	1	3
86	что ни	2	3
87	том что	10	3
88	с миром	1	3
89	и более	1	3
90	как это	1	3
91	на него	1	3
92	в русской	3	3
93	во всем	1	3
94	к себе	1	3
95	она не	1	3
96	данном случае	6	3
97	в образе	1	3
98	а также	8	3
99	в том	8	3
100	только в	3	3
101	как нечто	1	3
102	человека с	1	3
103	не на	2	3
104	о чем	2	3
105	там где	1	3
106	к своему	2	3
107	в данном	7	3
108	как бы	4	3
109	этом случае	2	3
110	указать на	2	3
111	но это	3	3
112	же в	1	3
113	между ними	1	3
114	и есть	1	2
115	должна быть	2	2
116	между человеком	1	2
117	только это	1	2
118	ему в	1	2
119	в некотором	1	2
120	собой в	1	2
121	общих чертах	2	2
122	тех же	1	2
123	отношение к	2	2
124	тут же	2	2
125	в этой	4	2
126	в истории	1	2
127	культа предков	1	2
128	почему и	1	2
129	вот как	1	2
130	в своем	5	2
131	хотя и	1	2
132	примером этого	1	2
133	в целом	2	2
134	представляет собой	11	2
135	право на	1	2
136	в себе	19	2
137	в нем	7	2
138	задний план	1	2
139	же это	1	2
140	не к	2	2
141	содержит в	2	2
142	его от	1	2
143	на этом	1	2
144	лишь в	1	2
145	из них	3	2
146	этого не	1	2
147	и их	1	2
148	при изучении	1	2
149	присущих ему	1	2
150	человеком и	1	2
151	бы мы	1	2
152	тем не	1	2
153	все это	2	2
154	и наоборот	1	2
155	случае мы	1	2
156	не менее	7	2
157	в таких	1	2
158	дело не	1	2
159	или другие	1	2
160	к этим	1	2
161	они же	1	2
162	одна из	1	2
163	показывает как	1	2
164	по своей	6	2
165	в тексте	3	2
166	что на	2	2
167	в области	2	2
168	не могут	1	2
169	его с	1	2
170	не есть	1	2
171	формы и	1	2
172	никогда не	2	2
173	живет в	2	2
174	вопрос этот	1	2
175	и на	5	2
176	говорит об	2	2
177	от них	1	2
178	и во	1	2
179	в форме	1	2
180	того что	1	2
181	в современной	1	2
182	с той	2	2
183	у тебя	1	2
184	себя в	6	2
185	так что	1	2
186	и они	1	2
187	есть в	2	2
188	не дает	1	2
189	ни в	7	2
190	могло бы	1	2
191	в языке	2	2
192	не случайно	1	2
193	не говорит	1	2
194	в других	1	2
195	в особенности	1	2
196	в исторической	3	2
197	но есть	1	2
198	на этот	1	2
199	а сам	2	2
200	его как	1	2
201	в частности	12	2
202	такого рода	9	2
203	и там	1	2
204	с этой	1	2
205	но для	1	2
206	и все	3	2
207	на языке	2	2
208	сказать что	1	2
209	по свидетельству	2	2
210	переход от	1	1
211	даже если	1	1
212	чего не	3	1
213	к другому	1	1
214	не имеют	1	1
215	др в	1	1
216	между ним	1	1
217	к созданию	1	1
218	которое может	1	1
219	и могут	1	1
220	той же	2	1
221	есть не	1	1
222	в особой	1	1
223	мы не	1	1
224	не была	1	1
225	исторической перспективе	2	1
226	он как	1	1
227	силах и	1	1
228	наличие в	1	1
229	совпадает с	2	1
230	но она	3	1
231	принадлежит к	3	1
232	не вполне	1	1
233	этом так	1	1
234	они были	1	1
235	но даже	1	1
236	предстает как	1	1
237	пребывания в	1	1
238	в ней	2	1
239	он был	1	1
240	он сам	1	1
241	в чем	1	1
242	это своего	1	1
243	во всех	1	1
244	как правило	1	1
245	иных случаях	1	1
246	о смерти	1	1
247	к которой	2	1
248	здесь также	1	1
249	друг на	1	1
250	к богу	1	1
251	если в	1	1
252	что как	2	1
253	однако не	1	1
254	и наконец	3	1
255	к чему	1	1
256	еще на	1	1
257	большей части	2	1
258	им в	1	1
259	значение так	1	1
260	говорят о	1	1
261	но на	1	1
262	жизнью и	2	1
263	на свой	1	1
264	не следует	3	1
265	к миру	1	1
266	книги из	1	1
267	объясняется его	1	1
268	одному из	1	1
269	не как	1	1
270	мир как	1	1
271	во главе	1	1
272	подобно тому	2	1
273	образа и	1	1
274	одно и	2	1
275	исходя из	1	1
276	совпадают с	1	1
277	и может	3	1
278	форму и	1	1
279	но уже	2	1
280	в них	3	1
281	героя или	1	1
282	на материале	1	1
283	она и	1	1
284	на друга	1	1
285	восходят к	1	1
286	иначе говоря	3	1
287	такой же	2	1
288	еще одно	1	1
289	точки зрения	4	1
290	она сама	1	1
291	целом и	1	1
292	и смерть	1	1
293	в котором	3	1
294	древних греков	1	1
295	момент в	2	1
296	не считает	1	1
297	не должно	1	1
298	и герой	1	1
299	это его	1	1
300	вплоть до	1	1
301	все три	1	1
302	в то	5	1
303	передний план	1	1
304	между жизнью	2	1
305	каждый день	1	1
306	которого он	1	1
307	и имеет	1	1
308	чтобы стать	1	1
309	в общих	1	1
310	к небу	1	1
311	или иная	1	1
312	к ней	1	1
313	можно сказать	3	1
314	со своим	2	1
315	в основе	4	1
316	однако это	1	1
317	ему не	1	1
318	и несколько	1	1
319	одним из	1	1
320	сюжета в	1	1
321	обращается к	1	1
322	на границе	1	1
323	и другой	1	1
324	и смертью	2	1
325	только еще	1	1
326	в своего	1	1
327	к тому	1	1
328	мирами а	1	1
329	и это	2	1
330	с ее	2	1
331	и выступает	2	1
332	и служит	1	1
333	всей своей	3	1
334	в пределах	4	1
335	приводит к	3	1
336	роль в	4	1
337	как с	1	1
338	отождествляется с	1	1
339	и каждый	1	1
340	не всякий	1	1
341	во второй	1	1
342	в эпоху	1	1
343	для этого	1	1
344	один человек	1	1
345	с ним	1	1
346	творец и	1	1
347	но здесь	2	1
348	а к	2	1
349	слова а	1	1
350	каждые сутки	1	1
351	о нем	1	1
352	внимание на	1	1
353	в глубокой	1	1
354	одного из	4	1
355	основе своей	2	1
356	всей ситуации	1	1
357	он его	1	1
358	нас в	1	1
359	а через	1	1
360	данного текста	1	1
361	ним и	1	1
362	людям которые	1	1
363	и следовательно	1	1
364	герой это	1	1
365	быть и	1	1
366	один из	1	1
367	но с	1	1
368	чем это	1	1
369	человека в	4	1
370	одной из	1	1
371	который по	2	1
372	к их	2	1
373	может оказаться	1	1
374	и так	1	1
375	до нас	1	1
376	в сказании	3	1
377	своего рода	10	1
378	в большинстве	2	1
379	только на	1	1
380	и сказкой	1	1
381	большинстве случаев	1	1
382	первобытного человека	1	1
383	одно из	4	1
384	оказывается героем	1	1
385	не для	1	1
386	друг друга	1	1
387	к той	1	1
388	со стороны	10	1
389	как у	1	1
390	именно в	2	1
391	эти две	1	1
392	лица в	1	1
393	при всей	7	1
394	близок к	1	1
395	а с	5	1
396	по большей	2	1
397	прежде всего	7	1
398	не было	3	1
399	человеческой жизни	2	1
400	на передний	1	1
401	человек в	1	1
402	для человека	1	1
403	даже при	1	1
404	в иных	1	1
405	или по	2	1
406	этого момента	1	1
407	деревни а	1	1
408	все люди	2	1
409	к жизни	3	1
410	тому как	2	1
411	что же	2	1
412	а потом	2	1
413	в мир	1	1
414	никем не	1	1
415	как будто	3	1
416	в это	1	1
417	на пути	1	1
418	видно что	1	1
419	смерти а	1	1
420	здесь в	3	1
421	то будет	1	1
422	не оставляют	1	1
423	а своей	1	1
424	в результате	2	1
425	которая в	2	1
426	жизни и	3	1
427	еще более	1	1
428	и ни	1	1
429	не будучи	1	1
430	ни к	5	1
431	будто бы	1	1
432	генетически они	1	1
433	или не	1	1
434	но если	1	1
435	не знает	3	1
436	это в	2	1
437	их с	1	1
438	к его	4	1
439	а герой	2	1
440	одновременно и	1	1
441	где герой	3	1
442	утверждать что	1	1
443	в голову	1	1
444	в своих	6	1
445	тем самым	6	1
446	который не	2	1
447	как на	3	1
448	том числе	1	1
