N	3gram	Bakhtin_Pr_2	Komedia
1	до сих пор	7	9
2	в том что	1	9
3	в самом деле	4	6
4	в то же	5	4
5	о том что	1	4
6	то же время	5	4
7	к тому же	3	4
8	если бы он	1	3
9	по отношению к	5	3
10	о том как	1	3
11	с точки зрения	8	3
12	и т п	9	3
13	в связи с	1	3
14	во всяком случае	1	3
15	с одной стороны	1	3
16	тем не менее	2	3
17	то же самое	1	3
18	иначе обстоит дело	1	2
19	хотя и не	2	2
20	так или иначе	1	2
21	своей любви к	1	2
22	что он не	1	2
23	бы то ни	1	2
24	то время как	2	2
25	т е в	1	2
26	то ни было	1	2
27	в конце концов	2	2
28	с другой стороны	3	2
29	в то время	2	2
30	но все же	2	2
31	в известной степени	1	2
32	на этот раз	1	2
33	не пользуется для	1	1
34	к другому а	1	1
35	но он уже	1	1
36	в виду что	1	1
37	пределах того же	1	1
38	более или менее	3	1
39	в том числе	1	1
40	одной стороны и	1	1
41	так что он	1	1
42	о своей любви	1	1
43	с ним а	1	1
44	в отличие от	4	1
45	и не может	4	1
46	на то что	2	1
47	по крайней мере	1	1
48	точки зрения того	1	1
49	не менее и	1	1
50	об этом уже	1	1
51	что он так	1	1
52	в настоящее время	2	1
53	таким образом и	1	1
54	но при этом	2	1
55	все это может	1	1
56	то что он	1	1
57	в пределах того	1	1
58	здесь не только	1	1
59	как бы в	4	1
60	этой точки зрения	1	1
61	ставит нас перед	1	1
62	сих пор не	1	1
63	только на то	1	1
64	приходится прибегать к	1	1
65	с полным правом	1	1
66	так и в	1	1
67	можно сказать что	1	1
68	и не хочет	1	1
69	и до сих	1	1
70	и не удалось	1	1
71	отца с сыном	1	1
72	и что из	1	1
73	и не знает	2	1
74	не менее в	1	1
75	не с точки	1	1
76	как мы знаем	1	1
77	если бы не	1	1
78	после того как	1	1
79	в каждом из	1	1
80	друг от друга	2	1
81	ну а что	1	1
82	в отношении к	2	1
83	друг за другом	1	1
84	друг с другом	4	1
85	человека и его	2	1
86	в том же	1	1
87	том числе и	1	1
88	и т д	4	1
