N	2gram	Vinokur_St_2	Psycholo
1	и в	29	38
2	то что	11	35
3	все время	1	30
4	в том	27	25
5	в самом	7	25
6	самом деле	3	21
7	что в	19	20
8	может быть	2	19
9	и что	6	18
10	на то	2	16
11	что она	1	16
12	точки зрения	5	16
13	в ней	7	15
14	и т	9	14
15	том что	27	14
16	если бы	2	14
17	как бы	5	14
18	потому что	9	14
19	в этом	21	13
20	в этой	2	13
21	не только	19	12
22	таким образом	10	12
23	было бы	5	12
24	не в	4	12
25	что он	13	11
26	то же	2	10
27	в сущности	1	10
28	что это	3	10
29	и не	9	10
30	и все	1	10
31	о которых	2	9
32	с точки	2	9
33	того чтобы	6	9
34	в двух	1	9
35	и то	1	8
36	с этим	3	8
37	все же	6	8
38	и как	2	8
39	говорит что	1	8
40	с тем	7	8
41	как и	2	8
42	в одном	6	8
43	и это	2	8
44	но только	1	8
45	так что	3	8
46	вовсе не	6	8
47	как раз	8	8
48	для того	7	8
49	для нас	1	8
50	из этого	1	8
51	с другой	4	7
52	заключается в	1	7
53	сущности говоря	1	7
54	мы можем	1	7
55	не может	2	7
56	как мы	1	7
57	в ее	2	7
58	что у	4	7
59	никак не	2	7
60	между тем	5	7
61	может служить	1	7
62	а не	5	7
63	а в	1	7
64	и на	6	6
65	как это	2	6
66	и если	1	6
67	он не	9	6
68	мы видели	1	6
69	в котором	7	6
70	тому что	7	6
71	она не	1	6
72	не имеет	2	6
73	самого начала	3	6
74	и его	6	6
75	с и	2	6
76	к тому	10	6
77	с самого	3	6
78	и здесь	3	6
79	о том	17	6
80	один из	1	6
81	из них	3	6
82	так как	2	6
83	до сих	6	6
84	там где	2	6
85	мы не	1	5
86	я не	7	5
87	в своем	9	5
88	в которой	11	5
89	на этом	1	5
90	в другом	4	5
91	к которым	1	5
92	несмотря на	2	5
93	с такой	1	5
94	в своей	7	5
95	т п	3	5
96	в его	13	5
97	в какой	2	5
98	но и	19	5
99	действующих лиц	4	5
100	вместе с	7	5
101	в той	5	5
102	сих пор	5	5
103	или в	1	5
104	другой стороны	3	5
105	совершенно не	2	5
106	не то	3	4
107	что они	2	4
108	идет о	3	4
109	как в	3	4
110	когда он	1	4
111	все эти	2	4
112	в тех	2	4
113	раз в	2	4
114	в себе	2	4
115	в нем	4	4
116	при этом	2	4
117	т д	6	4
118	она была	1	4
119	не мог	3	4
120	но если	1	4
121	не могли	2	4
122	что этот	2	4
123	что эта	3	4
124	что с	2	4
125	одна из	1	4
126	никогда не	3	4
127	больше чем	1	4
128	как будто	1	4
129	и совершенно	1	4
130	в виду	7	4
131	согласиться с	1	4
132	что и	2	4
133	у всех	2	4
134	с той	2	4
135	только в	2	4
136	конечно не	1	4
137	при помощи	4	4
138	у него	1	4
139	и даже	3	4
140	по своему	2	4
141	в течение	6	4
142	того что	5	4
143	и для	1	4
144	речь идет	4	4
145	в свою	1	4
146	сказать что	2	4
147	который не	1	4
148	ее в	2	4
149	в своих	1	4
150	того же	2	3
151	смысл этого	2	3
152	едва ли	1	3
153	по его	3	3
154	из всех	1	3
155	и значение	1	3
156	оба эти	3	3
157	на тему	1	3
158	совсем не	1	3
159	что как	1	3
160	и к	4	3
161	но в	8	3
162	из этих	1	3
163	больше не	1	3
164	интересно что	3	3
165	не к	2	3
166	одно и	1	3
167	что все	1	3
168	конечно в	2	3
169	бы в	1	3
170	его в	2	3
171	и тем	1	3
172	ни в	3	3
173	в них	2	3
174	действительно не	2	3
175	в один	2	3
176	место в	1	3
177	в поэме	3	3
178	с теми	1	3
179	в то	2	3
180	того как	7	3
181	к концу	1	3
182	в основе	1	3
183	на это	2	3
184	где он	2	3
185	и о	4	3
186	имеет никакого	1	3
187	и которые	1	3
188	каждого из	1	3
189	к тем	1	3
190	он был	2	3
191	были бы	1	3
192	под маской	1	3
193	драматической поэзии	1	3
194	эти два	1	3
195	здесь не	1	3
196	тот же	1	3
197	не так	1	3
198	тем что	3	3
199	ссылается на	1	3
200	такое же	2	3
201	то и	1	3
202	в стихах	1	3
203	в речи	4	3
204	решительно не	1	3
205	но это	3	3
206	все это	11	3
207	одновременно и	1	3
208	а я	1	3
209	к этому	4	3
210	как на	9	3
211	в таком	1	3
212	не иначе	1	2
213	например в	3	2
214	с с	1	2
215	на самом	3	2
216	что когда	1	2
217	по преимуществу	1	2
218	не имеют	1	2
219	поэзии и	2	2
220	той же	1	2
221	совпадает с	1	2
222	столь же	1	2
223	это имеет	1	2
224	истинный смысл	1	2
225	но как	1	2
226	в общем	3	2
227	очевидно что	2	2
228	не просто	1	2
229	и я	2	2
230	в истории	2	2
231	в одной	2	2
232	что именно	2	2
233	это был	2	2
234	в полном	3	2
235	для поэтической	1	2
236	целый ряд	1	2
237	представляет собой	1	2
238	и придает	1	2
239	остановиться на	1	2
240	в прямом	1	2
241	и по	3	2
242	так например	7	2
243	тем в	2	2
244	в совершенно	1	2
245	не совпадает	1	2
246	из нее	3	2
247	и уже	1	2
248	такой же	1	2
249	в эту	3	2
250	исторической действительности	1	2
251	места в	1	2
252	от своего	1	2
253	его мнению	1	2
254	говорил о	1	2
255	и той	1	2
256	но он	3	2
257	но они	2	2
258	и эти	1	2
259	и более	2	2
260	в этих	3	2
261	и очень	1	2
262	малой степени	1	2
263	нет никакого	2	2
264	в русской	5	2
265	дело не	2	2
266	нельзя не	3	2
267	и всегда	2	2
268	ничего не	4	2
269	к ней	1	2
270	развивается в	1	2
271	у нас	3	2
272	не могут	1	2
273	что оно	1	2
274	утверждать что	2	2
275	и которая	1	2
276	свою очередь	1	2
277	не могу	1	2
278	данном случае	1	2
279	то время	1	2
280	прямом смысле	1	2
281	одного из	1	2
282	со стороны	2	2
283	внимание на	4	2
284	определенного характера	1	2
285	и который	2	2
286	и во	1	2
287	в которую	2	2
288	что только	1	2
289	и действительно	1	2
290	должен был	4	2
291	помощи которого	1	2
292	по мнению	1	2
293	это же	1	2
294	все они	1	2
295	в качестве	5	2
296	тем сильнее	1	2
297	нее в	1	2
298	одно из	1	2
299	для него	4	2
300	всяком случае	3	2
301	могло бы	1	2
302	в конце	2	2
303	но что	1	2
304	заметить что	1	2
305	следует понимать	1	2
306	и вместе	1	2
307	к самому	1	2
308	представляют собой	1	2
309	русской поэзии	1	2
310	таком виде	1	2
311	свою мысль	1	2
312	еще и	3	2
313	а с	3	2
