N	2gram	Bakhtin_fo_1	KulturaY
1	и т	8	54
2	т п	8	41
3	и в	50	23
4	точки зрения	5	23
5	в том	9	22
6	не только	9	17
7	в этом	25	16
8	было бы	2	16
9	с точки	2	16
10	самом деле	1	14
11	может быть	11	14
12	в самом	8	13
13	что в	5	13
14	потому что	4	12
15	для того	5	12
16	вопрос о	2	11
17	том что	4	11
18	того чтобы	5	11
19	в его	13	11
20	того что	2	11
21	а не	3	11
22	у нас	1	10
23	и не	14	10
24	еще не	5	9
25	таким образом	11	9
26	хотя бы	2	9
27	так как	6	9
28	прежде всего	15	9
29	лишь в	6	8
30	зависимости от	1	8
31	если бы	5	8
32	в виду	3	8
33	уже не	2	8
34	до сих	3	8
35	сих пор	3	8
36	между прочим	1	8
37	в зависимости	1	7
38	все эти	9	7
39	в нашем	2	7
40	должно быть	1	7
41	речи в	2	7
42	если мы	2	7
43	те же	2	7
44	с другой	2	7
45	или иной	2	7
46	на фоне	3	7
47	в данном	2	7
48	слова и	2	7
49	сказать что	3	7
50	то же	11	6
51	с помощью	2	6
52	только в	4	6
53	так и	12	6
54	при этом	3	6
55	с тем	3	6
56	в их	6	6
57	ничего не	9	6
58	связи с	6	6
59	не может	6	6
60	могут быть	5	6
61	по себе	2	6
62	о том	1	6
63	что и	3	6
64	тот же	1	6
65	что он	1	6
66	также и	2	5
67	и есть	1	5
68	как мы	14	5
69	я не	1	5
70	в чем	2	5
71	независимо от	1	5
72	все же	6	5
73	хотя и	3	5
74	из этих	1	5
75	как бы	2	5
76	как и	8	5
77	не в	5	5
78	вовсе не	13	5
79	не могут	3	5
80	той или	2	5
81	всякого рода	2	5
82	тем что	2	5
83	далеко не	2	5
84	в связи	5	5
85	тем более	1	5
86	а в	3	5
87	совершенно не	2	5
88	того же	8	4
89	тех же	2	4
90	в сущности	3	4
91	для нашей	1	4
92	точка зрения	1	4
93	как в	6	4
94	в своем	4	4
95	вопросом о	1	4
96	в целом	2	4
97	лишь с	1	4
98	ясно что	2	4
99	этого слова	1	4
100	что значит	1	4
101	в своей	2	4
102	не столько	1	4
103	которые в	1	4
104	же мы	1	4
105	тогда когда	2	4
106	как раз	13	4
107	в ее	6	4
108	данном случае	1	4
109	были бы	1	4
110	для нас	2	4
111	а также	2	4
112	один из	3	4
113	с одной	3	4
114	что не	3	4
115	не было	7	4
116	одной стороны	2	4
117	мы говорим	1	4
118	в той	4	4
