N	2gram	Nazirov_Vr_1	FransuaR
1	и в	8	41
2	таким образом	2	19
3	в этом	8	15
4	как и	6	14
5	и все	7	14
6	то же	5	13
7	в этой	2	13
8	в его	3	12
9	в себе	2	11
10	в том	3	11
11	прежде всего	1	11
12	так и	1	10
13	в то	5	10
14	никто не	1	10
15	все это	4	10
16	в своем	3	9
17	же время	5	9
18	и его	3	9
19	в качестве	1	9
20	и т.п	2	9
21	но и	7	9
22	что в	7	9
23	но в	6	8
24	в конце	3	8
25	то что	7	8
26	и от	1	8
27	в нем	6	7
28	в них	2	7
29	как бы	4	7
30	и не	5	7
31	в романе	6	7
32	он хочет	1	6
33	о том	4	6
34	это не	4	6
35	для него	2	6
36	у него	5	6
37	с помощью	1	6
38	в году	18	5
39	как в	1	5
40	в эпизоде	1	5
41	не только	9	5
42	в плане	1	5
43	точки зрения	2	5
44	того как	1	5
45	потому что	1	5
46	и это	2	5
47	в ней	4	5
48	к нему	1	5
49	и у	3	5
50	уже в	4	5
51	вместе с	2	5
52	так же	4	5
53	а в	2	5
54	к этому	3	5
55	на место	2	4
56	место в	2	4
57	хотя и	1	4
58	целый ряд	4	4
59	и наконец	1	4
60	что это	1	4
61	он не	3	4
62	при виде	1	4
63	и с	6	4
64	том что	3	4
65	одном из	1	4
66	но он	3	4
67	одна из	2	4
68	ничего не	1	4
69	рядом с	2	4
70	в виду	4	4
71	в одну	2	4
72	и образы	2	4
73	может быть	4	4
74	было бы	1	4
75	конце концов	1	4
76	все что	1	4
77	и есть	1	3
78	с точки	2	3
79	той же	1	3
80	я не	3	3
81	с ее	1	3
82	он был	3	3
83	на них	1	3
84	во всех	1	3
85	совсем не	1	3
86	выражение в	1	3
87	при этом	4	3
88	в мире	2	3
89	его в	3	3
90	несмотря на	4	3
91	во время	2	3
92	в своей	2	3
93	в их	1	3
94	тем самым	1	3
95	не имеет	1	3
96	тем что	3	3
97	как о	1	3
98	свою очередь	1	3
99	что у	3	3
100	о нем	6	3
101	нас в	1	3
102	это была	1	3
103	в форме	1	3
104	в свете	1	3
105	что он	4	3
106	из них	2	3
107	и их	1	3
108	в одном	1	3
109	к брату	1	3
110	не было	5	3
111	не может	2	3
112	в той	2	3
113	в это	2	3
114	такой же	1	3
115	но это	2	3
116	в свою	2	3
117	которым он	1	3
118	того же	1	3
119	жизни и	1	3
120	это в	2	3
121	также и	1	2
122	начинается с	1	2
123	и то	2	2
124	из всех	1	2
125	не совсем	1	2
126	всего романа	1	2
127	еще не	2	2
128	в чем	3	2
129	с его	3	2
130	а следовательно	1	2
131	отношение к	2	2
132	не просто	1	2
133	роль играет	1	2
134	рассказ о	1	2
135	как он	1	2
136	никому не	1	2
137	одно и	1	2
138	человека в	3	2
139	это было	1	2
140	с этим	1	2
141	вот ее	1	2
142	далеко не	3	2
143	которой он	1	2
144	не мог	2	2
145	в этих	1	2
146	во второй	1	2
147	том как	1	2
148	своего рода	1	2
149	их в	2	2
150	что есть	3	2
151	в процессе	1	2
152	следовательно и	1	2
153	все свои	1	2
154	прямо в	1	2
155	этом отношении	1	2
156	они как	1	2
157	года он	3	2
