N	2gram	Tiupa_Hudo_1	Vvedenie
1	и т	11	42
2	т д	3	36
3	т е	4	35
4	и в	14	32
5	в том	12	31
6	в этом	11	30
7	том что	16	26
8	может быть	5	26
9	не только	12	22
10	того чтобы	3	20
11	также и	1	18
12	то что	8	16
13	потому что	5	15
14	так как	1	15
15	не может	7	14
16	но также	1	14
17	в самом	4	13
18	в нем	3	13
19	о том	12	13
20	со стороны	3	13
21	в их	2	12
22	в общем	1	12
23	в его	8	12
24	того что	4	12
25	только в	5	12
26	xix в	4	12
27	и не	2	12
28	как мы	3	11
29	в ее	3	11
30	ясно что	2	11
31	в данном	1	11
32	что в	6	10
33	то же	9	9
34	и как	1	9
35	но в	5	9
36	по себе	2	9
37	как об	1	9
38	между тем	8	9
39	этом смысле	1	9
40	а только	4	8
41	это не	7	8
42	не в	7	8
43	тем не	4	8
44	не менее	5	8
45	с другой	1	8
46	именно в	7	8
47	самом деле	5	7
48	вопрос о	2	7
49	но не	3	7
50	все же	3	7
51	было бы	6	7
52	точки зрения	5	7
53	можно было	5	7
54	прежде всего	11	7
55	о котором	2	7
56	смысле слова	1	6
57	и это	4	6
58	из этих	1	6
59	как он	2	6
60	том чтобы	1	6
61	его в	3	6
62	с тем	1	6
63	как и	9	6
64	представить себе	1	6
65	вовсе не	1	6
66	в то	8	6
67	в качестве	9	6
68	же время	8	6
69	тем что	3	6
70	не могут	1	6
71	о природе	3	6
72	один из	4	6
73	и его	5	6
74	и даже	3	6
75	до сих	2	6
76	но и	5	6
77	сих пор	2	6
78	все это	2	6
79	хотя бы	1	6
80	xviii в	2	6
81	а как	1	5
82	в целом	2	5
83	в широком	1	5
84	об этом	5	5
85	и тем	1	5
86	данном случае	1	5
87	в которых	1	5
88	сказать что	1	5
89	могут быть	1	5
90	как например	1	5
91	так что	2	5
92	уже в	1	5
93	т п	8	5
94	представляют собой	2	5
95	что не	2	5
96	а не	12	5
97	по своему	3	5
98	она есть	1	5
99	как бы	7	5
100	в г	1	5
101	в какой	1	5
102	связана с	1	4
103	и то	1	4
104	как это	1	4
105	в первом	1	4
106	той же	2	4
107	по отношению	8	4
108	как уже	1	4
109	от этого	1	4
110	уже не	7	4
111	так или	2	4
112	в себе	11	4
113	но ведь	1	4
114	истории и	1	4
115	в своей	10	4
116	как о	1	4
117	не имеет	2	4
118	нельзя не	1	4
119	в тексте	3	4
120	большей мере	1	4
121	здесь нет	1	4
122	на вопрос	2	4
123	и т.д	1	4
124	времени и	1	4
125	внимание на	2	4
126	и что	2	4
127	как она	2	4
128	еще не	7	4
129	что он	9	4
130	и ее	1	4
131	с одной	1	4
132	речь в	2	4
133	одно из	1	4
134	всяком случае	1	4
135	как раз	4	4
136	этом отношении	3	4
137	в особенности	1	4
138	одной стороны	1	4
139	или иначе	2	4
140	еще и	1	4
141	о чем	1	4
142	видит в	3	4
143	с этой	2	4
144	и для	3	4
145	только что	4	4
146	а в	7	4
147	взгляда на	1	4
148	отношению к	8	4
149	во всяком	1	4
150	что уже	1	3
151	в сущности	1	3
152	говорить о	3	3
153	в виду	1	3
154	и на	3	3
155	он сам	1	3
156	в чем	1	3
157	своего рода	7	3
158	совсем не	1	3
159	ответ на	1	3
160	в центре	4	3
161	стороны и	1	3
162	однако не	1	3
163	хотя и	2	3
164	и к	4	3
165	за собой	1	3
166	все эти	3	3
167	в этой	8	3
168	что она	4	3
169	при этом	12	3
170	если бы	3	3
171	не как	1	3
172	вообще не	1	3
173	свое время	1	3
174	смысле как	1	3
175	на этом	3	3
176	на нее	1	3
177	на этой	1	3
178	в свое	1	3
179	и уже	1	3
180	духовной жизни	1	3
181	нисколько не	1	3
182	в этих	5	3
183	от себя	2	3
184	и вот	1	3
185	однако в	2	3
186	этой работы	1	3
187	текста и	1	3
188	дело в	1	3
189	своей природе	2	3
190	связи с	4	3
191	как будто	4	3
192	но все	1	3
193	в ней	4	3
194	в в	1	3
195	на том	2	3
196	во второй	5	3
197	можно сказать	4	3
198	а также	3	3
199	от другой	2	3
200	в конечном	2	3
201	или как	1	3
202	одной из	2	3
203	в начале	2	3
204	из них	4	3
205	в одном	1	3
206	в конце	4	3
207	отношение к	1	3
208	в текстах	1	3
209	до конца	2	3
210	говорит о	1	3
211	из наиболее	1	3
212	так называемых	1	3
213	от характера	1	3
214	такого рода	3	3
215	что же	2	3
216	да и	2	3
217	в своем	4	3
218	но с	2	3
219	к тому	7	3
220	в результате	2	3
221	культуры в	1	3
222	в частности	5	3
223	же как	2	2
224	это делает	1	2
225	художественных произведений	1	2
226	и до	1	2
227	из его	1	2
228	что мы	1	2
229	мы уже	4	2
230	мы не	2	2
231	изложения и	1	2
232	на тему	1	2
233	жизни как	2	2
234	что можно	1	2
235	в каждой	1	2
236	литературы и	1	2
237	время в	1	2
238	тогда как	7	2
239	себе и	2	2
240	чем же	1	2
241	но пока	1	2
242	в этот	1	2
243	ни одна	1	2
244	не следует	2	2
245	о которой	1	2
246	в силу	1	2
247	не бывает	2	2
248	и наоборот	1	2
249	же касается	2	2
250	в другом	2	2
251	и с	4	2
252	входит в	1	2
253	уже знаем	2	2
254	по истории	1	2
255	на свои	1	2
256	в прошлом	1	2
257	для них	1	2
258	но уже	1	2
259	соответствии с	1	2
260	этого не	1	2
261	несмотря на	4	2
262	ни с	1	2
263	должно быть	2	2
264	не мог	1	2
265	с точки	3	2
266	состоит в	2	2
267	не столько	2	2
268	большей степени	1	2
269	мысли и	1	2
270	тому что	4	2
271	произведения и	1	2
272	в отношении	1	2
273	одна из	2	2
274	например что	1	2
275	о них	1	2
276	это еще	1	2
277	никогда не	6	2
278	казалось бы	7	2
279	ничего не	8	2
280	невозможно но	1	2
281	иной раз	1	2
282	не до	1	2
283	к отдельным	1	2
284	когда мы	1	2
285	этой книги	2	2
286	рядом с	1	2
287	если же	1	2
288	средних веков	1	2
289	в дальнейшем	1	2
290	из двух	1	2
291	так и	13	2
292	отсюда и	2	2
293	мог бы	1	2
294	не нужно	2	2
295	не исчерпывается	1	2
296	же самое	1	2
297	второй половине	2	2
298	в значительной	2	2
299	во всех	1	2
300	во втором	1	2
301	в форме	2	2
302	тем более	1	2
303	здесь не	2	2
304	и так	2	2
305	для нее	2	2
306	именно на	1	2
307	литературы в	1	2
308	каждый из	1	2
309	только на	2	2
310	в но	1	2
311	могло бы	1	2
312	по его	1	2
313	и др	1	2
314	них и	1	2
315	не было	4	2
316	было сказано	1	2
317	философской мысли	1	2
318	ближе к	2	2
319	в связи	3	2
320	внимания к	1	2
321	него в	1	2
322	из которых	1	2
323	с этим	3	2
324	на рубеже	1	2
325	еще раз	2	2
326	но это	1	2
327	то о	2	2
328	бы в	1	2
329	конце концов	1	2
330	мы должны	1	2
331	ни к	2	2
332	будто бы	3	2
333	идет об	1	2
334	хотя в	1	2
335	центре внимания	1	2
336	нами не	1	2
337	не похожи	1	2
338	он и	1	2
339	время не	1	2
340	жизни и	5	2
341	и другие	1	2
342	это в	3	2
