N	2gram	Losev_Prob_3	Mirosoze
1	и в	44	46
2	в нем	9	22
3	у него	1	22
4	может быть	28	21
5	в этом	17	20
6	не только	14	18
7	и не	35	18
8	никогда не	6	18
9	для него	3	18
10	но и	10	15
11	не может	7	15
12	как и	10	13
13	а не	18	13
14	не есть	35	13
15	друг друга	2	12
16	прежде всего	3	12
17	потому что	25	12
18	и он	1	11
19	не было	5	11
20	но он	1	11
21	в ней	5	11
22	у нас	10	11
23	но в	12	10
24	в себе	8	10
25	он не	8	10
26	не в	13	9
27	и есть	5	8
28	в своем	5	8
29	так как	9	8
30	если нет	2	8
31	она не	3	8
32	переходит в	2	8
33	как бы	9	8
34	но это	8	8
35	как в	5	7
36	и к	6	7
37	в нашем	5	7
38	в этой	3	7
39	хотя бы	3	7
40	и потому	7	7
41	и для	2	7
42	что он	9	7
43	вопрос о	1	6
44	там и	3	6
45	что это	3	6
46	революции и	1	6
47	он сам	4	6
48	и здесь	5	6
49	доходит до	2	6
50	жизнь в	3	6
51	так же	5	6
52	того что	8	6
53	и там	2	6
54	жизни и	6	6
55	то же	13	5
56	есть не	5	5
57	друг к	1	5
58	совсем не	2	5
59	в самом	3	5
60	бы и	1	5
61	что она	1	5
62	что все	2	5
63	к другу	1	5
64	в своей	5	5
65	в отношении	2	5
66	в конце	5	5
67	есть прежде	1	5
68	во всем	1	5
69	и его	5	5
70	к тому	3	5
71	и это	9	5
72	это не	9	5
73	человеческого духа	1	5
74	в его	9	5
75	для того	1	5
76	то что	23	5
77	образ и	3	5
78	и все	3	5
79	также и	16	4
80	у них	2	4
81	его на	1	4
82	в жизни	1	4
83	нет в	1	4
84	человек который	1	4
85	том что	12	4
86	жизнь и	2	4
87	тому что	4	4
88	не имеет	9	4
89	того чтобы	1	4
90	только и	8	4
91	что у	3	4
92	так и	10	4
93	для этого	6	4
94	означает что	1	4
95	себя в	2	4
96	уже не	7	4
97	что и	9	4
98	они не	1	4
99	до конца	1	4
100	самого себя	3	4
101	есть уже	3	4
102	что в	8	4
103	смысле слова	8	3
104	же как	3	3
105	это и	7	3
106	той же	1	3
107	и самого	1	3
108	и на	1	3
109	иное как	4	3
110	в чем	4	3
111	идея и	3	3
112	он в	2	3
113	как он	1	3
114	идеи и	3	3
115	и она	1	3
116	и с	9	3
117	его в	3	3
118	с самим	3	3
119	русской революции	1	3
120	ни в	8	3
121	в них	1	3
122	все равно	3	3
123	для чего	2	3
124	и тогда	3	3
125	же есть	2	3
126	этого необходимо	2	3
127	в такой	1	3
128	что всякий	9	3
129	можно ли	4	3
130	что иное	4	3
131	и всегда	2	3
132	он хочет	1	3
133	только с	4	3
134	себя и	1	3
135	момент в	1	3
136	не существует	1	3
137	человеческий образ	1	3
138	в образе	1	3
139	если бы	3	3
140	с ним	7	3
141	о том	6	3
142	не стоит	2	3
143	и во	2	3
144	и можно	2	3
145	что они	5	3
146	в том	21	3
147	только в	19	3
148	есть в	3	3
149	не так	3	3
150	и никогда	1	3
151	тем что	4	3
152	от того	2	3
153	до сих	2	3
154	с которым	1	3
155	нет ничего	6	3
156	и нет	2	3
157	сих пор	2	3
158	и от	9	3
159	сказать что	16	3
160	не что	4	3
161	есть и	2	3
162	в своих	1	3
163	отношения к	3	2
164	сам по	6	2
165	от этой	1	2
166	не имеют	4	2
167	и за	2	2
168	его не	2	2
169	который был	1	2
170	как то	1	2
171	совсем иное	1	2
172	а для	1	2
173	для нашей	1	2
174	же что	1	2
175	который может	1	2
176	не был	2	2
177	во всех	2	2
178	то он	2	2
179	есть по	1	2
180	себе и	1	2
181	не хотел	1	2
182	хотя и	5	2
183	от этого	1	2
184	на какой	1	2
185	то в	3	2
186	в которой	2	2
187	бы не	1	2
188	и тот	1	2
189	но на	1	2
190	дальше и	1	2
191	и если	6	2
192	на его	1	2
193	этого вопроса	1	2
194	не к	1	2
195	есть один	1	2
196	одной и	1	2
197	образа и	4	2
198	с собой	3	2
199	тут не	1	2
200	лишь в	1	2
201	то все	1	2
202	не всегда	1	2
203	не будут	2	2
204	в этих	2	2
205	точки зрения	5	2
206	нас не	5	2
207	ее в	1	2
208	от его	2	2
209	и той	1	2
210	но эта	3	2
211	тогда когда	1	2
212	правда в	1	2
213	чем не	3	2
214	ничего не	3	2
215	природы в	1	2
216	к ней	1	2
217	связи с	8	2
218	как будто	3	2
219	в основе	2	2
220	всегда есть	2	2
221	оно не	1	2
222	самим собою	1	2
223	и рабство	1	2
224	можно было	4	2
225	есть также	2	2
226	в которые	1	2
227	быть может	1	2
228	своего образа	1	2
229	по себе	25	2
230	и поэтому	1	2
231	и та	1	2
232	и что	7	2
233	нас в	4	2
234	все время	1	2
235	подобно тому	1	2
236	но с	2	2
237	своей идеи	1	2
238	бы его	1	2
239	он уже	1	2
240	это означает	1	2
241	так что	12	2
242	же и	4	2
243	со своим	2	2
244	уже в	3	2
245	и других	1	2
246	себе в	1	2
247	были бы	2	2
248	или иной	8	2
249	мы еще	1	2
250	души и	1	2
251	что не	1	2
252	и своего	2	2
253	не означает	1	2
254	человеческой жизни	2	2
255	такой степени	1	2
256	вместе с	2	2
257	перейти в	1	2
258	к своему	1	2
259	другу и	1	2
260	что за	1	2
261	такого рода	6	2
262	это есть	3	2
263	что же	8	2
264	да и	5	2
265	ничего кроме	2	2
266	но для	1	2
267	в более	1	2
268	ее и	2	2
269	но когда	2	2
270	бы в	2	2
271	быть и	3	2
272	а в	5	2
273	человеческого общества	1	2
274	к самому	2	2
275	к самым	1	2
276	жизни а	3	2
277	какой-то еще	1	1
278	говорят о	3	1
279	и то	14	1
280	самом деле	3	1
281	он может	1	1
282	только потому	2	1
283	мере в	1	1
284	почти всегда	2	1
285	ведь и	1	1
286	от которых	1	1
287	должна быть	1	1
288	и формулировать	1	1
289	значение но	2	1
290	характер его	1	1
291	мы не	7	1
292	что если	1	1
293	даже до	1	1
294	для раскрытия	1	1
295	говорить о	3	1
296	и над	1	1
297	и ее	3	1
298	мораль есть	1	1
299	он остается	1	1
300	и отличается	1	1
301	а еще	2	1
302	быть никакого	1	1
303	быть в	2	1
304	этим не	2	1
305	есть ни	3	1
306	и все-таки	1	1
307	теряет свой	1	1
308	есть своя	1	1
309	значение и	5	1
310	только тогда	2	1
311	не все	1	1
312	уже как	3	1
313	него с	2	1
314	друга и	2	1
315	за пределы	5	1
316	сама по	8	1
317	которые не	1	1
318	с этим	2	1
319	могли бы	4	1
320	и как	3	1
321	который будет	1	1
322	в каком-то	1	1
323	не хочет	1	1
324	из жизни	1	1
325	в целом	6	1
326	все эти	7	1
327	во многих	1	1
328	поскольку в	1	1
329	отношение между	1	1
330	ничего и	1	1
331	бы только	2	1
332	чем его	1	1
333	личность но	1	1
334	на то	3	1
335	все те	1	1
336	перестает быть	1	1
337	когда это	2	1
338	вообще он	1	1
339	ведь не	2	1
340	случае имеет	2	1
341	у пушкина	6	1
342	что ни	1	1
343	может существовать	1	1
344	это один	1	1
345	но все	3	1
346	что является	2	1
347	же не	2	1
348	жизни поэтому	1	1
349	то чтобы	1	1
350	в другом	2	1
351	об этом	3	1
352	входит в	1	1
353	было бы	8	1
354	он есть	2	1
355	отца и	1	1
356	начала и	1	1
357	после этого	1	1
358	и тем	9	1
359	за ней	1	1
360	самостоятельное значение	4	1
361	от всякой	1	1
362	то остается	1	1
363	он несет	1	1
364	с тем	5	1
365	значит также	1	1
366	которой он	1	1
367	в чистом	3	1
368	потому и	1	1
369	остается в	1	1
370	их вовсе	1	1
371	перед собой	1	1
372	которую он	1	1
373	но если	6	1
374	у тютчева	1	1
375	от своего	1	1
376	что такое	3	1
377	и без	4	1
378	в котором	2	1
379	с точки	2	1
380	к одному	1	1
381	прийти к	1	1
382	себе а	3	1
383	в которых	3	1
384	своего рода	1	1
385	втором случае	1	1
386	она в	1	1
387	него тоже	1	1
388	и более	2	1
389	же такое	3	1
390	нас к	2	1
391	иной раз	3	1
392	с бесконечной	2	1
393	ведет нас	1	1
394	превратить его	1	1
395	идея которая	1	1
396	но они	1	1
397	человека но	3	1
398	из нас	1	1
399	как о	5	1
400	и именно	2	1
401	отличное от	2	1
402	во всякой	1	1
403	к такому	1	1
404	та или	3	1
405	или как	3	1
406	или иная	3	1
407	есть то	3	1
408	со всякой	1	1
409	того же	2	1
410	до того	1	1
411	исторического процесса	1	1
412	и искусства	2	1
413	что на	1	1
414	а мы	2	1
415	не знали	2	1
416	представлять себе	1	1
417	в нее	1	1
418	бог и	1	1
419	полное и	1	1
420	не могут	1	1
421	и часто	1	1
422	ее на	1	1
423	мало чем	1	1
424	бы он	1	1
425	который ведь	1	1
426	отличается от	4	1
427	для такого	1	1
428	но также	2	1
429	по сравнению	2	1
430	и слишком	2	1
431	несет с	1	1
432	для себя	2	1
433	того самого	1	1
434	всего этого	1	1
435	и единственный	1	1
436	в ее	4	1
437	анна каренина	1	1
438	говорит об	1	1
439	смысл но	2	1
440	говорили что	1	1
441	в пределах	1	1
442	и сам	5	1
443	на нее	1	1
444	вещи и	7	1
445	не с	1	1
446	мог бы	1	1
447	когда в	3	1
448	к тем	1	1
449	но у	1	1
450	в эпоху	1	1
451	со словами	1	1
452	новых и	1	1
453	будет уже	2	1
454	вот это	2	1
455	никогда и	1	1
456	именно потому	3	1
457	а также	4	1
458	но к	1	1
459	в самой	2	1
460	идея есть	1	1
461	все в	1	1
462	это в	2	1
463	которой мы	1	1
464	во втором	1	1
465	себя но	1	1
466	и только	6	1
467	тот момент	1	1
468	из моментов	1	1
469	и об	1	1
470	происходит в	2	1
471	что лишь	1	1
472	и личной	1	1
473	закона для	1	1
474	только одной	2	1
475	вне себя	1	1
476	известного рода	1	1
477	правда и	1	1
478	к свободе	1	1
479	всех его	1	1
480	за себя	2	1
481	в природе	2	1
482	бы ни	1	1
483	со всеми	1	1
484	не то	2	1
485	к какому	2	1
486	к идее	1	1
487	своей целью	1	1
488	и у	2	1
489	и они	1	1
490	в противоречии	1	1
491	был бы	1	1
492	а потому	1	1
493	никто не	2	1
494	выход за	1	1
495	от тех	2	1
496	смысле этого	1	1
497	для них	2	1
498	но что	2	1
499	они будут	1	1
500	и всякий	1	1
501	это будет	4	1
502	правды и	2	1
503	не связано	1	1
504	себе представить	1	1
505	с другой	7	1
506	тех образов	1	1
507	такое же	1	1
508	а с	2	1
509	же о	1	1
510	своего собственного	1	1
511	при чем	1	1
512	не нужна	1	1
513	образами и	1	1
514	не сама	3	1
515	стало для	1	1
516	еще от	1	1
517	ней ничего	1	1
518	у человека	2	1
519	идеями и	1	1
520	на смерть	1	1
521	о чем	2	1
522	представляется нам	1	1
523	ни на	3	1
524	на самом	7	1
