N	2gram	Vinokur_Ku_2	FransuaR
1	и в	23	29
2	таким образом	5	20
3	и не	16	16
4	в эпоху	1	15
5	в этой	6	13
6	и все	2	13
7	но в	11	12
8	как и	2	12
9	и на	6	11
10	в этом	18	11
11	так и	4	11
12	то же	6	10
13	мы уже	1	10
14	не только	20	10
15	в то	4	10
16	как мы	3	10
17	все эти	12	9
18	и с	7	9
19	в конце	4	9
20	вовсе не	9	9
21	но и	7	9
22	же время	3	8
23	и его	3	8
24	в его	5	8
25	прежде всего	8	8
26	как бы	4	8
27	в них	4	7
28	мы видели	2	7
29	в том	19	7
30	так как	15	7
31	еще и	2	7
32	так же	4	7
33	в сущности	9	6
34	этот процесс	1	6
35	своего рода	4	6
36	но он	1	6
37	в атмосфере	2	6
38	в большинстве	1	6
39	это и	3	5
40	и до	2	5
41	что это	7	5
42	в нем	4	5
43	большинстве случаев	2	5
44	он и	2	5
45	в своей	2	5
46	до конца	3	5
47	рядом с	2	5
48	и о	4	5
49	это не	6	5
50	все они	2	5
51	у него	3	5
52	далеко не	1	5
53	сказать что	4	5
54	и по	3	5
55	того же	3	5
56	также и	5	4
57	на самом	2	4
58	и есть	2	4
59	в которой	1	4
60	еще не	5	4
61	с его	1	4
62	с помощью	7	4
63	в нашем	7	4
64	конце концов	3	4
65	связанные с	2	4
66	точки зрения	14	4
67	в результате	4	4
68	что он	5	4
69	конечно не	2	4
70	тем что	3	4
71	связан с	1	4
72	с другой	8	4
73	и др	1	4
74	по своему	1	4
75	только для	2	4
76	но это	3	4
77	все это	5	4
78	один из	5	4
79	перед нами	4	4
80	то что	9	4
81	по преимуществу	2	3
82	той же	2	3
83	и здесь	5	3
84	в ней	3	3
85	в чем	1	3
86	но как	1	3
87	как к	1	3
88	в своем	2	3
89	власть и	1	3
90	и как	1	3
91	то в	1	3
92	оттого что	1	3
93	в себе	1	3
94	при этом	2	3
95	он не	3	3
96	всех этих	3	3
97	в узком	4	3
98	и вот	5	3
99	для того	9	3
100	в году	2	3
101	этой традиции	1	3
102	такой же	1	3
103	том что	11	3
104	свою речь	4	3
105	самого начала	1	3
106	того чтобы	11	3
107	вот это	1	3
108	конечно и	2	3
109	с ее	1	3
110	здесь не	3	3
111	в ее	1	3
112	с самого	1	3
113	роль в	2	3
114	что у	2	3
115	образом в	2	3
116	к нему	2	3
117	отметить что	1	3
118	но конечно	1	3
119	слов и	2	3
120	того что	3	3
121	что здесь	1	3
122	они создают	1	3
123	с ними	2	3
124	в качестве	8	3
125	же и	2	3
126	за счет	2	3
127	и их	1	3
128	ведь это	1	3
129	мы можем	1	3
130	не случайно	1	3
131	и даже	2	3
132	превращается в	2	3
133	там где	5	3
134	этой же	1	3
135	все же	7	3
136	что значит	2	3
137	у них	1	3
138	тот же	5	3
139	другой стороны	7	3
140	в частности	2	3
141	были и	1	3
142	по адресу	1	2
143	и то	5	2
144	все те	1	2
145	то время	1	2
146	которое не	1	2
147	в виду	3	2
148	так называемые	2	2
149	он был	1	2
150	на них	1	2
151	на их	1	2
152	с одной	2	2
153	но не	6	2
154	же вы	1	2
155	что они	2	2
156	как в	3	2
157	вот как	1	2
158	дает нам	2	2
159	кроме того	1	2
160	хотя и	4	2
161	и к	1	2
162	здесь с	1	2
163	эта система	1	2
164	одному из	1	2
165	на этом	3	2
166	это конечно	2	2
167	может быть	15	2
168	и дает	1	2
169	ни в	4	2
170	соответствии с	2	2
171	не мог	1	2
172	в этих	1	2
173	бы на	2	2
174	и при	1	2
175	в котором	1	2
176	с точки	8	2
177	в их	2	2
178	место в	1	2
179	большую роль	1	2
180	что я	4	2
181	их в	1	2
182	том же	1	2
183	и под	1	2
184	у вас	1	2
185	на котором	1	2
186	дело в	1	2
187	но здесь	2	2
188	но только	4	2
189	никогда не	2	2
190	связи с	3	2
191	как будто	2	2
192	но там	1	2
193	к тому	4	2
194	если же	1	2
195	где он	1	2
196	о том	1	2
197	и это	3	2
198	в себя	1	2
199	или в	4	2
200	связанных с	1	2
201	о природе	1	2
202	в которые	3	2
203	поэтому в	1	2
204	быть может	1	2
205	тех кто	1	2
206	на этой	4	2
207	а также	3	2
208	партия в	1	2
209	всякого рода	2	2
210	одной из	1	2
211	то он	1	2
212	есть в	3	2
213	уже не	8	2
214	и у	2	2
215	уже в	3	2
216	его и	1	2
217	их как	1	2
218	уж тут	1	2
219	как раз	3	2
220	в других	1	2
221	даже и	2	2
222	в особенности	4	2
223	со стороны	4	2
224	именно в	3	2
225	но оно	2	2
226	два раза	1	2
227	одной стороны	1	2
228	они не	1	2
