N	2gram	Voloshinov_1	Psycholo
1	то что	10	44
2	и в	15	33
3	в этом	13	28
4	и что	3	25
5	как бы	11	25
6	все время	4	24
7	потому что	4	24
8	для того	1	23
9	того чтобы	2	22
10	может быть	13	22
11	том что	5	22
12	что в	6	21
13	в том	4	21
14	о том	1	20
15	что он	8	20
16	сейчас же	2	16
17	как это	1	14
18	и не	16	13
19	таким образом	21	13
20	так же	1	13
21	что это	3	13
22	то есть	1	13
23	все это	5	13
24	сказать что	6	13
25	и все	4	12
26	все то	2	12
27	к тому	4	12
28	в самом	6	12
29	самом деле	7	12
30	было бы	6	12
31	если мы	5	12
32	так как	9	12
33	он не	4	11
34	что все	5	11
35	не может	13	10
36	на то	1	10
37	если бы	3	10
38	в его	9	10
39	что она	2	10
40	как раз	2	9
41	по себе	2	9
42	то же	7	9
43	в этой	5	9
44	в каком	3	8
45	совершенно ясно	1	8
46	вместе с	4	8
47	как будто	1	8
48	для этого	4	8
49	и только	4	7
50	в нем	4	7
51	когда он	1	7
52	до конца	5	7
53	не только	5	7
54	в своем	2	7
55	все эти	9	6
56	в себе	4	6
57	когда мы	1	6
58	и вот	6	6
59	что они	1	6
60	как на	3	6
61	точки зрения	13	6
62	у него	3	6
63	и т	1	6
64	на самом	2	6
65	это не	2	6
66	мы должны	7	6
67	во время	5	6
68	тому что	3	6
69	мы видим	1	6
70	а не	2	6
71	в ней	5	6
72	перед нами	1	6
73	что мы	2	6
74	и совершенно	1	5
75	все же	5	5
76	как и	6	5
77	вовсе не	2	5
78	связь с	4	5
79	с ним	12	5
80	в какой	1	5
81	мы не	4	5
82	о смерти	1	5
83	и на	3	5
84	с этим	6	5
85	полагает что	1	5
86	из этого	2	5
87	и его	15	5
88	в целом	2	5
89	мы можем	12	5
90	как он	1	5
91	это и	1	5
92	ясно что	1	5
93	и может	4	5
94	мы будем	1	5
95	мы уже	5	5
96	с самого	7	5
97	никогда не	7	5
98	самого начала	5	5
99	заключается в	1	5
100	и это	1	5
101	и как	1	5
102	в которой	1	4
103	целым рядом	1	4
104	смысл и	1	4
105	исходя из	1	4
106	жизни и	5	4
107	говорит о	1	4
108	в двух	1	4
109	ее в	2	4
110	в жизни	5	4
111	художественной формы	2	4
112	в своей	9	4
113	об этом	4	4
114	и так	1	4
115	а в	6	4
116	совершенно не	2	4
117	того что	2	4
118	знаем что	3	4
119	в таком	3	4
120	и уже	1	4
121	как мы	10	4
122	у нас	3	4
123	не то	1	4
124	и о	3	4
125	только в	6	4
126	той же	2	4
127	это было	1	4
128	от этих	1	4
129	по поводу	2	4
130	из них	1	4
131	одна из	3	4
132	о нем	1	4
133	слова и	2	4
134	с точки	10	4
135	при помощи	1	4
136	я не	3	4
137	на него	4	4
138	себя в	2	4
139	и есть	2	4
140	этот вопрос	1	4
141	к этому	7	4
142	об убийстве	1	4
143	и этот	1	3
144	и здесь	1	3
145	которой мы	3	3
146	во всяком	4	3
147	материала в	1	3
148	от этого	1	3
149	и для	2	3
150	так и	10	3
151	пути и	1	3
152	не было	4	3
153	из этой	2	3
154	сих пор	3	3
155	увидим что	4	3
156	та же	1	3
157	тому чтобы	3	3
158	в одном	3	3
159	ли это	1	3
160	в то	6	3
161	его в	8	3
162	не можем	3	3
163	но не	5	3
164	всех этих	5	3
165	здесь мы	1	3
166	например в	1	3
167	здесь в	1	3
168	но если	2	3
169	в первый	4	3
170	но и	4	3
171	что этот	1	3
172	до сих	3	3
173	от начала	1	3
174	как в	3	3
175	с ее	3	3
176	что его	1	3
177	тот же	5	3
178	в самых	2	3
179	все события	1	3
180	к этой	1	3
181	во все	1	3
182	мы в	1	3
183	ни в	6	3
184	должно быть	2	3
185	при таком	1	3
186	всяком случае	3	3
187	тем что	1	3
188	к которой	1	3
189	то это	1	3
190	к делу	1	3
191	в основе	3	3
192	одной стороны	1	3
193	же как	1	3
194	с одной	1	3
195	во всей	1	3
196	мы никогда	1	3
197	в мире	1	3
198	она не	2	3
199	мы легко	1	3
200	вот как	1	3
201	в основу	2	3
202	на этом	5	3
203	нам о	2	3
204	уже знаем	3	3
205	далеко не	4	3
206	их в	2	3
207	в своих	4	3
208	и за	2	3
209	на этот	1	3
210	и до	3	3
211	что может	3	3
212	должен был	1	3
213	что и	2	3
214	что оно	2	3
215	конечно не	3	3
216	мы все	1	3
